 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.92892945	0.048976623	0.0022906621	0.006992374	0.0104457885	0.00011189468	0.00047996533	0.0004991321	0.0006047193	0.00066947174
t	0.49164557	0.05034671	0.0012882672	0.0031930627	0.0018142307	0.0007089637	0.0059372867	0.005336024	0.041725833	0.39800397
e	0.006730995	0.9346729	0.0050361217	0.0010307098	0.008505441	0.00026760736	0.017347394	0.0027471601	0.0048272456	0.018834393
l	0.0036436764	0.92675704	0.007922151	0.0015733915	0.002811735	0.008665256	0.011159139	0.0030739184	0.0074214907	0.026972296
ì	0.0019322423	0.979323	0.002225021	0.0046955193	0.008980313	5.7310917e-06	0.0008537075	0.00038936056	0.0003179974	0.001277122
s	0.0021346845	0.97960436	0.014580771	0.00032564753	0.0028950283	7.829057e-05	0.0001904326	8.278949e-05	6.011024e-05	4.7960002e-05
i	0.00807918	0.7318353	0.23606737	0.00070035056	0.0018770847	0.002961524	0.010939947	0.0019620343	0.00054444146	0.005032829
n	0.0037024543	0.79367995	0.17112818	0.0102976775	0.005897512	0.003745469	0.006315553	0.0035374411	0.00069860986	0.000997158
a	0.006732273	0.6130091	0.3244428	0.011232275	0.03008709	0.00028376246	0.0049032727	0.0046658358	0.0029362945	0.0017072762
m	0.018412866	0.31856862	0.5435325	0.047753386	0.034324262	0.009609077	0.012722301	0.0042874403	0.001560687	0.009228818
ì	0.0653077	0.013553987	0.89460164	0.011446041	0.007236429	0.0014198613	0.0018049917	0.0020102246	0.0010586105	0.0015605268
n	0.0013012636	0.050669037	0.6031492	0.16921362	0.089960404	0.04394134	0.019693108	0.017507827	0.0030151184	0.0015491658
i	0.0007006175	0.013194945	0.8590865	0.038375754	0.008346352	0.045939647	0.009982	0.004536195	0.008693574	0.011144389
p	0.002521413	0.016065463	0.07218464	0.71337026	0.033233672	0.06374898	0.038176894	0.053892348	0.004296408	0.002509872
à	0.02050838	0.0035470892	0.08987382	0.30723327	0.53276336	0.013748948	0.0070714485	0.015745318	0.008150532	0.0013578592
n	0.0018029873	0.006845842	0.04194041	0.47528267	0.38675913	0.0730683	0.004527461	0.007819282	0.00108662	0.0008673827
t	0.0004420148	0.0032203202	0.04216663	0.48680001	0.23377556	0.16926274	0.011252813	0.016200233	0.02842858	0.008451148
a	0.0004408337	0.00034209632	0.011712935	0.08333091	0.006130485	0.7203554	0.027036859	0.05776745	0.064360045	0.028522879
l	0.0011856332	0.005463317	0.009427148	0.6754192	0.17099866	0.043562036	0.02199435	0.06231425	0.008312585	0.0013227817
e	0.00827225	0.00027985743	0.0029847557	0.31562522	0.48335826	0.088845246	0.03508838	0.027525418	0.03437981	0.0036407898
t	0.0047945967	0.009566578	0.0429872	0.06819512	0.61808985	0.014690903	0.07488433	0.09726585	0.017439162	0.05208642
t	0.027117355	0.00048228793	0.002746317	0.21705721	0.63907856	0.01558022	0.046031136	0.029288307	0.019180806	0.0034378008
ò	0.000953656	0.001098589	0.009432006	0.14955153	0.29684195	0.48410308	0.009653074	0.029885784	0.01478835	0.0036919278
m	0.00021965551	0.0009779314	0.0014815327	0.12759607	0.4195301	0.063580014	0.07624452	0.27741757	0.0325264	0.0004262692
i	9.350267e-05	0.00037840568	0.0007880633	0.14857084	0.13763475	0.118863806	0.019203488	0.15082553	0.416033	0.0076085716
f	0.0019052352	0.0077775074	0.027937934	0.023039985	0.0761867	0.014270913	0.2124333	0.4755216	0.12942812	0.03149876
à	0.009618028	0.000402978	0.0025443237	0.04757585	0.31818792	0.022187332	0.16292949	0.29506442	0.13698453	0.0045050425
i	0.000108251465	0.0007608337	0.0015557945	0.0025799533	0.0514349	0.0034121135	0.087161586	0.80384016	0.047805764	0.0013406812
t	0.05124705	0.014667957	0.108665414	0.18414095	0.017919622	0.034841727	0.023898175	0.3891063	0.13649751	0.039015274
o	0.084999286	0.006152974	0.0330802	0.020110166	0.09154367	0.011839286	0.065078706	0.5307163	0.14674306	0.009736417
v	0.003816806	0.025336374	0.024277056	0.013558305	0.09810432	0.004327659	0.013923543	0.59604794	0.21533577	0.005272165
r	0.060161926	0.0022975928	0.014424005	0.008532569	0.006447994	0.02389477	0.04150658	0.30246916	0.52133334	0.018932067
à	0.000120917575	0.0011188126	0.0017360739	0.0023756	0.0065476424	0.011764302	0.005668247	0.29653218	0.66981393	0.0043223137
i	6.5621345e-05	0.00024274147	0.00036843764	0.0010914603	0.0013798049	0.0031973654	0.0054443325	0.15441032	0.8280694	0.005730549
</S>	0.08225709	0.02709041	0.20810683	0.08787102	0.013950249	0.11500346	0.06033191	0.27992567	0.11495697	0.010506406
