 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.9179537	0.06804035	0.0013476275	0.0009306614	0.008044689	0.0019179623	9.880151e-05	0.00039817503	0.0003829367	0.0008850921
i	0.081890605	0.45752284	0.027343728	0.005707691	0.04382625	0.013741857	0.04671161	0.028948518	0.17118992	0.123117
n	0.01351179	0.71523833	0.087037735	0.006685495	0.017837161	0.01795459	0.044845633	0.017723974	0.027701437	0.05146385
d	0.0011940531	0.9477279	0.005571349	0.0011772133	0.026021432	0.004911049	7.417138e-05	0.0013422712	0.004251916	0.0077286623
è	0.023490155	0.92108464	0.0070273317	0.004002301	0.014204098	0.014686529	0.00061530323	0.0043686703	0.007344703	0.00317633
l	0.0063553955	0.9453203	0.03454926	0.0041823206	0.0018155723	0.0065735825	0.00035138635	0.00035232742	0.00040039574	9.9407705e-05
a	0.009040911	0.8647478	0.07790947	0.010459478	0.0072754296	0.0078115473	0.0039095026	0.0064159445	0.006687206	0.0057427613
à	0.06553911	0.2600652	0.44715956	0.07105812	0.018811807	0.08837165	0.010992964	0.017521735	0.012646669	0.007833175
l	0.011420083	0.06726218	0.644149	0.069429435	0.10236256	0.03981775	0.02395059	0.011328187	0.018690119	0.011590093
l	0.005326791	0.059567202	0.3049667	0.42510945	0.110812314	0.062357843	0.0036729875	0.00994647	0.015893755	0.00234655
e	0.015248722	0.008323506	0.46665204	0.10634847	0.0015212257	0.0056495867	0.18015394	0.11907051	0.08641271	0.010619325
s	0.011168514	0.014406385	0.038780067	0.8134882	0.026692225	0.055047166	0.00843194	0.02017524	0.011298645	0.0005115589
è	0.001013422	0.00091033627	0.004352064	0.29467222	0.48280582	0.15119457	0.0025169014	0.014511224	0.046787497	0.0012360363
t	0.004409251	0.0043699336	0.0111265	0.6189931	0.14000629	0.1761788	0.021739613	0.015474657	0.00749221	0.00020956867
t	0.0017958547	0.0017174334	0.010469196	0.64817554	0.17729963	0.10697187	0.038899545	0.006929757	0.00552539	0.0022157296
e	0.006001994	0.0014274896	0.047524124	0.2323415	0.01319786	0.02161724	0.5122007	0.08117256	0.07045319	0.014063332
k	0.0153618865	0.015262718	0.066905186	0.23389532	0.09839782	0.31021258	0.02690871	0.16012569	0.071544446	0.0013855541
a	0.0015040877	0.0003170016	0.00088489713	0.08394987	0.49506927	0.2741819	0.07490748	0.021488048	0.044717133	0.0029802772
v	0.035133112	0.035206065	0.011408103	0.07222203	0.0686317	0.5060898	0.012195964	0.16135868	0.074432574	0.023321984
ò	0.0028840934	0.0007095465	0.0005497055	0.021119999	0.43600088	0.3846268	0.0152299795	0.04604437	0.09174676	0.0010879033
e	0.0031515998	0.0038489113	0.0042567845	0.020633167	0.12012883	0.5978667	0.014329313	0.18440124	0.050913647	0.00046970768
n	0.08921325	0.040226597	0.06095785	0.045274764	0.16909833	0.30068886	0.0025047667	0.14321564	0.124991775	0.023828171
ì	0.014653996	0.0039702267	0.0023907376	0.017374622	0.16301124	0.20354883	0.022820674	0.27244526	0.29272634	0.0070580626
m	0.0051923376	0.0036808427	0.009361006	0.007639841	0.02582278	0.0828879	0.0034606822	0.5802335	0.27815014	0.0035709664
e	0.0005506592	0.00024353058	0.0017430276	0.0011714561	0.0037768646	0.012326316	0.032821808	0.5320816	0.4081016	0.007183166
p	0.004700229	0.0063621327	0.02107269	0.01813231	0.009529006	0.03779354	0.009570085	0.5033301	0.3770491	0.012460791
r	0.00546514	0.0013764547	0.0073606507	0.0028340796	0.006121989	0.0067622503	0.030409964	0.33834347	0.5819909	0.019335091
ò	0.0027344942	0.0021496445	0.018426856	0.0037563744	0.0029254241	0.0055565615	0.08119265	0.2503518	0.54137206	0.09153418
n	0.00038801652	0.00035806265	0.0046599186	0.0011306424	0.0026327902	0.0034900683	0.009859048	0.1713432	0.79595786	0.010180329
t	0.00013143914	8.7626344e-05	0.0003815876	0.00025816713	0.0007399057	0.0014057341	0.012296719	0.21840733	0.6996984	0.06659307
a	0.004183569	0.0009859937	0.0071637537	0.001714233	0.00034963564	0.0018648948	0.04958271	0.18260866	0.3269193	0.42462727
</S>	0.009219545	0.006934801	0.12254346	0.024344202	0.011905586	0.025446715	0.09532701	0.2200281	0.46106413	0.0231864
