 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.7943702	0.18310662	0.0031286867	0.0065305918	0.0083734505	0.00029395593	0.0014789118	0.0020003074	0.00071723486
e	0.467371	0.40253583	0.011917111	0.0057980805	0.017151218	0.0006227207	0.006710828	0.009734824	0.078158356
t	0.017698202	0.90584165	0.029742317	0.0050098966	0.003274372	0.006348026	0.011831427	0.01731233	0.0029419619
i	0.008252503	0.838576	0.044643488	0.016331825	0.043149296	3.6329475e-05	0.007385206	0.03793497	0.0036904572
p	0.0076892134	0.914352	0.0664305	0.0033405595	0.0007621481	0.0029209245	0.0007084855	0.0008472057	0.002948956
à	0.006164686	0.5675839	0.118949935	0.09106593	0.062878035	8.07942e-05	0.019935874	0.12822945	0.005111389
s	0.008286842	0.46654856	0.4934579	0.021650963	0.0017445436	0.00061980967	0.002096834	0.005355048	0.00023943865
t	0.0039122277	0.193243	0.6838789	0.07754319	0.0023307626	0.008461811	0.0069688116	0.017651282	0.006010004
a	0.010214664	0.024066065	0.7538389	0.037092708	0.00037045102	0.15147316	0.011641995	0.0039658914	0.0073361867
ì	0.007839666	0.0293766	0.032595545	0.83587104	0.024593236	0.015191207	0.035723366	0.01822236	0.00058696285
t	0.0041976906	0.004359163	0.0016093986	0.74869084	0.20051776	0.00392843	0.020215299	0.01412057	0.0023608443
e	0.0019319357	0.0018354123	0.0063454267	0.7569644	0.18257308	0.0032122743	0.009758297	0.03688439	0.0004948562
l	0.0017916624	0.003793136	0.0015993047	0.682115	0.20370962	0.014965027	0.06426908	0.022489198	0.005267953
e	0.012152431	0.00032854598	0.008213309	0.31157345	0.4636908	0.024953723	0.022085568	0.15246393	0.004538254
à	0.0017153246	0.0031179378	0.001275989	0.3760628	0.38978907	0.060009647	0.09944358	0.056744784	0.011840865
l	0.0030084373	0.0005121853	0.00037416068	0.018367764	0.9332526	0.010960532	0.015165797	0.015337821	0.0030207695
a	0.00033751648	0.00013180831	0.000114790186	0.13825855	0.72195053	0.07241246	0.035906438	0.028338231	0.0025496564
t	0.00080430723	0.0023146735	0.0006189911	0.060545977	0.45684332	0.115198076	0.21340588	0.116584234	0.03368458
o	0.010971693	0.00031992068	0.0030400434	0.011512857	0.34150523	0.4124891	0.050264753	0.16609192	0.0038044981
n	0.0015415756	0.002742953	0.0011671114	0.02837346	0.041964196	0.13936031	0.50074226	0.25297228	0.03113582
ì	0.044721134	0.0003570603	0.004504946	0.0047653327	0.252896	0.13321303	0.25604808	0.2767509	0.026743546
c	0.0001673989	0.0002861192	8.894653e-05	0.007618993	0.014864621	0.095734574	0.7413576	0.13554277	0.004339054
h	0.00016008252	0.00010275331	7.487106e-05	0.0074042277	0.052330576	0.34024256	0.4898425	0.098335855	0.011506602
a	6.416733e-05	0.00016218351	6.0044742e-05	0.005680305	0.009132769	0.3563092	0.4758196	0.09603862	0.056733135
v	0.00093535555	0.0010814205	0.0006020811	0.015682233	0.046515595	0.03558807	0.5820889	0.3111266	0.0063797454
à	0.01491351	0.00014098079	0.003990618	0.00062662945	0.002490375	0.11411798	0.28199813	0.3960458	0.18567592
l	7.593792e-05	0.00037765334	8.985975e-05	0.0027495862	0.0013859267	0.0056898366	0.51192397	0.47612873	0.0015785021
o	6.37084e-05	1.9980642e-05	3.2722888e-05	0.0004742873	0.0012993843	0.019613141	0.50400627	0.2513968	0.22309372
n	0.0017314437	0.005018967	0.0014395629	0.008266868	0.0062831272	0.09881194	0.20859085	0.66064346	0.0092137605
t	0.0028760761	7.721492e-05	0.00068735343	0.00069107866	0.0005851889	0.012336906	0.14206214	0.6349201	0.20576382
a	0.00017727655	0.00030689602	0.000109060944	0.008183227	0.0011563781	0.024703583	0.30437902	0.45585325	0.20513132
</S>	0.0023075503	0.0012128532	0.0012887339	0.024757842	0.01626402	0.11969217	0.16982824	0.62191635	0.042732228
