 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.92529523	0.06506737	0.000332348	0.0017634339	0.0034646324	0.0005893614	0.0008336341	0.00066691556	0.000888022	0.0010990221
d	0.06567961	0.16062336	0.001371796	0.002950793	0.009209588	0.0047897147	0.015371411	0.04350333	0.095765345	0.60073507
e	0.0006750582	0.9735382	0.00025920148	0.0015116126	0.00028377236	0.0009550724	0.001267808	0.0011338971	0.01693495	0.0034404765
r	0.027504195	0.6550874	0.07376871	0.017484346	0.003649986	0.022654971	0.004389609	0.06358356	0.01125559	0.12062164
f	0.0003355998	0.984637	0.00010634509	0.0007994601	0.0017439829	0.0003185098	0.0012243252	0.0004021525	0.007640715	0.0027918112
ì	0.0078321695	0.900615	0.007432901	0.014404048	0.0030247758	0.0016672424	0.0062026912	0.0021819472	0.05422425	0.0024150023
m	0.019130526	0.9275115	0.021228818	0.023342589	0.00064520224	0.0025617704	0.0018857308	0.0006592234	0.0030008457	3.3759945e-05
m	0.009879456	0.82189393	0.08730807	0.03502785	0.0018675976	0.016457163	0.0026189012	0.00664901	0.010075827	0.008222185
u	0.009272443	0.09633846	0.43281958	0.12114589	0.03602265	0.078291066	0.033029944	0.16292363	0.028871855	0.0012844404
e	0.046447493	0.16326535	0.024359187	0.48196536	0.07470842	0.07718678	0.06547123	0.039234873	0.025707465	0.0016538197
n	0.12589027	0.15086618	0.012136822	0.28834054	0.24839492	0.03291106	0.0073952214	0.025133241	0.010752295	0.09817948
è	0.008071879	0.008195119	0.0013954672	0.6995676	0.16743195	0.005653529	0.018460404	0.0010539468	0.08564268	0.004527462
e	0.017667284	0.027894307	0.0075176745	0.8446974	0.06978262	0.013678239	0.005910352	0.0049384437	0.0046719117	0.003241813
r	0.0041069346	0.02377577	0.0009606032	0.051176596	0.8637143	0.023391673	0.010629267	0.004564009	0.0048644333	0.012816315
t	0.014637532	0.008974773	0.0010311524	0.4278437	0.40554774	0.07257824	0.020287056	0.0027116565	0.044447143	0.0019410853
o	0.007835948	0.00802902	0.019853745	0.22421075	0.41424996	0.19846855	0.039136488	0.06813864	0.019040333	0.0010366298
m	0.034748692	0.11289881	0.016445942	0.16078328	0.2301384	0.25642663	0.112671226	0.032482997	0.025511688	0.017892316
è	0.026390787	0.0023870526	0.004570006	0.06533658	0.32004136	0.51410437	0.027909419	0.01011152	0.025804756	0.0033441558
n	0.0013418343	0.0031637105	0.0012003413	0.041067395	0.033208154	0.75148946	0.112013415	0.038915865	0.017068192	0.0005316224
a	0.0006475785	0.00092780456	0.0019443296	0.088046916	0.0710384	0.71357703	0.07148817	0.040394325	0.009651529	0.0022838959
m	0.002355172	0.018589254	0.0109066	0.025508333	0.018453142	0.48329464	0.37119576	0.047148813	0.020641888	0.0019063997
à	0.0046448414	0.0015293123	0.0014832567	0.0055621117	0.14783768	0.7340133	0.07215139	0.027274502	0.0038031274	0.0017005645
i	0.00039633922	0.0011476623	0.0007119228	0.0047896877	0.002674216	0.50214124	0.37501374	0.08411702	0.028779212	0.00022898694
e	0.009160382	0.039378103	0.006681314	0.038483497	0.0687202	0.060864467	0.7339693	0.015370969	0.02336437	0.004007531
t	0.011483138	0.046200804	0.0027188	0.0072970837	0.03337747	0.11958147	0.5058089	0.16100731	0.020521954	0.09200308
t	0.024845978	0.014316751	0.0008889055	0.011278195	0.018139426	0.10110921	0.7118199	0.058078706	0.057684496	0.0018383856
ù	0.0017429994	0.010572522	0.001992012	0.0138852885	0.014050863	0.3488099	0.5048714	0.07673862	0.026295725	0.001040651
k	0.00015749547	0.0006775078	0.00095601566	0.0013797052	0.0015487121	0.0362103	0.5788677	0.33178264	0.048038837	0.00038110287
ù	9.425248e-05	6.881554e-05	0.00020488955	0.000249032	0.00050055684	0.067234226	0.1809551	0.72059155	0.028025175	0.0020763369
n	0.00045279952	0.0008682747	0.003565177	0.003921921	0.00071305403	0.025222119	0.25866297	0.40587008	0.29942626	0.0012972733
d	0.00011971061	0.000114450675	0.00020950442	0.0003092251	0.00050407834	0.03705148	0.23533247	0.674454	0.049194098	0.002711048
u	0.00034562917	0.00047754036	0.0049670553	0.001555347	0.00070491375	0.039265055	0.24198055	0.6009341	0.059401315	0.05036845
m	0.0014159519	0.025323024	0.031363703	0.01984411	0.035077162	0.049519308	0.3472808	0.33320662	0.15079069	0.006178601
è	0.005028521	0.0008532265	0.006557587	0.0016143457	0.0036319061	0.02770533	0.07225598	0.7746367	0.06024571	0.04747076
n	0.0006041944	0.0017824824	0.0019695407	0.0036191628	0.0014804826	0.012034223	0.058347028	0.19770929	0.7206996	0.0017539959
a	6.944348e-05	9.359581e-05	0.0002526446	0.0002270396	0.00027154366	0.0050511863	0.07542079	0.7078674	0.19242884	0.018317448
</S>	0.0068869414	0.030277137	0.050399084	0.051495805	0.02203468	0.06500774	0.13992012	0.1348624	0.49183282	0.007283195
