 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.9728247	0.025045227	0.00046111416	8.086147e-05	4.147303e-05	0.0010677904	0.00047901022
g	0.06613762	0.39199054	0.037223566	0.020183438	0.0048803785	0.14520176	0.33438265
e	0.0017026415	0.9756351	0.0012258801	0.0007017819	0.00038916335	0.006246032	0.014099471
n	0.01045301	0.76891065	0.017095556	0.104444616	0.017289545	0.017483275	0.0643233
i	0.0002459714	0.9969727	0.00039775515	1.815589e-05	9.96569e-06	0.00086336595	0.0014919688
t	0.017162347	0.9272561	0.0058233365	0.01781025	0.006221742	0.0036507463	0.022075467
ò	0.0005355455	0.98897994	0.0022830644	0.00016487172	6.8308786e-05	0.0050270134	0.0029412578
r	0.009109414	0.96399206	0.01907341	0.004535352	0.00086391537	0.0011481653	0.0012776051
u	0.0052693035	0.57116234	0.19585542	0.036497124	0.018099116	0.07380057	0.09931606
e	0.1391156	0.13475248	0.07326041	0.066093594	0.047749184	0.43712294	0.10190582
n	0.031037893	0.057917856	0.0078701405	0.37930664	0.092946135	0.037795182	0.39312616
è	0.05230991	0.44324937	0.0054006446	0.10653143	0.043773703	0.19786358	0.1508713
n	0.026188593	0.07913675	0.06454489	0.23991182	0.12193844	0.3293925	0.13888696
u	0.0007689193	0.0038754747	0.006180315	0.1173332	0.22208759	0.52303225	0.12672225
s	0.045913	0.046090193	0.11027299	0.013527747	0.07424262	0.46487236	0.24508113
s	0.002240147	0.008584487	0.0035743022	0.005672344	0.2695995	0.62706345	0.0832657
c	0.0011566904	0.0029379406	0.096986316	0.009898568	0.041058015	0.82310355	0.024858952
e	0.00037110518	0.0014672842	0.0046794224	0.032501522	0.6290303	0.24919343	0.08275693
r	0.01133453	0.019567808	0.14967112	0.009917131	0.01401898	0.77720547	0.018284947
r	4.1662483e-05	0.00018566036	0.00041525654	0.0007696212	0.088036165	0.81684697	0.09370465
è	0.00010039704	0.0001614604	0.005387449	0.00597444	0.041322038	0.8212459	0.12580834
t	0.00012129263	0.0010510731	0.020651903	0.005356709	0.0057877614	0.96368456	0.0033466788
s	1.5375454e-06	1.8308316e-05	0.00048335985	0.0018025262	0.049997624	0.9184126	0.029284004
u	6.983571e-05	0.00022347468	0.020512747	0.022357129	0.06488187	0.75516176	0.1367932
m	0.003021316	0.008349116	0.3474114	0.06300955	0.038135502	0.5130729	0.027000202
e	3.5380144e-05	2.0145142e-05	0.0021838713	0.005285485	0.044498593	0.87671745	0.07125902
m	0.016565906	0.081966326	0.10489008	0.0116313305	0.0059004836	0.7762004	0.0028454775
à	0.00026426997	0.00015642314	0.011604499	0.027423777	0.103464596	0.7553511	0.101735294
i	0.005218927	0.12534499	0.07565985	0.032945193	0.00819221	0.7324849	0.02015396
</S>	0.02579892	0.054309107	0.3412972	0.03132168	0.03561286	0.34963286	0.1620273
