 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.96239054	0.030519694	0.00057411747	0.00020095313	0.00047639536	0.0014982077	0.0017265971	0.0005537533	0.00042824174	0.0016315117
ì	0.83474016	0.036369365	0.0039598495	0.0019381987	0.0010396094	0.0036778653	0.002576066	0.0053207325	0.03184221	0.07853595
s	0.71475947	0.272109	0.002658911	0.0005744927	0.00031601393	0.0022702261	0.0027037852	0.00024566188	0.004347836	1.4649311e-05
o	0.5312658	0.3158312	0.027129857	0.0046479534	0.0010349941	0.0023081214	0.0036001995	0.0013685734	0.11119492	0.0016183895
n	0.050113216	0.8215894	0.055888295	0.012481633	0.017353565	0.015666908	0.0030031546	0.008551631	0.014113503	0.0012386389
t	0.0067677735	0.85816216	0.01739567	0.0014888002	0.003651116	0.009518721	0.014779485	0.0002766395	0.086642504	0.0013172879
a	0.0046946295	0.5229973	0.2637786	0.037193846	0.003007058	0.004379034	0.0054760487	0.011467996	0.14644998	0.0005554875
e	0.007960404	0.7537593	0.1862725	0.022903662	0.008930708	0.005412055	0.0025953064	0.0023626117	0.009736266	6.706721e-05
k	0.010357607	0.05516231	0.49630272	0.33074322	0.017034987	0.0038776738	0.0020321228	0.026113939	0.04027147	0.018104006
i	0.009684117	0.22403002	0.081351794	0.09071321	0.06259928	0.091450326	0.2197069	0.0021896895	0.20743115	0.010843539
a	0.03311034	0.08197156	0.1795172	0.4718662	0.09343975	0.048968434	0.008244008	0.02232815	0.041087564	0.019466793
t	0.0061119967	0.0032016921	0.033808466	0.7802902	0.051929504	0.0031368565	0.0011819268	0.04195511	0.064979546	0.013404754
è	0.0053152125	0.018518433	0.009890381	0.26146653	0.20564663	0.17517662	0.16971394	0.0033331986	0.14273995	0.008199074
r	0.022195235	0.011016951	0.008195467	0.37839827	0.38158563	0.108330354	0.015793536	0.012706266	0.05898822	0.0027900736
a	0.0005891577	0.0053330176	0.010121843	0.5541665	0.29379234	0.06803294	0.023879845	0.003320374	0.03984144	0.00092250685
m	0.019816715	0.004577246	0.0122883655	0.25446442	0.5485971	0.08147149	0.017724123	0.010697919	0.042958517	0.0074040513
u	0.00017299973	0.0004215484	0.0057357405	0.3585939	0.57072335	0.039979566	0.0064806053	0.012432234	0.0047040624	0.00075599115
i	0.018600723	0.0040891515	0.0048179426	0.047929827	0.5868194	0.24289085	0.025001876	0.007079527	0.059927426	0.002843256
n	0.005771293	0.0040386487	0.0031342537	0.027757484	0.18959466	0.53978705	0.12623404	0.041337945	0.050812233	0.011532474
ì	0.00033374655	0.00045319067	0.0004244785	0.0071096676	0.10672941	0.4423117	0.39450344	0.003441243	0.043545336	0.0011477381
c	0.0052390434	0.0011566124	0.0006301949	0.0089115435	0.14508803	0.7154101	0.08909857	0.005152392	0.02832407	0.0009894521
h	0.0004196545	0.00031221693	0.00041454134	0.026339583	0.1852901	0.5356589	0.22971116	0.00734487	0.013351425	0.0011576622
a	0.0015533459	0.00026653334	0.0033225636	0.033850756	0.26433802	0.50286454	0.05687997	0.06706977	0.03643225	0.033422228
p	0.0101468	0.0024527516	0.0024806478	0.004288088	0.040747087	0.42868906	0.3366284	0.086969316	0.08605961	0.0015382067
à	0.00021311462	0.0002864283	0.0012121737	0.005959136	0.012764271	0.23101124	0.5576499	0.05405084	0.12645297	0.010399946
r	0.0035381126	0.0004643513	0.0008689743	0.0025823582	0.018350227	0.5152413	0.3783423	0.05358464	0.02646998	0.00055777765
o	0.0006417828	0.00022416833	0.00040822217	0.0043269326	0.03878288	0.5695196	0.29876786	0.06693723	0.0117294155	0.008661912
n	0.04809203	0.009898655	0.022896396	0.026207838	0.038715683	0.10942884	0.24038245	0.11952482	0.32428566	0.06056764
t	0.00013202587	0.00033756648	0.00087863393	0.0019597188	0.0011519098	0.06836817	0.36772415	0.44258782	0.10032968	0.016530285
a	0.0014779624	0.0012470717	0.0025755859	0.005483242	0.0039343564	0.06112098	0.14330196	0.48792648	0.06950498	0.22342739
s	0.025525762	0.0030783147	0.0104530575	0.022531368	0.036848333	0.0969229	0.15038063	0.17066398	0.42895275	0.054642897
t	7.364092e-05	0.00012661042	0.00042815538	0.00051263045	0.00014901433	0.008974822	0.08528025	0.60715395	0.13037111	0.16692977
i	0.0005096833	0.0010783904	0.0018299876	0.003823175	0.0013420734	0.010434934	0.039909888	0.56157553	0.058057804	0.32143852
n	0.027261557	0.003628721	0.020396788	0.03734646	0.046844367	0.070039846	0.05235025	0.11165411	0.57462066	0.05585728
a	1.9597646e-05	2.3150898e-05	0.000107363565	9.731966e-05	4.4036296e-05	0.0009829547	0.009881146	0.5622722	0.11452382	0.31204844
g	0.005174416	0.0013585042	0.0031977887	0.003197241	0.0023762607	0.004073539	0.003860725	0.04586614	0.9271994	0.003695931
l	0.000117054704	0.0003172187	0.0009814526	0.0009893993	0.00023897953	0.0011570338	0.008835471	0.4403422	0.4822396	0.06478158
i	0.0009705241	0.002424424	0.0037143684	0.006651648	0.004659751	0.011698633	0.018442482	0.2160734	0.38091272	0.35445207
s	0.009365941	0.0019460445	0.01710656	0.016854819	0.008691418	0.0086283665	0.005067481	0.17973605	0.7328001	0.019803131
ì	0.00067149877	0.00048833014	0.0021194997	0.0020754782	0.00093114865	0.0024735725	0.020109752	0.08932218	0.85014707	0.03166147
a	0.00068728346	0.00023445183	0.00021264628	0.000268239	0.00054654054	0.0020757846	0.0023168505	0.0074540023	0.9524327	0.033771582
</S>	0.018029701	0.00851	0.13278916	0.13563295	0.072007746	0.067244284	0.07247286	0.18127044	0.25459218	0.05745064
