 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.9849534	0.010189286	0.0002261299	0.00012450608	0.0006492254	0.0022681856	0.0004413968	0.0011478754
v	0.96806103	0.021983255	0.0006265122	0.004135801	0.00023718977	0.00079933915	0.0010036061	0.0031532396
ò	0.8833075	0.10244279	0.0005573339	0.002540873	0.0004231748	0.001930645	0.0020101836	0.0067874766
s	0.7106262	0.2810339	0.002033056	0.0010693007	0.0011391583	0.003138656	0.00036288463	0.0005968515
t	0.07876546	0.9042084	0.0069759944	0.0015339258	0.0033465507	0.0030145035	0.0011698542	0.0009852954
i	0.002955628	0.20465577	0.6171725	0.054756124	0.05829304	0.023866571	0.032741193	0.005559187
z	0.021178901	0.4556118	0.03540213	0.0025952144	0.083374366	0.38979474	0.010209574	0.0018332136
o	0.004828864	0.16928264	0.4395255	0.32764378	0.022604194	0.006919334	0.026828505	0.0023672504
ì	0.022238322	0.13426301	0.032179054	0.017230166	0.124254964	0.647543	0.007322007	0.014969463
m	0.012724901	0.03572031	0.028779281	0.16852476	0.39560363	0.33449733	0.016457994	0.0076918066
m	0.00022645769	0.0016204349	0.14055744	0.6431571	0.12784652	0.0241527	0.056421172	0.006018192
u	0.0005016231	0.004667326	0.13603643	0.1624873	0.48883966	0.06760378	0.13608535	0.003778559
ì	0.002113528	0.0153703345	0.0058292137	0.0005535973	0.24716848	0.6664794	0.061505534	0.0009799047
m	0.0039300877	0.012175512	0.0007017693	0.0008630449	0.2789564	0.65489656	0.044469673	0.0040068734
e	0.00013998845	0.00065997813	0.0059358906	0.05080431	0.65134406	0.13332568	0.15220165	0.005588423
p	0.0019235096	0.009651637	0.0022266346	0.0002473214	0.07784378	0.83817226	0.068403296	0.0015315043
à	0.00051122956	0.0014544033	0.012436149	0.019198535	0.7187898	0.18158993	0.06335225	0.0026676585
n	0.0019919123	0.004318015	0.0004330752	0.000108677574	0.052785784	0.8498721	0.09006935	0.00042106333
t	0.00055222976	0.00073029666	0.003297359	0.0093438085	0.21255787	0.60960907	0.15422595	0.009683412
a	0.00031737846	0.0015647323	0.01818676	0.033534925	0.19979802	0.3120945	0.31647342	0.11803022
p	0.0011674713	0.0063446113	0.0041048145	0.0014482373	0.012007935	0.7289039	0.24320975	0.0028133255
o	0.00024317164	0.0007452277	0.019875323	0.14350669	0.09705438	0.16343102	0.5367638	0.038380366
l	0.015243186	0.050974455	0.0081553515	0.0025419549	0.10645358	0.15313797	0.6627486	0.00074488105
e	3.8463313e-05	0.00010779085	0.0020359086	0.0017884099	0.013748402	0.04086456	0.91100895	0.03040745
m	0.00044237563	0.0013758176	0.0015981696	0.00051793014	0.0068980837	0.06787273	0.92026657	0.0010284022
i	0.0008228114	0.00262831	0.09073533	0.3636267	0.089048214	0.1651594	0.21982852	0.06815074
m	0.0029523997	0.011432368	0.018882288	0.0060394774	0.023419695	0.030868381	0.9051462	0.001259222
m	0.00034279816	0.0011572164	0.07762376	0.5094842	0.040033665	0.01345457	0.29216892	0.06573489
è	0.005747582	0.031220203	0.012330099	0.1462709	0.049354203	0.13325524	0.60793525	0.013886504
n	0.0022774327	0.0025592546	0.004337362	0.007930346	0.0022839317	0.017263334	0.94376045	0.019587776
a	0.0007051104	0.00078194926	0.00049420004	0.0048268684	0.002250878	0.032283306	0.8498696	0.10878807
</S>	0.029113712	0.103664495	0.052161187	0.07817115	0.040669322	0.2353862	0.43936548	0.021468498
