 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.81368196	0.16173868	0.015672015	0.0016624742	0.0013455612	0.0007567789	0.0034652506	0.0016772503
m	0.016335225	0.9692452	0.0009624341	0.00021769074	0.00057787116	0.0012819457	0.0020884017	0.009291133
à	0.0131563675	0.8825754	0.033833053	0.0015474817	0.0015026082	0.009744389	0.0025746722	0.055066116
n	0.0041928883	0.98404944	0.007763523	0.0003347127	0.000724148	0.0021750946	0.00019476244	0.0005653855
a	0.008120374	0.9877243	0.0027519185	0.0003611853	0.00051228044	0.00024974043	4.940385e-05	0.00023081515
m	0.006282543	0.93858486	0.041982047	0.002694398	0.0042851167	0.00538234	0.00032666046	0.00046201842
u	0.08186659	0.42260858	0.435641	0.026529578	0.010764115	0.012765592	0.002006265	0.007818251
i	0.014535456	0.29026812	0.61198133	0.01218078	0.014533501	0.028647572	0.003948495	0.023904733
p	0.001973207	0.021517377	0.9703888	0.002522263	0.00068905693	0.0005474455	0.000101268866	0.0022605495
u	0.022849632	0.045654483	0.861825	0.04785634	0.012641673	0.0064143008	0.0018273331	0.00093131966
l	0.011508237	0.014481243	0.9013459	0.007688114	0.004004148	0.008625837	0.0033419046	0.049004707
ì	0.00047020655	0.0013757158	0.9314883	0.052818157	0.011269719	0.0005215181	0.000789635	0.0012668287
z	0.0009476207	0.004404867	0.9191903	0.04637104	0.026892448	0.0013897757	0.00023203553	0.0005718783
z	0.0020257179	0.00051979016	0.74792635	0.13134536	0.040902603	0.027722418	0.024252973	0.025304858
e	0.0030155412	0.0007407308	0.3530688	0.300084	0.11065935	0.10709318	0.11454805	0.010790415
t	0.0014660859	0.0076971883	0.14745265	0.4164038	0.37209976	0.045842823	0.0073149824	0.0017227497
o	0.005553106	0.001023873	0.09657599	0.60284346	0.2399163	0.023832867	0.026261702	0.0039927224
s	0.015491732	0.010097747	0.041413512	0.47896278	0.30186868	0.10722386	0.02528619	0.019655528
p	0.0034750528	0.00058098556	0.011687756	0.41118714	0.526169	0.024210965	0.017467031	0.0052220304
ì	0.005911609	0.0010203304	0.011105332	0.38790694	0.5548425	0.026014304	0.01117515	0.0020239162
t	0.00023774334	0.000285609	0.006077602	0.1262058	0.67426723	0.17885567	0.0137779405	0.00029237953
i	0.0002861253	6.394547e-05	0.003242486	0.2292133	0.54652286	0.10585825	0.110880114	0.003932843
k	0.007462919	0.011197865	0.010780133	0.06731116	0.28420213	0.49812403	0.10236795	0.018553862
à	0.020980256	0.00054265733	0.0012555998	0.052827947	0.38297376	0.31320754	0.21652518	0.011687065
i	0.00046082286	0.0011219021	0.00094699464	0.012200552	0.111235924	0.8097422	0.063460454	0.00083117024
m	0.04785808	0.008266793	0.12466155	0.09050481	0.23675439	0.20064567	0.2553336	0.035975087
è	0.014169767	0.0005667651	0.0040941965	0.0066427323	0.052507162	0.1869084	0.7196106	0.015500334
r	0.0020523218	0.002590899	0.0048256847	0.013893572	0.04745214	0.48592517	0.43950996	0.0037501573
i	0.00013789607	3.7908263e-05	0.00014426626	0.0009196829	0.005806719	0.10172772	0.8875756	0.0036502448
</S>	0.011198693	0.03266657	0.027036352	0.06058117	0.1104913	0.3214522	0.42517567	0.011398067
