 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.9103341	0.08059433	0.0022138697	0.0006756134	0.00089839374	0.00086823147	0.00018441307	0.0029734306	0.00037314298	0.00028181972	0.0006025459
n	0.33777437	0.1333268	0.037428726	0.0006304906	0.0010949981	0.0024716342	0.00044743795	0.02061575	0.0019930988	0.03411501	0.43010166
è	0.0012528588	0.9524474	0.037500918	0.0021772783	0.00069930416	0.0009775623	7.4174124e-05	0.0019240717	0.00022342472	0.00051165867	0.0022114378
r	0.0014628138	0.93915313	0.036093283	0.004111979	0.0006663744	0.00044676694	0.0033970107	0.00045131095	0.0056701866	0.004051813	0.0044952934
k	0.0012833485	0.8112757	0.18151523	0.002237606	0.00054158876	0.00047792876	3.6467944e-05	0.0021768676	2.5407648e-05	7.097374e-05	0.00035884674
e	0.014430725	0.269832	0.16456279	0.17703387	0.027481826	0.013232966	0.0586781	0.000756283	0.2129456	0.04138849	0.019657344
s	0.002041511	0.256114	0.66131276	0.056627497	0.0096523175	0.0066407262	0.00047834977	0.0028640165	0.002355129	0.0016994105	0.00021416969
e	0.0044321297	0.29228464	0.48163313	0.17839418	0.014851248	0.010742624	0.000604594	0.012559908	0.0012720498	0.0019191523	0.0013061889
k	0.0107137505	0.037394773	0.7698361	0.133318	0.01922285	0.008366476	0.0024152065	0.007213942	0.005147043	0.002840508	0.00353123
a	0.013440186	0.037760407	0.4626244	0.25345406	0.09616603	0.07319902	0.000635607	0.05690898	0.0007394592	0.0014729918	0.003598846
i	0.014210243	0.01324875	0.34757936	0.47268018	0.07693848	0.022670383	0.005214056	0.014611033	0.0033450471	0.0050987154	0.024403693
m	0.09161779	0.03786287	0.13902818	0.35564366	0.22823234	0.059378464	0.017417915	0.041027114	0.012806309	0.005345377	0.011640007
è	0.05421629	0.0032467323	0.14426252	0.35953858	0.32747203	0.06664651	0.00588489	0.029078629	0.0027010187	0.00400991	0.002942876
r	0.0004566175	0.0021869754	0.018072348	0.3222433	0.5353532	0.09887288	0.0047120736	0.006475621	0.0027915344	0.008338983	0.0004964723
i	9.967429e-05	0.0002459253	0.011704434	0.52303874	0.32825816	0.07096424	0.05891126	0.00081248855	0.0026279504	0.0020986684	0.0012384624
è	0.001279057	0.0038260608	0.007919561	0.11357812	0.305844	0.47953278	0.025996132	0.041121922	0.009117223	0.010133686	0.0016514717
s	0.0025065658	0.0065328777	0.0018368262	0.025542246	0.112612486	0.59120387	0.044653144	0.14614356	0.008255348	0.050375354	0.010337677
s	0.00022743944	0.00053776853	0.00062769547	0.033857852	0.1923937	0.7024096	0.018233106	0.027668996	0.0016540625	0.021665854	0.00072379713
u	0.00033051425	0.00022601569	0.00095261034	0.070688844	0.20635584	0.22402342	0.21800779	0.0034275793	0.0529595	0.20707105	0.015956918
m	0.001588573	0.002591409	0.002415452	0.03437505	0.07753684	0.5470293	0.12568715	0.099561624	0.06049279	0.0456028	0.0031189395
u	0.0057559535	0.0004458762	0.0013642173	0.01575653	0.07079688	0.24420705	0.53698045	0.016684756	0.02733905	0.074178234	0.0064909174
a	0.006454401	0.026700122	0.025933344	0.041773744	0.123589635	0.1980925	0.026070355	0.33148336	0.07975134	0.11442252	0.025728622
v	0.016253203	0.0035649058	0.0013536504	0.008238208	0.008288876	0.03905755	0.028762225	0.7082459	0.06293413	0.0898157	0.033485662
ò	0.009347404	0.0019549138	0.0024088232	0.012514944	0.017539743	0.122009255	0.02952022	0.73359424	0.012226096	0.057634786	0.0012495774
r	0.0006149137	0.0022702715	0.0005898247	0.005919596	0.008545242	0.041437108	0.00365545	0.7914349	0.06825957	0.07384804	0.0034252054
a	0.00012994769	0.00026144137	0.00010118725	0.0006238685	0.0019763298	0.01628942	0.06711788	0.11348155	0.67793345	0.11567547	0.0064095096
s	0.0024818822	0.008837768	0.00895206	0.02746233	0.043330166	0.061112374	0.047633555	0.25947618	0.32588854	0.14987685	0.06494828
o	0.0045306906	0.000661093	0.00070292567	0.004903428	0.0038283758	0.009810964	0.025481807	0.3359768	0.13037075	0.47415188	0.009581283
t	0.008195351	0.009556249	0.012358535	0.035395876	0.06772383	0.061345372	0.015606554	0.10639802	0.14611575	0.51078117	0.02652331
o	0.049446028	0.001642105	0.004240883	0.003956157	0.005624991	0.007147992	0.009834133	0.15764773	0.050825506	0.6658488	0.04378572
t	0.002534563	0.0034835923	0.004066689	0.015409017	0.020559695	0.01942925	0.0035168626	0.025628714	0.0616024	0.83854675	0.005222469
s	0.041749284	0.0013841585	0.0034621358	0.00507459	0.004621511	0.0065854015	0.009874678	0.0407061	0.019901415	0.8356489	0.03099187
o	1.8711493e-05	0.00011507283	5.4709002e-05	0.0009955751	0.00077783165	0.0011604545	0.0017384089	0.0017237475	0.009279192	0.9809079	0.003228324
m	0.0011810687	0.0026871697	0.0013984655	0.016953278	0.014792499	0.023290483	0.024586063	0.0075012185	0.10242103	0.8004211	0.0047676847
ì	0.010617662	0.00016779845	0.00069842424	0.004361479	0.0027579216	0.0009604245	0.022480212	0.0004534252	0.022121724	0.91952384	0.015857164
</S>	0.00043395636	0.00060394045	0.00034025943	0.00065106736	0.001529223	0.002578993	0.0017535061	0.011029118	0.053368032	0.910121	0.017590929
