 	qui	dentro	vuole	un	tappeto	</S>
e	0.98833305	0.007903181	0.0016987736	0.00064673915	0.000377713	0.0010405614
t	0.87348276	0.09339808	0.0020711864	0.0045693037	0.023885053	0.002593597
t	0.84108937	0.09704568	0.0053380863	0.002605424	0.016195085	0.03772632
ù	0.70806473	0.2403947	0.01887441	0.0055500097	0.02647755	0.0006385108
m	0.056957558	0.9238369	0.0082720835	0.008673427	0.00224935	1.0687091e-05
è	0.06420163	0.82670593	0.01804997	0.020953607	0.041272253	0.028816562
s	0.0049458696	0.89283454	0.032203153	0.052849263	0.016387785	0.0007794551
a	0.00562372	0.8088822	0.09399155	0.0147515675	0.06729704	0.009453994
t	0.027302466	0.2144188	0.35247257	0.36388206	0.03343904	0.008485027
è	0.0038670301	0.055302892	0.8228194	0.06537711	0.047347795	0.005285684
l	0.0022480146	0.032909498	0.8059976	0.14836948	0.009934207	0.00054109975
i	0.0013279881	0.014796205	0.83360046	0.105308495	0.03354257	0.011424383
è	0.016076991	0.05296058	0.33269694	0.55259	0.029027153	0.016648296
n	0.00343229	0.00466931	0.28142872	0.69754255	0.0059626773	0.0069644107
a	0.0009215411	0.0029219522	0.20057544	0.6884338	0.08511658	0.022030678
t	0.017888702	0.08194315	0.11448055	0.7219557	0.02851915	0.03521277
a	0.0019508357	0.0019722292	0.0244173	0.28489414	0.6740571	0.012708358
p	0.032701075	0.10276434	0.10759514	0.6932708	0.05332966	0.010338959
p	0.0010138234	0.0010683588	0.0022042722	0.04978511	0.9314887	0.01443978
è	0.0025306775	0.006476045	0.014030298	0.1863507	0.75794023	0.03267203
t	0.0042795534	0.024952503	0.01702279	0.24402039	0.6827284	0.026996328
o	0.00043766975	0.00049753697	0.0025996875	0.08051472	0.6050067	0.31094375
</S>	0.14484385	0.19276549	0.15986729	0.27258876	0.2064264	0.023508213
