 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.92499566	0.061938066	0.004201309	0.0025091658	0.0016776276	0.00016451579	0.0009918016	0.0022958394	0.0012260542
n	0.18171318	0.03161949	0.0065399026	0.0029646892	0.0021979064	0.0038025707	0.0057832017	0.013933296	0.7514457
è	0.001880047	0.9728794	0.006290289	0.002872252	0.0022841874	0.00015764937	0.0022931057	0.0051439377	0.0061991313
r	0.0038658087	0.93585193	0.02877763	0.002414054	0.00166542	0.008945678	0.0026757277	0.0050311624	0.0107725235
t	0.0034467538	0.9574582	0.018951802	0.006457421	0.0029651008	0.00017601652	0.00047459808	0.008270919	0.0017992078
i	0.049139872	0.29143354	0.34252897	0.019650782	0.016301522	0.1045932	0.124150634	0.036701184	0.015500216
s	0.014660403	0.29951665	0.57705355	0.041733988	0.039222643	0.007416767	0.0074556046	0.011899028	0.0010414026
e	0.010121638	0.26487854	0.20979615	0.096240334	0.01632394	0.0008822402	0.02542708	0.37170368	0.0046263416
s	0.09007723	0.07922275	0.37865862	0.2031547	0.14790499	0.044523124	0.012029466	0.025137806	0.019291213
i	0.013608204	0.016638612	0.031297036	0.47405177	0.045468297	0.0006156831	0.021352088	0.38704705	0.0099212
t	0.06687003	0.02944213	0.104796946	0.36177078	0.2052833	0.08827679	0.019795822	0.052218027	0.071546234
t	0.009567105	0.0053074174	0.0057524536	0.6347618	0.08750424	0.00047263727	0.013592205	0.2365029	0.00653918
à	0.024911322	0.0027593055	0.031049937	0.61272186	0.09433687	0.03235144	0.050321482	0.14712787	0.004419889
a	0.0010749773	0.0013483848	0.008917168	0.39715496	0.48199964	0.061590146	0.030273052	0.017517826	0.00012384105
n	0.041070722	0.045643203	0.032173958	0.09314834	0.6442983	0.008546729	0.01840548	0.103447504	0.013265791
k	0.031242989	0.0028233496	0.00215028	0.3696982	0.33159122	0.017089838	0.041530404	0.19268857	0.011185141
ò	0.0034024422	0.002533251	0.034375004	0.13635935	0.34934017	0.2438698	0.11653961	0.108968526	0.0046119015
r	0.00019868239	0.0005543751	0.0020856704	0.010160079	0.82796615	0.026883777	0.10187222	0.030200426	7.856224e-05
a	0.00010065016	0.00026472294	0.0014043403	0.05923623	0.45428023	0.24090545	0.16061258	0.0776408	0.0055549727
e	0.0029128394	0.0090457685	0.039039597	0.035087753	0.27643052	0.016999988	0.35710102	0.24672265	0.016659848
n	0.1259251	0.023814121	0.047396157	0.010723518	0.16379902	0.02819282	0.23512053	0.25694427	0.10808439
è	0.033448186	0.00095812767	0.002344024	0.0047295047	0.098446496	0.0025826665	0.3578893	0.4949297	0.004672029
p	0.0005467234	0.0037405773	0.003530775	0.0036799046	0.051489137	0.0010637951	0.111994304	0.8219106	0.0020441595
r	6.827582e-05	0.00025765048	0.000102314065	0.00037333992	0.014929147	0.0015578811	0.39522856	0.58190155	0.005581302
ò	0.00027097107	0.00075436785	0.004298384	0.002335057	0.03341797	0.020750718	0.4380822	0.48271373	0.017376559
n	7.3691735e-05	0.00012350487	0.0021191447	0.00028803616	0.0027592243	0.0044704913	0.085399866	0.89673567	0.008030409
t	2.3707025e-05	4.3028584e-05	0.0001254183	8.201868e-05	0.0012118947	0.003269349	0.1999083	0.7787816	0.016554689
o	0.00045121164	0.0004843985	0.0036056128	0.0009868431	0.00411617	0.045261838	0.1839279	0.5087967	0.25236937
</S>	0.0059860614	0.01273166	0.107119806	0.028300848	0.052525014	0.058924325	0.25736132	0.45568487	0.02136605
