 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.8657099	0.12710676	0.0019463653	0.00079369644	0.0006031304	0.00013614332	0.00015294254	0.00034186078	0.00016102639	0.00045857736	0.0002366973	0.0009942119	0.0010566539	0.0003020201
p	0.038456265	0.8974156	0.0021569955	0.000314635	0.0019864466	0.00026457402	0.00011404174	0.0021463826	0.00011285972	0.0017142672	0.007991665	0.010891408	0.023363115	0.013071809
e	0.0010105633	0.9917345	0.0011995616	0.00012555087	0.0005627103	2.0525034e-05	1.4314224e-05	0.0009787428	2.5284535e-05	0.00020773505	7.182925e-05	0.0001571778	0.001707477	0.0021839454
t	0.0017569663	0.9347607	0.009030372	0.0015929971	0.003292955	0.0020996984	0.0011770115	0.0011633184	0.0032184292	8.882384e-05	0.000906205	0.031579074	0.0009279702	0.0084055355
ì	0.00020646944	0.986521	0.006121643	0.0014047327	0.0003534058	1.0446297e-05	1.2623818e-05	0.0009359907	2.0666555e-05	0.0009206266	0.00016809556	9.864653e-05	0.0019900068	0.0012356044
a	0.00041770202	0.99393725	0.0043419953	0.0004965266	0.00030914624	3.7442656e-05	1.2727212e-05	9.718316e-05	1.6488735e-05	7.1119057e-06	1.271302e-05	0.00021243583	6.3724125e-05	3.759422e-05
e	0.004345418	0.71200013	0.017276421	0.042302165	0.009226302	0.007771082	0.0067621553	0.013673345	0.0171631	0.0007538044	0.011754086	0.10053145	0.010615906	0.0458247
s	0.012665289	0.067173235	0.012505743	0.278037	0.055472944	0.03192392	0.011886075	0.023204744	0.00871811	0.0015416698	0.013449063	0.25266042	0.032355323	0.19840643
ò	0.011628664	0.42459399	0.012790042	0.28293586	0.077386774	0.005998256	0.0038499634	0.048637394	0.0029350044	0.013799065	0.0018498717	0.015125037	0.075299	0.023171207
z	0.017401744	0.07957546	0.0064305053	0.5404581	0.1113724	0.049688436	0.02123891	0.02734071	0.009766665	0.0007457254	0.005658971	0.093630925	0.016668655	0.020022808
u	0.0007205771	0.0074698925	0.0051495037	0.8269707	0.10068749	0.033964008	0.014596015	0.006124502	0.00024896447	0.00053074135	0.00046493657	0.0010245177	0.0016122747	0.00043591193
n	0.00608607	0.019192897	0.018746255	0.6482374	0.17771137	0.051440917	0.020232387	0.010006469	0.0056339763	0.0048814625	0.02506098	0.0048631737	0.0021589177	0.0057477057
e	0.0021749712	0.009190978	0.0032949126	0.16145286	0.69510925	0.026255414	0.016139274	0.028469736	0.0005875607	0.028415592	0.0009788321	0.0009735954	0.026017142	0.00093981426
f	0.007256604	0.027504494	0.026056085	0.1755564	0.54520094	0.07800493	0.056448855	0.01223817	0.008954243	0.005087163	0.015016521	0.008067527	0.0038931025	0.030714998
à	0.0016893586	0.0030849078	0.0017015558	0.019226097	0.79293174	0.015088563	0.01952136	0.035273604	0.0019543134	0.07369069	0.0033150408	0.0020838603	0.026915386	0.003523581
i	0.0011586229	0.0055263424	0.005618953	0.030433448	0.7907115	0.059310194	0.08096171	0.0105249025	0.0022260563	0.0026033067	0.0025065022	0.002928582	0.0025717472	0.0029180618
e	0.0044475608	0.0051916507	0.0067410227	0.012623998	0.042553097	0.03198026	0.7025044	0.04504544	0.041232903	0.02560178	0.03641213	0.014068835	0.015403853	0.016192973
s	0.005722291	0.0031949447	0.0053172326	0.0027140393	0.03450942	0.029011538	0.5055614	0.075396486	0.05668573	0.0052142614	0.018650295	0.12374123	0.029969595	0.10431147
ò	0.022587761	0.022431087	0.013827921	0.008195789	0.29024974	0.012207288	0.2727608	0.1797253	0.025348254	0.06365682	0.0032825395	0.034924585	0.045346394	0.0054557263
z	0.0019827292	0.0051970403	0.009591259	0.01311006	0.036752976	0.012471683	0.58190244	0.14537208	0.052561257	0.048815228	0.033096552	0.010810623	0.024916809	0.023419313
u	3.6782512e-05	9.911068e-05	0.0004402773	0.001726992	0.027205061	0.01057046	0.7232239	0.15814057	0.04227414	0.015664205	0.008579778	0.0026772942	0.0074718557	0.0018893935
n	0.0015584672	0.006136815	0.018045481	0.012436826	0.022968812	0.010551731	0.23013167	0.24262515	0.23950706	0.1009739	0.07231483	0.003545844	0.023327034	0.015876321
f	0.0009636037	0.0010596493	0.0017850216	0.0011840382	0.01822527	0.0067780633	0.17160755	0.51937634	0.02230736	0.21426004	0.011451205	0.0025768382	0.027896529	0.00052849617
à	0.0005142269	0.00081797346	0.0040161973	0.005174822	0.0143309785	0.04132028	0.61848986	0.18059975	0.024182633	0.03448309	0.046775773	0.011219593	0.01671255	0.0013623384
i	3.585411e-05	0.00026186102	0.0004048836	0.00088067463	0.001531714	0.0036458957	0.09632158	0.29744267	0.28746742	0.07716304	0.22286192	0.0040543345	0.007738756	0.00018941065
o	0.0012182863	0.0007737329	0.016225113	0.010222434	0.0032259724	0.0036060365	0.0161631	0.034942325	0.040726926	0.7740921	0.08260207	0.0016486119	0.0046851463	0.009868097
g	0.0032034672	0.0015492013	0.007881134	0.004768526	0.0034234019	0.007141957	0.026690288	0.10665834	0.10708921	0.25930732	0.2469645	0.10963392	0.028946513	0.086742245
e	0.0009980885	0.0018629765	0.0038725568	0.0057919165	0.0066725994	0.0008820932	0.005108675	0.06546903	0.006690977	0.79517055	0.08104997	0.015042686	0.010842417	0.00054549705
l	0.0011923936	0.0025625678	0.009302401	0.008623358	0.009271023	0.0008846332	0.0031742293	0.07448748	0.012168257	0.7318444	0.09942078	0.003988743	0.030273605	0.012806065
à	0.001207236	0.0009171865	0.0021862753	0.00057089864	0.0010303349	0.0011142122	0.0013850252	0.10960319	0.010005056	0.6909476	0.13980073	0.01920335	0.01956325	0.0024656144
o	8.3533036e-05	0.00024465195	0.0012244469	0.00037133513	0.00055658794	0.0002794205	0.0006792305	0.00809874	0.0029983404	0.90422195	0.060579672	0.0017599099	0.017099304	0.0018029124
p	0.00012589237	0.00010920823	0.002732316	0.0006011602	0.00063623104	0.0013371613	0.0011292547	0.0055985632	0.0041966345	0.64471835	0.30254048	0.0075845635	0.011279127	0.01741092
r	4.496714e-05	8.603004e-05	0.0008350008	0.0013165227	0.0008840612	0.0009239475	0.0018016	0.0047884807	0.0006054306	0.49417374	0.47744504	0.008083518	0.008566022	0.00044556145
