 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.9408972	0.032613326	0.011802778	0.008793908	0.001255232	0.00064883713	0.0008139685	0.0026544437	0.0005203107
o	0.90470546	0.047948603	0.010454763	0.0072605014	0.0011243253	0.0007843862	0.0035448037	0.0021129164	0.022064261
f	0.16305816	0.53614086	0.025951618	0.028892813	0.02561212	0.019386925	0.1411344	0.042189833	0.017633254
à	0.0020063212	0.91705406	0.061268467	0.009998636	0.0009363978	0.00027755476	0.0015899227	0.006442151	0.00042644388
i	0.0084929615	0.97346765	0.008647806	0.0067814616	0.0003273949	7.703274e-05	0.00067135826	0.0012760581	0.0002581582
e	0.0019639689	0.95733863	0.029840246	0.0025526264	0.0012625697	0.0016213061	0.0023122479	0.00070462364	0.002403832
e	0.01629544	0.4479811	0.25713822	0.010093407	0.0069148378	0.012756086	0.025417328	0.012549055	0.21085455
t	0.013554932	0.06850007	0.318166	0.015359501	0.0114794485	0.015535983	0.053330943	0.012462215	0.4916109
è	0.0027789855	0.07273662	0.6498159	0.10133992	0.007912215	0.001792428	0.025468508	0.06329069	0.07486478
l	0.005065016	0.07562836	0.811331	0.065398484	0.008401284	0.0044073807	0.016822627	0.00604938	0.006896552
i	0.0014611075	0.123798184	0.6489233	0.14421113	0.041752353	0.003364079	0.010827824	0.023853783	0.0018082481
f	0.0065039434	0.029179107	0.3628567	0.1523561	0.2625617	0.11630282	0.04771417	0.01968175	0.0028437194
a	0.0005730841	0.0038104686	0.13175027	0.47963205	0.09900715	0.007167751	0.017514333	0.2590405	0.001504428
m	0.007180177	0.016280027	0.08901678	0.50940484	0.25648007	0.06369155	0.023914862	0.02177344	0.012258283
è	0.0077344356	0.0058750827	0.046935286	0.411979	0.2914851	0.08472284	0.024647241	0.11451008	0.012110947
n	0.00034644362	0.0012971647	0.013840931	0.51379436	0.26530692	0.17146924	0.02661164	0.0069020237	0.00043126152
o	0.0001209237	0.0008599928	0.014587032	0.37809566	0.48050246	0.097684816	0.013822707	0.00940309	0.0049233227
s	0.0014122344	0.0028649846	0.009339612	0.04150719	0.41344815	0.46120837	0.04786676	0.019220315	0.0031324036
ù	0.0001515718	0.00023309555	0.0009178315	0.1737357	0.38380325	0.133193	0.05741247	0.24911125	0.0014417603
b	8.811762e-05	0.0004909784	0.0014357682	0.04801623	0.29436997	0.5207063	0.11428324	0.020419924	0.00018948736
i	2.6864967e-05	0.00020857065	0.0007714624	0.060900494	0.46624634	0.37871268	0.060785107	0.030525565	0.0018229133
t	0.0022222449	0.00482026	0.011346106	0.017320126	0.12045947	0.50203294	0.2103895	0.12103651	0.0103729265
o	0.00018852281	0.00022091223	0.00028495348	0.006930656	0.09731271	0.2099145	0.26031095	0.42128962	0.0035471236
è	0.0025477444	0.004709937	0.010407137	0.021645823	0.050283503	0.10149112	0.31289533	0.49207088	0.003948495
p	0.00024733672	0.0009372667	0.005845102	0.008484502	0.044413917	0.055551145	0.13939892	0.73755	0.007571843
r	5.0824083e-06	6.216686e-05	0.00018946528	0.0008707767	0.004987998	0.057207182	0.35785463	0.57786626	0.00095636206
è	7.2199146e-05	0.0003141371	0.0010349866	0.008739073	0.12380938	0.41331315	0.2381484	0.19819713	0.016371517
s	1.9376734e-05	0.00012212929	0.0005525071	0.0011033962	0.00520884	0.0364316	0.1254686	0.8179638	0.01312978
t	5.3118265e-06	2.637352e-05	7.936235e-05	0.00024178137	0.0026178178	0.02535763	0.23356268	0.6933009	0.044808183
o	0.00012373891	0.00030949851	0.0007651039	0.0015627362	0.010171372	0.017242854	0.19840848	0.49642372	0.27499256
</S>	0.0011720271	0.0048031523	0.018926095	0.016413994	0.071763396	0.20591915	0.10953448	0.5488685	0.022599176
