 	questo	muro	vuole	uno	specchio	</S>
c	0.98097044	0.011341525	0.002415623	9.7440905e-05	0.0043869955	0.000787971
ì	0.9850503	0.008964667	0.002865121	2.5034135e-05	0.002781715	0.00031315937
t	0.9930233	0.0038355426	0.0022965032	0.00016739035	0.00065293605	2.4261206e-05
t	0.9690225	0.0092011755	0.00924109	0.0009782665	0.003584573	0.007972405
o	0.04110094	0.022462588	0.0058975387	0.88515455	0.011248568	0.034135815
t	0.05683981	0.47068748	0.13358408	0.23355576	0.07316262	0.032170266
ì	0.047135375	0.75823486	0.12272882	0.0002689449	0.06068591	0.010946101
c	0.010562971	0.72046226	0.20127553	0.025234744	0.041408367	0.0010561142
h	0.007723629	0.59012586	0.27373388	0.012595624	0.0954683	0.020352706
o	0.00028184618	0.057582043	0.020763217	0.89480335	0.009996829	0.016572734
t	0.006201254	0.05140248	0.3978722	0.19860826	0.336236	0.009679794
è	0.0021824425	0.0049104653	0.8943458	0.010744193	0.07891076	0.008906288
l	0.00084189454	0.004415789	0.8479342	0.07431012	0.070670046	0.0018279438
i	0.00026363626	0.0026117382	0.8541119	0.0788406	0.056585733	0.0075864377
è	0.007003267	0.058214366	0.14634845	0.071957886	0.63558114	0.08089497
n	0.005462262	0.011869976	0.15575302	0.0005325261	0.815812	0.010570135
a	0.0010546654	0.0026826276	0.30651987	0.03560343	0.53976315	0.11437629
n	0.009268641	0.034642078	0.13020942	0.012599326	0.6376568	0.17562373
j	0.0012143351	0.0006818364	0.028879141	0.012592935	0.9351967	0.021435108
a	0.001505337	0.005192221	0.031120427	0.2530261	0.33922678	0.36992916
l	0.0104213925	0.03175302	0.098409384	0.087831676	0.7418277	0.029756868
ì	4.983747e-05	2.3781035e-05	0.00048159907	0.0004309969	0.99438393	0.004629864
</S>	0.0024440044	0.0034587025	0.016145797	0.03314947	0.9149232	0.029878745
