 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.8888414	0.07531534	0.015674274	0.0010271849	0.0066099837	0.00064744276	0.002747076	6.912691e-05	0.00048641706	0.00058297167	0.00062857603	0.0010030603	0.005400023	0.0009670191
n	0.12959038	0.03377812	0.0035309326	0.001562884	0.00090521644	0.00046983783	0.0009394118	0.001432436	0.0010855463	0.0025563906	0.011816618	0.019237144	0.07922547	0.7138696
ì	0.0008612653	0.9629134	0.015438891	0.0027549085	0.0015870981	0.00057801115	0.0014661225	7.396627e-05	0.00022460174	0.00050096976	0.0008677579	0.004740507	0.0036476701	0.004344823
c	0.0046841125	0.8500969	0.019171908	0.0049606995	0.0021277324	0.0014468738	0.0007381231	0.0008665605	0.0055992296	0.00048670266	0.00066585554	0.011698199	0.07723804	0.020219168
h	0.015676115	0.92222387	0.0354857	0.012518743	0.0034658276	0.00071994815	0.0023278163	0.00032875894	0.00033069312	8.558973e-05	0.00034604224	0.0005395887	0.0034306375	0.002520539
e	0.01076163	0.5706742	0.18274145	0.04033932	0.009309019	0.019310454	0.0066436436	0.0031568008	0.033813696	0.008708935	0.012473035	0.07130153	0.02964338	0.0011229152
t	0.0048131673	0.22157575	0.67213863	0.053659335	0.02163515	0.009583447	0.0036560586	0.002815703	0.00025012257	0.0022965807	0.0034186444	0.0031371906	0.0009273217	9.292883e-05
o	0.06329007	0.19826172	0.27148193	0.26913676	0.034178898	0.049251523	0.041059926	0.0033459868	0.0075523094	0.018882925	0.015848039	0.01718346	0.0077735824	0.0027529034
r	0.029622406	0.04941049	0.65087575	0.08027416	0.047648996	0.007739519	0.009589977	0.013738591	0.0037220952	0.0014262216	0.0007910263	0.012167287	0.063035615	0.029957946
ì	0.004147521	0.011474845	0.8631755	0.030796995	0.041378718	0.0017362029	0.025836099	0.0003889822	0.00018833681	0.0013981628	0.015636409	0.0016443086	0.0006168807	0.0015811239
s	0.0012001838	0.0034601656	0.6241064	0.311444	0.047781557	0.0060585206	0.003603382	0.0006132225	0.00013415597	0.00019301425	0.00051614165	0.00053635525	0.00028447836	6.839416e-05
o	0.0044586807	0.004583202	0.44297668	0.38383117	0.049310505	0.032532804	0.0088329585	0.0016925212	0.03179424	0.0026080983	0.0013434107	0.016730668	0.010847654	0.008457336
n	0.0035028104	0.005717966	0.5374091	0.3059664	0.07302577	0.025241397	0.010907376	0.016546102	0.0029450117	0.0051366766	0.006121406	0.0052040406	0.0010507625	0.0012252242
t	0.008035076	0.001838701	0.465782	0.28638747	0.17112736	0.020556625	0.031467613	0.000825697	0.00027880698	0.0021041853	0.0077655655	0.0022770553	0.0008669416	0.0006869426
a	0.008520077	0.0007501222	0.085599914	0.7565227	0.037259817	0.041068688	0.0067040687	0.006111195	0.015672969	0.004255602	0.0031224452	0.014765994	0.01811795	0.0015284728
t	0.0042259474	0.0031065603	0.12752412	0.5764676	0.21867137	0.039371178	0.0096516255	0.0035694197	0.0029196641	0.001757959	0.0014079125	0.0077021825	0.0029231342	0.00070134585
a	0.010281166	0.00086980505	0.20038614	0.20785588	0.4157986	0.053611208	0.07889056	0.002049055	0.00083394715	0.0040741735	0.02035443	0.002363931	0.0013889943	0.0012421049
s	0.0051842234	0.016486885	0.053521916	0.39051282	0.42880997	0.043568913	0.021281373	0.0065985066	0.00086765684	0.00085362117	0.00062784133	0.0025528509	0.004335294	0.024798121
ì	0.016473068	0.00070240046	0.07589076	0.18308833	0.5465183	0.04919244	0.1081783	0.0015374178	0.00080880354	0.0020233437	0.011385176	0.0015745274	0.0010841856	0.0015429095
n	0.00054805307	0.002148982	0.014973829	0.13829611	0.74009615	0.06723804	0.030283332	0.002037587	0.0005574407	0.00052001124	0.0007922943	0.0013895077	0.00032623752	0.00079237175
n	0.00013839794	0.00043887497	0.038191494	0.14736503	0.5737681	0.20297332	0.02950335	0.0019373889	0.0011576818	0.0008403972	0.00043201356	0.0014691668	0.0014126152	0.00037219847
e	0.0004540368	0.0010181714	0.006111619	0.21409918	0.26519284	0.21713918	0.035323955	0.13883103	0.029524392	0.023811927	0.01330834	0.038548276	0.007055204	0.009581891
f	0.0010831943	0.0023962855	0.007652381	0.04425578	0.48037064	0.33339816	0.057990722	0.032779027	0.0052803922	0.012710378	0.012774249	0.007787758	0.0012598156	0.0002611858
a	0.00753221	0.00031352215	0.006994077	0.121688254	0.38613716	0.17430334	0.25986773	0.013445538	0.004043012	0.009472711	0.011690088	0.0028430263	0.0011578603	0.0005114825
t	0.003906508	0.008907407	0.0040418496	0.05105098	0.2858962	0.47337413	0.10048264	0.01521893	0.0059882053	0.014317	0.008086719	0.005323496	0.0013705393	0.022035427
e	0.022068191	0.0004187024	0.0016809679	0.049597662	0.32543093	0.12601167	0.44145247	0.009276128	0.0045542354	0.005742627	0.010309583	0.0014255057	0.0012939557	0.00073736615
s	0.0015651059	0.014836287	0.0035898422	0.03089059	0.32593828	0.30439457	0.25090876	0.026667167	0.0017967812	0.011188988	0.0052741705	0.00529549	0.0024946383	0.015159338
m	0.027152425	0.0003643308	0.0011303262	0.02439236	0.23208952	0.121497884	0.542419	0.012372908	0.008863571	0.009395807	0.015563628	0.0015469838	0.002002106	0.0012090612
à	0.0017227058	0.0025050885	0.0028865857	0.061463293	0.2124379	0.584136	0.052071046	0.03384683	0.003150429	0.010229366	0.0031365668	0.006807387	0.025276607	0.00033012845
n	7.2575094e-05	0.0017015858	0.001280687	0.005413287	0.21836412	0.44783324	0.27678332	0.02306497	0.0023415256	0.0172663	0.0023496118	0.003323575	0.00011543498	8.9792804e-05
t	4.8382233e-05	0.00019371377	0.0010581594	0.03001328	0.32275566	0.40816835	0.14038657	0.03078207	0.015522343	0.005727673	0.0012926629	0.0028771039	0.03951328	0.0016607906
e	0.0001467112	0.0002560771	0.00012694664	0.004467442	0.05500435	0.22698939	0.09061172	0.49723035	0.049753934	0.018168667	0.0059341677	0.011043568	0.00939232	0.030874396
ì	0.0014655775	0.0055998843	0.0068812454	0.004224379	0.074510306	0.17263184	0.39825672	0.09915483	0.014217531	0.122130714	0.079350084	0.01856468	0.0020928	0.00091936934
c	0.0024730323	0.00824949	0.0074282587	0.001066507	0.053222522	0.015711056	0.7611293	0.05739249	0.0014576239	0.03381554	0.0525749	0.0035264494	0.00029762762	0.0016552081
h	0.00020497672	0.0003457012	0.0011390077	0.0022455188	0.19312178	0.07874136	0.60072434	0.08910558	0.008953904	0.013519211	0.009871341	0.0007339669	0.0012374074	5.5908873e-05
e	3.4918547e-05	0.00063036685	0.00030114618	0.0027013293	0.0506672	0.2007693	0.29500568	0.30928892	0.023938967	0.06457823	0.026604397	0.012060918	0.004318713	0.009099878
a	0.0009837319	0.0025691087	0.0039112787	0.000991186	0.0195706	0.03028581	0.2717337	0.10023619	0.027084358	0.38782328	0.116892695	0.03473113	0.002604954	0.00058200455
n	0.09348723	0.028903956	0.013236854	0.0070383623	0.067154974	0.013031277	0.33530885	0.044243127	0.014231319	0.1722369	0.08899453	0.05840529	0.013945433	0.049781922
o	0.053893022	0.000665942	0.0005175064	0.003939184	0.013786846	0.0176988	0.75391454	0.014838808	0.035680067	0.055575922	0.034416232	0.0043821987	0.009364529	0.001326503
ì	0.0019303331	0.013173875	0.0031669312	0.01159149	0.032672126	0.046436213	0.43216366	0.025090994	0.0033831582	0.29262942	0.09350145	0.02255565	0.008638951	0.0130657405
s	0.0049833106	0.0038195672	0.0029097055	0.00066964753	0.011942518	0.0024347524	0.3181316	0.05088786	0.0070951716	0.15224028	0.42841324	0.010222536	0.0011750327	0.0050747474
o	0.00023584435	0.0005306574	0.00025368924	0.0003230741	0.0053422023	0.015100093	0.33018082	0.016713155	0.015978593	0.4738633	0.10133335	0.030004257	0.0060854363	0.004055572
n	0.0032784736	0.0065366807	0.0021565668	0.0072728735	0.0082985815	0.05913179	0.07371777	0.0072009275	0.014010083	0.6086942	0.112790816	0.07120225	0.0047042784	0.021004703
t	0.009453422	0.00063665333	0.0009782829	0.0011841311	0.008249749	0.012080625	0.30606863	0.025325434	0.13278976	0.26733837	0.18429713	0.024081932	0.025395852	0.0021200953
a	0.00015114222	0.0026877276	0.00085899525	0.0011396449	0.014345918	0.0120091075	0.17621313	0.09654707	0.01016537	0.36670062	0.15012264	0.07939099	0.061995648	0.027671978
k	0.0009399004	0.0034587854	0.002621778	0.0016525051	0.008819175	0.011817037	0.030309761	0.017754639	0.0035466074	0.31466228	0.5491022	0.042275257	0.0051443777	0.007895727
a	0.044432297	0.0002944595	0.0002255872	0.0024203279	0.002147859	0.006843386	0.07779024	0.019939905	0.2818574	0.23112173	0.112937175	0.056461595	0.14580455	0.017723497
ì	0.002568697	0.0071273395	0.0012604658	0.008301092	0.006904514	0.02615173	0.02210197	0.006036614	0.0054779192	0.51557606	0.22096986	0.14673862	0.023263212	0.007521903
c	0.0010522105	0.00095812755	0.0005927898	0.0003436002	0.0021517163	0.00089349656	0.014531678	0.011277365	0.00034976666	0.031354256	0.9299289	0.0052879034	0.00036065612	0.0009175412
h	0.00042816048	0.00048859144	0.00028310964	0.0002332367	0.0018743277	0.0020680234	0.040941853	0.0029231498	0.004260912	0.316637	0.5474345	0.058261905	0.018420776	0.005744406
e	4.167619e-05	0.0004733639	0.00014490593	0.0003661651	0.0021638446	0.0058787093	0.08124677	0.061493553	0.009568066	0.5326442	0.1822823	0.040443234	0.051923107	0.031330056
n	0.00023399356	0.0008497062	0.0016830025	0.00021595365	0.002539103	0.001270704	0.00462291	0.01683524	0.0015225308	0.0527496	0.85430926	0.05306209	0.0061401953	0.003965575
a	0.010123873	0.00019520553	0.00022501072	0.0006736942	0.0011629312	0.0013112744	0.011984378	0.010335863	0.032180376	0.07446628	0.19449303	0.086358175	0.53356683	0.042922977
v	0.0033460096	0.006792789	0.001757082	0.005936416	0.006089856	0.025947157	0.014095451	0.010855312	0.016596017	0.2749957	0.24307501	0.35530934	0.03005146	0.005152471
r	0.025181888	0.00081211806	0.00074412755	0.0019608964	0.0029417288	0.002946745	0.009807745	0.012160948	0.019568266	0.050067645	0.32494703	0.23125124	0.30494395	0.012665631
è	0.0001928657	0.0020832387	0.0011192687	0.00060298445	0.008043915	0.002782437	0.018562313	0.013150775	0.0015747088	0.032888103	0.22840148	0.25459066	0.3886122	0.047395013
