 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.9905689	0.004613427	0.0019322083	0.00043034172	0.0010336316	0.00027882872	0.00016203294	0.00010675237	0.00023467265	0.0006392337
v	0.9925398	0.001333938	0.00029465894	0.00013488386	0.00014397912	0.00014088361	7.554719e-05	0.00058145483	0.003031997	0.001722866
ò	0.9792291	0.005131268	0.0045103356	0.00059095345	0.0009467396	0.0005155833	0.00037734624	0.00019523813	0.0036319606	0.0048714415
e	0.9649643	0.025609871	0.0066641066	0.0008336718	0.00028468287	0.0002596887	7.326037e-05	0.0005205666	0.00041577406	0.00037420093
n	0.2717739	0.0398053	0.0789292	0.012042493	0.008751426	0.018101558	0.018928029	0.16129173	0.13712269	0.2532536
ì	0.025308136	0.013399454	0.92205507	0.011655428	0.012108747	0.0024428063	0.00082705263	0.0002620815	0.0068207225	0.005120447
m	0.016953267	0.016721794	0.94334227	0.013933354	0.00412257	0.0021208639	0.00033906128	0.001169521	0.0011406873	0.00015665787
e	0.0009595989	0.011915287	0.8117287	0.074736394	0.008928288	0.018119069	0.023766223	0.026106877	0.020030634	0.0037089824
a	0.011896602	0.011361675	0.6211807	0.2786969	0.031095954	0.020053487	0.010015099	0.011767249	0.0027673086	0.0011650565
n	0.036162782	0.010700324	0.15911527	0.68249965	0.04116332	0.006672887	0.0041368543	0.011439019	0.010506749	0.037603132
k	0.0035819209	0.0050791563	0.13565134	0.5708066	0.2273825	0.026907803	0.008490928	0.0010228715	0.01628927	0.004787678
ò	0.0051045055	0.055604156	0.18617044	0.6822403	0.030952215	0.018421832	0.007949781	0.00412756	0.008917834	0.0005113009
r	0.00093574205	0.0012112901	0.015364621	0.8937685	0.065432645	0.012211212	0.006881336	0.0026147629	0.001554921	2.5087435e-05
a	0.0003313225	0.0030854861	0.0830956	0.7366298	0.10071906	0.033436485	0.01043731	0.011070273	0.016755221	0.0044394364
p	0.002879352	0.019887358	0.019846603	0.395659	0.30571184	0.13182062	0.08053723	0.03305035	0.00934075	0.0012668103
r	0.0006207031	0.0036418873	0.004188835	0.40917194	0.4049772	0.07231158	0.022694558	0.003663324	0.077694416	0.0010355756
ò	0.0017850331	0.032657083	0.0097924685	0.6325826	0.15429147	0.05346058	0.018064512	0.03238986	0.05948551	0.005490948
n	0.0008991877	0.0022308275	0.0024000278	0.18044992	0.50585824	0.22614138	0.046737015	0.024146028	0.011057861	7.951226e-05
t	9.857599e-05	0.0009909682	0.0022998902	0.40158606	0.36748427	0.16539323	0.024779039	0.020694917	0.014835237	0.0018378025
a	9.596969e-05	0.014056575	0.0027358027	0.117123105	0.2781558	0.22477505	0.11549041	0.12839581	0.043462925	0.07570854
n	0.0010135977	0.0061547915	0.004772247	0.02073112	0.21372965	0.4489544	0.18132263	0.0999228	0.02298666	0.00041206385
g	0.00024789924	0.0026150353	0.0005336246	0.03250836	0.31036764	0.3542586	0.0950091	0.03169482	0.16258906	0.010175875
h	0.0010819555	0.014707145	0.0036334877	0.03392242	0.21879536	0.49733093	0.056305096	0.096407175	0.06681927	0.0109972125
ì	0.0015301722	0.0143478345	0.0030298233	0.032203704	0.14045551	0.45696056	0.08486152	0.107375	0.13577856	0.023457326
z	0.0001546087	0.00052766484	0.00046665393	0.0024568327	0.057203833	0.42892078	0.31288043	0.17500292	0.022247566	0.00013865049
i	5.3074815e-05	0.0006044813	0.00034572644	0.014689199	0.1378099	0.49323255	0.09880261	0.22299066	0.027516557	0.0039552427
n	0.001974038	0.020230986	0.0118293855	0.018335054	0.03094749	0.18458508	0.50612694	0.099233955	0.108427614	0.01830944
a	0.00010019565	0.0018410506	0.00025284395	0.0015099838	0.033583354	0.35100076	0.27114967	0.13192649	0.20064805	0.007987586
r	0.0057387487	0.03068844	0.0109995315	0.013943371	0.017114107	0.104566425	0.5965685	0.05530516	0.15315552	0.011920201
t	0.00017856665	0.0053213015	0.00065194	0.0010274616	0.006484283	0.20359929	0.4172573	0.15846838	0.20061016	0.0064012622
i	0.00024236055	0.0016113523	0.0014386795	0.0015367098	0.008048856	0.22672169	0.28267604	0.42093828	0.052491635	0.0042944015
s	0.00069747766	0.016660789	0.006216542	0.006582554	0.01321584	0.06941998	0.46288773	0.27086014	0.14234482	0.011114113
t	7.8226e-05	0.0027183332	0.00025465994	0.0003338499	0.00125552	0.05786945	0.29009947	0.24404465	0.38176924	0.021576608
e	0.00011722036	0.0019334132	0.0011219834	0.0010489458	0.0026801883	0.060849883	0.24669763	0.55845726	0.10637562	0.020717883
s	0.00049233163	0.0137364715	0.004488384	0.0051324572	0.009790157	0.042809106	0.321019	0.34662712	0.24690434	0.009000639
e	5.1336003e-05	0.0020306911	0.00016307674	0.00017290018	0.0003737781	0.013214981	0.14911105	0.19721031	0.58451486	0.053157046
t	0.0033011434	0.026568701	0.007489442	0.0071584117	0.0076392805	0.020598892	0.1794704	0.07533676	0.6708305	0.0016064134
t	9.259067e-05	0.0060561732	0.00050231954	0.0004235667	0.0004604324	0.0051256167	0.07006245	0.13628815	0.7696951	0.011293637
ò	0.00017438366	0.0009344181	0.00077763683	0.0006275702	0.0019672476	0.0117353	0.07429645	0.479648	0.4242117	0.0056272764
</S>	6.056176e-05	0.00050870853	0.00016107272	0.00020130693	0.0009764251	0.0026906624	0.027657742	0.1093609	0.8547781	0.0036044845
