 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.9261757	0.066724025	0.0037618931	0.00014477817	0.00065425975	0.0007497764	0.00046010496	0.0009886898	0.00034066735
a	0.7433918	0.2080647	0.005002349	0.00017219223	0.0017926731	0.0007123101	0.0016028545	0.0025386189	0.036722437
p	0.022804081	0.8943407	0.05674282	0.0041066855	0.0012163228	0.004560317	0.0048127472	0.009031991	0.0023844284
e	0.0007410178	0.99083143	0.0055579836	4.1169833e-06	6.932862e-05	9.212648e-05	9.052148e-05	0.0021921196	0.00042133007
d	0.0061356965	0.9555436	0.02490554	0.0039332714	0.0007585232	0.0026028608	0.00076376763	0.00042065588	0.0049362136
ì	0.00027195516	0.9375718	0.050687805	3.4018343e-05	0.00029447683	0.00054339826	0.00036015114	0.00890589	0.0013304229
a	0.0011399419	0.89010805	0.1073376	0.0003064654	0.00022480194	0.00037181025	6.460339e-05	0.00042429133	2.235548e-05
m	0.014077397	0.5077167	0.41463974	0.023675116	0.011042823	0.007275647	0.012165226	0.0032961909	0.0061111804
i	0.007880085	0.076356106	0.8226157	0.033085607	0.035270214	0.006016078	0.0039697466	0.013432054	0.001374439
n	0.08548995	0.15400425	0.5833301	0.027444016	0.09114285	0.02675233	0.018031929	0.008668679	0.005135897
c	0.0011028689	0.03301472	0.69343114	0.0061018043	0.068808466	0.028996784	0.009626929	0.15085657	0.008060652
i	0.0022010636	0.007095833	0.6800562	0.12077534	0.0398466	0.06434785	0.011043972	0.07381551	0.000817574
à	0.054854285	0.08194168	0.43773773	0.015255143	0.33692122	0.038433697	0.013675444	0.020608064	0.000572751
e	0.011594214	0.07250013	0.16121845	0.022015164	0.47511378	0.019023396	0.06624756	0.12706423	0.045223173
n	0.008187838	0.012783521	0.029989665	0.021769924	0.60140795	0.06755569	0.052639376	0.05017508	0.15549101
i	0.0043365113	0.008963905	0.03146288	0.0033243257	0.46311718	0.24856059	0.021555904	0.21579775	0.002880999
n	0.010913465	0.012876557	0.04888924	0.029203037	0.5841889	0.07914791	0.12928706	0.08642849	0.019065246
d	0.0009437137	0.0007726033	0.0025579473	0.00032611104	0.10719152	0.692511	0.07592744	0.11199515	0.007774535
ì	0.004672336	0.0031226329	0.02499069	0.017573146	0.33492112	0.36500734	0.088810414	0.15568689	0.005215503
n	0.00084712915	0.002232501	0.005085893	0.010542683	0.09586301	0.2839043	0.5660515	0.034708686	0.00076430687
n	0.00016936354	0.00073617086	0.0030518456	0.010018081	0.25482753	0.48510194	0.1524477	0.08289837	0.010748912
u	0.00023050522	0.00013723364	0.0024284336	0.08580327	0.06981061	0.15227462	0.28507712	0.036380194	0.367858
t	0.0016535268	0.0051203407	0.008300559	0.039270025	0.065749735	0.019008106	0.6895342	0.16267832	0.008685287
t	0.0003684255	0.00025657847	0.00074962375	0.002024789	0.0039620167	0.30936974	0.38136882	0.2703482	0.031551875
e	0.0011053724	0.0009125548	0.008178486	0.1074294	0.013357127	0.065047964	0.47367018	0.09618954	0.23410937
m	0.0027868538	0.0062913233	0.013388797	0.07938353	0.06873116	0.023389779	0.48486328	0.30385506	0.01731025
a	0.005255107	0.0007908148	0.006190819	0.036121886	0.008051443	0.07540415	0.5783235	0.19576396	0.094098344
n	0.007023891	0.005037841	0.026152456	0.0069020595	0.05017442	0.004643239	0.20244575	0.6895964	0.00802392
i	0.00023948464	7.764099e-05	0.00031550683	0.0009824418	0.00045721635	0.016708028	0.27305493	0.6755571	0.03260767
c	0.0006579939	0.00058595673	0.0055034524	0.0045045917	0.009973493	0.008575002	0.10118904	0.8672083	0.0018021795
h	0.0005765338	0.00012991608	0.0006486293	0.0013817671	0.00063583686	0.010494341	0.082779065	0.7608455	0.14250843
ò	0.00092615304	0.0006909562	0.0017955384	0.0054768794	0.002566078	0.0056045386	0.04117064	0.6267272	0.31504193
t	3.961105e-05	0.0002353093	0.0006307457	0.007946576	0.0028136636	0.0030671628	0.021775136	0.9582545	0.005237233
t	8.6332975e-06	2.0974323e-05	7.810868e-05	0.00085211947	9.367134e-05	0.0013943174	0.012081234	0.850351	0.13511984
o	0.00018597658	0.00014352529	0.002558115	0.021298867	0.0051957853	0.011152739	0.04927497	0.61960316	0.29058695
</S>	0.0019444892	0.012679795	0.01516547	0.095041074	0.08000628	0.0717352	0.26854265	0.40914607	0.045739014
