 	io	non	ho	niente	da	mangiare	</S>
e	0.99402595	0.002067992	0.00127927	0.00090055884	0.00031621303	0.00031037978	0.0010995715
v	0.99242496	0.0013991704	0.00021755748	6.4859516e-05	0.00021468721	0.0016738899	0.0040047797
ò	0.9751452	0.0018100011	0.0018511596	0.00046822146	0.00054547866	0.014873429	0.005306611
e	0.9645649	0.024358824	0.0044494034	0.0006901943	0.0017807145	0.0033391025	0.00081713474
n	0.23174751	0.042966954	0.05342405	0.017845843	0.08191691	0.0994624	0.47263628
è	0.05754205	0.011413091	0.8096529	0.04454618	0.0057176473	0.050436266	0.020691829
c	0.017272964	0.015084415	0.8613431	0.08274963	0.011066928	0.0118122045	0.00067072565
h	0.002878599	0.009266325	0.73220956	0.08130391	0.027403308	0.141912	0.0050262655
o	0.00035318625	0.033434674	0.5666117	0.27265596	0.087336004	0.03482087	0.0047876164
t	0.0008291669	0.0015064918	0.014423335	0.9337163	0.030864907	0.017903691	0.0007560008
ì	0.0017119757	0.010619056	0.056546625	0.6149002	0.060060877	0.2462354	0.009925864
p	0.0009898895	0.0014255585	0.0066726645	0.85219836	0.10472366	0.033203814	0.0007860457
o	0.00027391486	0.0034528277	0.011650494	0.836961	0.095961206	0.043100934	0.008599631
t	0.002161649	0.031628404	0.04232481	0.2436947	0.3558199	0.27999938	0.04437118
i	0.0002646696	0.002661502	0.0013977167	0.05022537	0.43699035	0.50273746	0.0057229344
n	0.0045304447	0.0373065	0.04526938	0.024742503	0.28463474	0.58312094	0.020395549
a	5.6450877e-05	0.0013355782	0.0003973397	0.0029714718	0.3408538	0.6491827	0.0052026864
f	0.0036929878	0.015187947	0.02020712	0.00392168	0.143322	0.80917376	0.0044945176
à	3.4787154e-05	0.0030936825	0.00074688945	0.003725176	0.1641971	0.824824	0.0033784073
o	0.00062549097	0.003307265	0.002611954	0.0020600327	0.033347096	0.95341796	0.004630119
</S>	0.0030578754	0.19542263	0.08800143	0.09180186	0.22416605	0.35429868	0.043251477
