 	ora	che	loro	non	vengono	più	</S>
à	0.9896096	0.0060519585	0.002526583	0.00019194347	0.00032134642	0.00040510576	0.00089341507
r	0.99620014	0.0029514788	0.0006567648	4.069441e-05	3.9446062e-05	9.516038e-05	1.6393866e-05
t	0.92290515	0.06092305	0.0115705915	0.00029365547	0.000891703	0.0028416947	0.00057421933
e	0.028629571	0.26916632	0.052135777	0.46745577	0.120018914	0.04695591	0.015637627
k	0.008345244	0.8790298	0.0946255	0.004211789	0.012144211	0.0012775752	0.00036582604
a	0.09999848	0.56192625	0.21202631	0.0059992834	0.008961931	0.10435478	0.0067330613
c	0.0028703443	0.5242808	0.38047677	0.019235294	0.06072238	0.0051214704	0.007293047
ì	0.00617715	0.059983727	0.8143006	0.008583505	0.010246535	0.098117046	0.0025913215
n	0.00017411167	0.05241252	0.91796106	0.019105075	0.00885176	0.0012936865	0.00020173649
i	0.0001795968	0.06832135	0.70016456	0.18356028	0.025627874	0.01301852	0.009127753
e	0.001418067	0.06579695	0.103056714	0.025343385	0.6800195	0.112970546	0.011394842
n	0.015766006	0.10732198	0.24036147	0.10121195	0.2896718	0.030017337	0.21564944
è	0.009433378	0.022275826	0.111891784	0.01915015	0.38164875	0.44197738	0.013622706
r	0.0013714522	0.015048113	0.10468972	0.014086964	0.7863355	0.068520814	0.009947419
k	0.00018848416	0.0007644275	0.008840974	0.016667366	0.78095436	0.17932613	0.013258269
o	7.584063e-05	0.0025188369	0.010867064	0.27792978	0.35494474	0.20346376	0.15019993
t	0.00015875642	0.003931139	0.004112505	0.009426783	0.82303965	0.14643554	0.012895475
t	0.00019225552	0.00035000627	0.00077539514	0.012364651	0.21939166	0.75802106	0.008905019
e	4.8964015e-05	0.0024430058	0.005801765	0.10866495	0.56249267	0.14747591	0.17307274
p	0.00062617887	0.00898599	0.009990671	0.032300595	0.43865573	0.49102896	0.018411873
l	6.8799454e-05	8.404145e-05	0.00021475476	0.0025337767	0.027342327	0.95306224	0.016694134
è	9.3436036e-05	0.0017105683	0.0020200103	0.01654603	0.08516671	0.7929913	0.101472
o	0.00017834113	0.00060845213	0.0016975821	0.006154486	0.10135688	0.8709045	0.019099705
</S>	0.02753933	0.063258	0.09735487	0.033682007	0.23607977	0.5381297	0.0039563077
