 	mi	si	gonfiò	il	dito	</S>
m	0.95557034	0.023122592	0.011009482	0.0007799721	0.0074022515	0.0021154187
u	0.090070486	0.01768906	0.09855652	0.004125218	0.44063258	0.3489262
b	0.20909405	0.20335904	0.34452975	0.0071419165	0.1385435	0.097331785
r	0.006100087	0.42039073	0.44288474	0.0034173445	0.124655746	0.0025512797
i	0.010905722	0.84862566	0.09914598	0.019150712	0.005494528	0.016677542
s	0.09092603	0.38274455	0.46258515	0.02988571	0.031301912	0.0025567191
t	0.0011730534	0.039279785	0.33536893	0.35593873	0.20636141	0.061878037
ì	0.0045323246	0.22549483	0.510568	0.05751309	0.01933606	0.18255565
o	0.023355179	0.13006087	0.5207977	0.22257328	0.093661174	0.009551805
d	0.039752834	0.038908597	0.14255753	0.05620319	0.692954	0.0296239
à	0.0013532306	0.0033845447	0.011116917	0.45894378	0.5109777	0.014223819
t	0.046986178	0.02650854	0.047791783	0.28582737	0.573853	0.01903311
t	0.00055867434	0.0005393307	0.0025166867	0.17780246	0.7969758	0.021607043
i	0.00271623	0.0021522248	0.0046298713	0.011274588	0.02392707	0.95530003
l	0.04075169	0.015984928	0.026052041	0.054609567	0.6180221	0.24457973
o	9.0684436e-05	0.00014044676	0.00018677073	0.11192968	0.68803805	0.19961436
</S>	0.15141807	0.08213249	0.10351816	0.015449893	0.4642657	0.1832157
