 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
d	0.98655254	0.0065817633	0.0035298802	0.00024778143	3.617823e-05	0.000118585616	0.00011352918	0.0002228452	0.000136238	0.00016372604	0.00017309366	0.00014495062	0.0001035005	2.9681398e-05	0.00013958283	0.00033040845	0.0013758161
ò	0.96854836	0.0151612535	0.0037075	0.000219531	1.7949998e-05	8.132693e-05	8.4238614e-05	3.8094015e-05	1.790669e-05	4.3727432e-05	0.00010082263	0.00010057486	5.215044e-05	3.8357364e-05	0.00015794062	0.00020826305	0.011422076
p	0.9724267	0.024425643	0.0020186643	0.00035829793	3.3204633e-05	5.9213984e-05	3.50142e-05	1.8994855e-05	1.1401538e-05	3.0796193e-05	4.9709433e-05	6.581851e-05	1.691675e-05	3.141887e-05	2.3188131e-05	0.00038045057	1.4591776e-05
o	0.97677785	0.015985556	0.00088202656	0.0015193396	0.00025336965	0.00043264317	0.00018821168	7.063554e-05	2.7951943e-05	9.842434e-05	0.00013555953	0.00028071154	1.2538911e-05	3.5275913e-05	1.9535348e-05	0.0018822723	0.0013981124
G	0.10772801	0.5589382	0.17333382	0.03491808	0.0077444217	0.01096638	0.004961736	0.01100101	0.010352431	0.0051276865	0.007586248	0.001147168	0.0037596652	0.033624187	0.0039989	0.0028069015	0.022005131
i	0.097656816	0.8610353	0.015571215	0.0017852766	7.7280136e-05	0.000254216	0.00048392927	0.00074602885	0.00026217438	0.0011282957	0.00074824336	0.002603904	8.422581e-05	6.046238e-05	0.0002328787	0.01591245	0.0013573549
o	0.009610917	0.8967122	0.036103863	0.004947465	0.0033680655	0.001987261	0.00063823804	0.0008089504	0.00075516815	0.00027641098	0.00034667423	8.366793e-05	0.00031735768	0.017431322	0.0009581645	0.00037431874	0.025279922
v	0.006867081	0.97220254	0.018080775	0.0001987699	5.906606e-05	2.769181e-05	1.9872547e-05	2.2675797e-05	1.776984e-05	3.0610092e-05	7.1272145e-05	0.00010415687	5.641e-05	0.00016293614	0.0001271898	0.0013031	0.0006480627
à	0.003145669	0.9671018	0.02341985	0.0022853997	0.0006520812	0.0002330085	8.954512e-05	0.00018236064	0.00017153105	7.802887e-05	3.5129335e-05	4.3988457e-05	3.12597e-05	0.00042349185	6.636493e-05	0.00056939875	0.001471021
n	0.0016286589	0.9519551	0.032600984	0.0030317316	0.0019016126	0.00083334703	0.00024449403	0.00012556078	0.0001049599	5.1585503e-05	0.0001050377	3.3850705e-05	0.00011669693	0.0054788673	0.00068827166	0.0001605518	0.0009387442
