 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.96674526	0.023965128	0.0013604335	0.0041717137	0.0003476781	0.00016772626	0.00015728033	0.0025813268	0.0005035424
e	0.80430514	0.18181711	0.001301878	0.0029949548	0.0010158858	0.00027278712	0.0010187888	0.006175834	0.0010976852
f	0.764534	0.19459255	0.009209981	0.014998128	0.005372788	0.00046769867	0.0004105325	0.009915218	0.00049909914
ò	0.0037064604	0.9775444	0.0016298032	0.0010224105	0.0015873793	0.0002589826	0.000111689646	0.013904245	0.0002347439
r	0.17804533	0.6375318	0.10073557	0.042050544	0.012063117	0.000230215	0.00014093134	0.029036079	0.00016646631
s	0.049526088	0.7531641	0.09231599	0.026924722	0.020557055	0.0016165536	0.0032746247	0.023945186	0.02867562
i	0.048497483	0.14983007	0.19624892	0.108240075	0.016560748	0.0183313	0.10390226	0.012832276	0.3455569
è	0.06424401	0.16000198	0.53561777	0.19731262	0.022372844	0.0027488114	0.0038806845	0.009919737	0.003901506
n	0.01667259	0.3569456	0.41473833	0.14097996	0.025264783	0.002975159	0.0019350685	0.024149634	0.016338883
a	0.001294086	0.2185741	0.58260655	0.111865506	0.06956707	0.0018310844	0.0018691929	0.008815862	0.0035765758
m	0.022805916	0.005900559	0.6929261	0.22401536	0.02914224	0.007160727	0.005119635	0.008656787	0.0042725946
b	0.0036804196	0.0045152293	0.65398026	0.13663629	0.13513954	0.019473208	0.003423069	0.034680184	0.008471825
ì	0.0056608627	0.00083065743	0.7411043	0.18936703	0.028652932	0.0050692637	0.002614732	0.016501438	0.010198784
k	0.002713373	0.0023183003	0.42049238	0.30134493	0.20589632	0.03260779	0.025650263	0.006652058	0.0023245213
e	0.0006223097	0.0049604946	0.46252	0.2972985	0.14127705	0.010775388	0.002765929	0.015497884	0.06428245
à	0.019215649	0.0061918674	0.11410282	0.1124965	0.36701772	0.17504768	0.09588657	0.03482866	0.07521254
t	0.006420774	0.016841063	0.01748812	0.02397837	0.6959223	0.08711067	0.0027858787	0.14387578	0.0055770073
t	0.0004924175	0.0011574643	0.016488047	0.013458564	0.924587	0.030168273	0.0007960061	0.011480764	0.0013713295
i	0.004581356	0.00059753744	0.043686204	0.057800878	0.06952914	0.104749694	0.044033058	0.02156467	0.6534574
f	0.008147175	0.0033879345	0.019053226	0.030931761	0.3313769	0.4336271	0.0751896	0.059651267	0.038635105
i	0.0003181149	0.00080565974	0.0022351358	0.0017745699	0.5701102	0.30484328	0.025591694	0.07534226	0.018979052
n	0.024030386	0.0014826384	0.0346281	0.07984144	0.12667748	0.36077562	0.12369363	0.10272097	0.14614974
è	0.000680569	0.0013023574	0.0011856483	0.0010762863	0.20933273	0.5276226	0.047358204	0.15467992	0.056761757
s	0.01308933	0.0017738937	0.020375676	0.049101427	0.1367985	0.55031097	0.03825923	0.16497917	0.02531184
t	0.00050347415	0.00093364477	0.0012741424	0.00213675	0.19938262	0.651613	0.035163216	0.08712375	0.021869471
r	0.00090374454	0.00011879951	0.0016569196	0.0037470104	0.009779658	0.23937988	0.030613199	0.018798955	0.69500184
a	0.00047052323	0.000203839	0.0007060733	0.0016502127	0.014525329	0.27143475	0.055747375	0.008719757	0.64654213
o	0.0027682413	0.0019799403	0.0065868893	0.013695604	0.009146186	0.48233864	0.27545315	0.10261159	0.10541983
l	0.017084045	0.0128448615	0.013361846	0.028588897	0.012556105	0.30116826	0.036744516	0.49800912	0.07964229
à	0.00042231052	0.0003801931	0.00032890515	0.00032764368	0.0061184787	0.256616	0.103472285	0.40758595	0.22474822
d	0.0016053342	0.00069083954	0.00238483	0.0060415976	0.0054491465	0.144512	0.10664755	0.71305376	0.019614916
r	0.00020836366	0.00041123197	0.00024777564	0.00061528396	0.004841481	0.18932699	0.06020642	0.7082818	0.03586067
o	0.00084870553	8.800251e-05	0.0011309736	0.0028689606	0.00091348833	0.05670786	0.09731182	0.10842105	0.7317092
</S>	0.004262284	0.0029696885	0.008947688	0.016626691	0.006977521	0.11962784	0.24544306	0.41655263	0.17859258
