 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.98802805	0.008549067	0.0013631865	0.00030967157	0.0001528912	2.3059773e-05	0.00022228678	0.00043921755	0.00017361992	0.00073894835
t	0.98405427	0.013541151	9.815217e-05	1.6318212e-05	6.613965e-05	5.2938318e-05	7.334899e-05	0.00018916583	0.0017798742	0.0001286468
s	0.96641916	0.030984778	0.0008578021	5.1102626e-05	9.2780465e-05	1.112116e-05	7.277e-05	6.667321e-05	0.0011723781	0.00027148853
e	0.60286176	0.17407621	0.022276592	0.012062997	0.021354137	0.006743636	0.0072039617	0.08337613	0.0690718	0.00097277784
r	0.060277265	0.8885951	0.025967786	0.0061601857	0.003682694	0.0022934899	0.0015685802	0.007110604	0.003913372	0.0004309687
e	0.066447355	0.7815715	0.055033363	0.003359108	0.006721122	2.6635716e-05	0.018333409	0.00033279156	0.066533946	0.0016407137
k	0.07011848	0.84975743	0.052071054	0.0053588566	0.0029320319	0.0027444828	0.0012575072	0.0072866515	0.006934935	0.0015385657
a	0.042149723	0.2882004	0.49773118	0.030760456	0.018250821	5.275354e-05	0.048679996	0.00079922745	0.06910145	0.0042740237
k	0.0586402	0.5405292	0.30011514	0.03450807	0.007900518	0.010294019	0.0073054614	0.0090605635	0.009257313	0.022389445
à	0.020333475	0.052040096	0.7238092	0.071975544	0.022784093	6.447959e-05	0.03793969	0.0007281119	0.068260126	0.002065283
n	0.01565664	0.07164672	0.78799206	0.0758652	0.025810173	0.002473457	0.0061034993	0.0014796269	0.0126889255	0.0002837484
n	0.0063196886	0.060033277	0.67094433	0.1516632	0.03939881	0.012089649	0.008096734	0.013292808	0.031125471	0.007036044
i	0.00066550035	0.006606213	0.28064987	0.14323416	0.031284444	0.25490662	0.012647757	0.22387204	0.03627353	0.009859768
t	0.008513297	0.01354694	0.19114628	0.4242873	0.18028246	0.013200556	0.10260162	0.010318461	0.05498118	0.001121823
s	0.0060752057	0.0033909578	0.25429454	0.32661197	0.20390448	0.0031730123	0.03585252	0.0018013588	0.16403565	0.0008603589
ì	0.0071374667	0.004852526	0.10984344	0.3936984	0.1014435	0.20141378	0.010911386	0.06897629	0.0987516	0.0029716722
c	0.0006713683	0.0021748508	0.028079968	0.30771348	0.5319868	0.047658183	0.039699998	0.0073709656	0.03457751	6.6983404e-05
h	0.00050714123	0.0005155782	0.027250532	0.45570993	0.33587605	0.13668475	0.019707194	0.0060100267	0.017206136	0.000532695
r	4.898115e-05	0.00010282631	0.0016881736	0.09760598	0.11559547	0.7424838	0.0150530655	0.018172119	0.006236556	0.0030130544
a	5.5371558e-05	9.22821e-05	0.0009760881	0.0600095	0.1475551	0.7441131	0.014611123	0.023741925	0.007898755	0.00094673934
c	0.0027220491	0.0038436442	0.007816269	0.06629113	0.41618246	0.028661896	0.37583232	0.0146462275	0.08309131	0.0009127596
e	0.0018406124	0.0003199295	0.0021673902	0.04027889	0.56639737	0.08065813	0.20237158	0.00863661	0.09544136	0.0018881863
e	0.0069178594	0.019065352	0.035806973	0.044024304	0.48262537	0.0134412795	0.33026338	0.015595406	0.038566437	0.013693646
n	0.018649308	0.010028188	0.0116289295	0.011950453	0.06193004	0.027311144	0.52219176	0.17458415	0.06735543	0.094370574
ì	0.015386708	0.0017617671	0.0025761756	0.006384389	0.09139555	0.004697676	0.7380153	0.0931833	0.0433941	0.003205127
c	0.00070234755	0.00050562364	0.00157677	0.00483668	0.049551647	0.00075361854	0.89919823	0.0074369013	0.03407974	0.0013583464
h	0.0002845793	0.00012788268	0.00044364156	0.003983473	0.0907836	0.009579053	0.78475493	0.080095395	0.025938636	0.0040088412
e	3.3515993e-05	3.755658e-05	0.00013136078	0.0025545866	0.028271964	0.03571615	0.8496486	0.049581572	0.018051898	0.015972853
n	0.0007275616	0.00055481587	0.0011587653	0.007889623	0.011029817	0.018828368	0.76123416	0.10596724	0.072441146	0.020168519
a	0.0030151696	0.00032175827	0.00039952755	0.0008082459	0.0050959103	0.01797239	0.339777	0.4861193	0.1179173	0.028573446
n	0.0015503122	0.0053214864	0.009902364	0.00847426	0.027935188	0.0053446814	0.07279783	0.04773288	0.8100548	0.010886157
a	0.0043213824	0.00018633287	0.0002405465	0.0002834678	0.001679274	0.003745395	0.108908854	0.5850679	0.24637978	0.04918719
t	0.0012084375	0.0013383329	0.0028874693	0.0033548682	0.014721094	0.0014848066	0.031430513	0.012638924	0.92974585	0.0011896751
è	0.012466607	0.0005754815	0.00065054256	0.00064210134	0.0019244952	0.006335056	0.034317568	0.3147313	0.6067166	0.02164027
t	0.00028815193	0.0002394639	0.000659149	0.0018060253	0.007607364	0.00063889317	0.06414942	0.0050066765	0.917465	0.0021398102
s	0.00013737864	4.1830124e-05	0.00012349848	0.00031992068	0.0010354097	0.002151851	0.018839194	0.29694924	0.66879624	0.011605498
i	0.0003354864	0.00031199295	0.000815487	0.003438416	0.010002712	0.02986372	0.042077143	0.054070022	0.63396376	0.22512124
</S>	0.0058916914	0.0034644005	0.01027203	0.05316756	0.075134754	0.08176493	0.3475939	0.04020786	0.30957064	0.072932184
