 	le	melanzane	vogliono	ee	girate	</S>
t	0.98371464	0.0048350357	0.0057940665	0.0018374886	0.002443406	0.0013752655
e	0.9704128	0.0066846153	0.0074491804	0.0022643295	0.0028247244	0.010364488
s	0.98127306	0.0023887507	0.0059734974	0.0033282354	0.0066270526	0.00040925597
m	0.59908223	0.20265612	0.12866622	0.06520757	0.000392128	0.003995706
a	0.3691241	0.42814517	0.1047521	0.06524856	0.030819321	0.0019107922
r	0.5996904	0.34782577	0.0268936	0.011773143	0.010728645	0.0030884782
a	0.035037447	0.687927	0.14627531	0.12816095	0.00037080434	0.002228507
n	0.13230164	0.73641706	0.02944351	0.020141894	0.035122894	0.046572957
g	0.0019358803	0.912382	0.060211495	0.024807973	9.1602706e-05	0.0005710638
i	0.0037928876	0.9346658	0.025750516	0.015806992	0.012244052	0.0077398475
à	0.037286352	0.8753662	0.033345878	0.018903095	0.024258355	0.01084002
n	0.007039893	0.6872524	0.23984851	0.038292706	0.015835539	0.011730924
e	0.0020786826	0.7424056	0.16164137	0.028869394	0.05159446	0.013410442
t	0.028624188	0.15203635	0.30204096	0.45436138	0.0120594995	0.05087757
è	0.0016159487	0.039588362	0.87419415	0.0829423	0.00095821946	0.0007010691
l	0.0017011721	0.0518757	0.7744055	0.16437286	0.005811911	0.0018329179
u	0.00037611212	0.061655913	0.6885542	0.07145166	0.15552239	0.022439796
n	0.0092740245	0.023071831	0.2602524	0.66493124	0.010921736	0.031548843
e	0.000947132	0.0023716008	0.6236953	0.35486677	0.011549406	0.006569783
e	0.009053977	0.0400341	0.19321305	0.7022419	0.020559559	0.034897458
e	0.008732394	0.034443732	0.09521669	0.48891655	0.18294811	0.1897425
v	0.010863678	0.01812188	0.12541819	0.6504003	0.06859785	0.12659809
o	0.026003413	0.029575622	0.13895082	0.665238	0.10713889	0.03309324
t	0.004643775	0.06311745	0.17474398	0.74054897	0.014066709	0.0028790443
i	0.010355184	0.0040732916	0.03256221	0.6601483	0.13482527	0.15803568
m	0.0017729421	0.044293176	0.06414475	0.78361815	0.095236436	0.010934558
m	0.001374307	0.0032692763	0.002174171	0.013402326	0.91874474	0.06103518
è	0.05128629	0.03606155	0.07183768	0.22428313	0.5889768	0.027554568
n	0.004723345	0.07311685	0.08448552	0.4423559	0.31353942	0.081778966
e	6.4483596e-05	0.00045988397	0.002682596	0.039787464	0.8881315	0.068874076
</S>	0.038797263	0.061643697	0.16061875	0.5115823	0.16031429	0.06704374
