 	un	forno	che	fa	buon	pane	</S>
è	0.98823756	0.008352133	0.0003823439	0.0004098731	0.001409295	0.0001961469	0.0010125709
n	0.98152494	0.01765156	7.008023e-05	1.1833438e-05	0.0006292071	6.744654e-05	4.4882316e-05
a	0.9731588	0.02109269	0.0015603404	0.0003731548	0.0033199918	0.000200776	0.00029420102
f	0.39366317	0.37369227	0.058313612	0.022540772	0.1267138	0.01662157	0.008454898
ù	0.007321536	0.97100013	0.0065016295	0.0014793781	0.011993772	0.0007321204	0.0009713932
r	0.016211445	0.91436875	0.038538393	0.006944686	0.023055682	0.0007162541	0.00016485718
n	0.0056887236	0.89163226	0.06198815	0.009738679	0.0108215185	0.00506852	0.0150622735
o	0.0025790192	0.20879719	0.296108	0.19639419	0.008562369	0.20735614	0.08020312
k	0.017493317	0.10191839	0.6398683	0.13131835	0.067075595	0.035996962	0.0063290955
a	0.0011577719	0.48306242	0.4138496	0.055818062	0.033092342	0.010226309	0.0027935172
i	0.016282259	0.0277819	0.525786	0.17465965	0.18596971	0.025402142	0.04411836
k	0.03147235	0.10100382	0.39265567	0.26804513	0.1186791	0.015735326	0.072408564
à	0.0044737305	0.02191131	0.45606163	0.3870681	0.1237245	0.004567663	0.0021931778
n	0.005714133	0.008582962	0.31370854	0.46981174	0.16251193	0.03182972	0.007840997
n	0.00077225314	0.004502584	0.3540252	0.59762293	0.017104132	0.015673	0.010299881
i	0.00039235305	0.00052923505	0.14111185	0.2641113	0.02470636	0.37772387	0.19142498
t	0.0032226956	0.0025786129	0.05675795	0.6741054	0.089145586	0.16914444	0.005045283
s	0.0006866858	0.002502322	0.036171053	0.72128415	0.115936935	0.11017785	0.013240998
o	0.0013212785	0.0015272426	0.024299921	0.32288897	0.030578444	0.42430753	0.1950766
m	0.006424978	0.004664668	0.060378086	0.23344977	0.14277883	0.4982165	0.054087155
ì	0.0018315392	0.0024544068	0.014238039	0.22885759	0.23424257	0.47206005	0.046315797
k	0.0011769123	0.0018577282	0.005734344	0.031158334	0.88810223	0.06995458	0.0020158517
a	0.00012435776	0.00021041353	0.0014121244	0.04213369	0.09388301	0.8566038	0.005632615
l	0.007907821	0.007495051	0.03455523	0.087519996	0.6593488	0.19394639	0.009226709
ò	0.00010043614	0.00021819072	0.00031407736	0.0038111974	0.1255073	0.8467693	0.023279555
</S>	0.0016550979	0.0020074048	0.010211866	0.01937929	0.6169577	0.34095633	0.008832296
