 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
k	0.9405876	0.0070381346	0.00082510716	0.01932702	0.0017371083	0.0007040937	0.015530177	0.0017634411	0.007286609	0.0006435907	0.0006362631	0.0005271322	0.00052266	0.000460384	0.00030983152	0.0010804761	0.0010202978
a	0.8714575	0.0050557926	0.0029511615	0.052733917	0.0015512756	0.002148673	0.020607704	0.001301929	0.001270797	0.00097655866	0.00028627118	0.00047177263	0.0007898369	0.0002721535	0.0016106803	0.005180448	0.031333584
n	0.7918846	0.039155114	0.00055631215	0.11997253	0.002390901	0.00047511078	0.016125247	0.0014450765	0.0012359746	0.0016872323	0.0007801061	0.0016290953	0.0012150668	0.0031925945	0.0040421328	0.009407747	0.004805135
o	0.059164673	0.55084676	0.0027312224	0.21059638	0.014931899	0.0016868685	0.10299336	0.018907182	0.016543694	0.0021584989	0.0024692689	0.0018478401	0.0034033055	0.0020051382	0.00038995873	0.00535141	0.0039725206
n	0.4668984	0.28631854	0.0047776774	0.14398342	0.0035456622	0.001054703	0.02972958	0.0011403384	0.0024858087	0.0013122773	0.0003909076	0.00095338374	0.00089681684	0.0008020979	0.019675434	0.006601837	0.029433046
ì	0.00458069	0.70868844	0.0044795694	0.17502214	0.015914293	0.0012559089	0.051415633	0.011914889	0.008694392	0.0014091014	0.00212637	0.0020033356	0.0037471184	0.0026366296	0.00031703935	0.003925421	0.0018690468
s	0.09621106	0.8446752	0.002894232	0.03848491	0.0017414391	0.00017450824	0.011551685	0.0012094146	0.0009286647	0.00017208347	6.803382e-05	7.423485e-05	0.00012000286	6.421716e-05	0.00053390604	0.0003228689	0.0007734099
e	0.019505087	0.9165213	0.038159855	0.01595945	0.0019882484	0.0006477164	0.0029466713	0.0009959993	0.0003616214	0.00064109406	0.00019622146	0.00015826659	0.00043369082	9.210732e-05	0.00010247444	8.1445825e-05	0.0012087902
t	0.1084	0.5888752	0.16481963	0.018899247	0.07133387	0.011545333	0.0071026008	0.0054019336	0.0031174198	0.009980629	0.0018378102	0.0016070564	0.0006382256	0.00017692985	0.0038718556	0.00028823267	0.0021041892
e	0.0033315248	0.16176477	0.10555583	0.6374997	0.04064093	0.0023546314	0.030320864	0.010500924	0.004466618	0.00081504363	0.00044302462	0.00015542035	0.0007132916	0.0001953804	0.00011063782	0.0005570569	0.00057436584
k	0.10301477	0.19744393	0.32247496	0.2093141	0.09169234	0.009994748	0.027572349	0.0052664177	0.0041829795	0.004660331	0.00053904846	0.0008110494	0.00048229203	0.00015165923	0.006392551	0.0005623577	0.015444131
o	0.0024182783	0.0095511135	0.04676306	0.7305985	0.10985764	0.0032556683	0.06203151	0.02287573	0.008686147	0.0008961456	0.0007292901	0.00022672776	0.0007039222	0.0003020126	8.068545e-05	0.0006955189	0.00032812328
l	0.063481756	0.10371776	0.23494413	0.38359237	0.13632773	0.0074009164	0.0356998	0.005517425	0.004054542	0.0027432938	0.00024543318	0.00041918707	0.0003638475	0.000114246366	0.0022031898	0.00045743372	0.018716896
à	0.00095720193	0.0032248204	0.03347645	0.61106676	0.20425546	0.006000145	0.09089837	0.028891023	0.015147666	0.0009007469	0.0007466072	0.00039119442	0.0008666224	0.00048158868	0.00017162765	0.0015186099	0.0010050378
d	0.023410242	0.03560889	0.059394963	0.74773383	0.07474176	0.0015121514	0.04563319	0.0031116956	0.0033449589	0.0009063007	7.1226124e-05	0.00020360353	0.00022737801	7.597073e-05	0.0007328515	0.00029158016	0.002999484
r	0.00080952875	0.008346033	0.1261846	0.7074131	0.10326021	0.0038942518	0.041194826	0.0060667368	0.001411959	0.00052909245	6.676345e-05	3.4408826e-05	0.00010747308	3.122156e-05	2.2518498e-05	0.00023724909	0.00039005798
o	0.014320558	0.03805119	0.4117239	0.09465487	0.31183147	0.021423962	0.010452438	0.007875505	0.009306753	0.020192683	0.0029715518	0.009981961	0.012647735	0.006035836	0.009753844	0.007843726	0.010932005
