 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.8504005	0.09325217	0.025440728	0.0019246581	0.010162931	0.010664326	0.0018217188	0.0038565656	0.0024765404
n	0.40943563	0.014838224	0.003046074	0.0021226367	0.0005758724	0.003047966	0.004276952	0.026483422	0.5361732
ì	0.0067007556	0.82533026	0.092811674	0.019145612	0.013146559	0.005673496	0.019107528	0.0043631014	0.013721033
c	0.00858162	0.8870858	0.044468835	0.014754507	0.006210259	0.0011126918	0.012807818	0.0065987874	0.018379679
h	0.021227991	0.8936274	0.05582258	0.014267717	0.0064555146	0.0016102504	0.003877158	0.00056211546	0.0025492068
e	0.0061322167	0.84133	0.099605255	0.017849721	0.006072803	0.0012328307	0.011602605	0.014371897	0.001802717
t	0.0034620282	0.08843871	0.8419122	0.03212836	0.008388907	0.007965092	0.017211437	0.0003704537	0.00012272304
o	0.06260484	0.15255155	0.42895144	0.2237285	0.041218944	0.020663256	0.04045645	0.022192007	0.007632893
r	0.01542283	0.022432014	0.80032325	0.07201181	0.035115886	0.010602519	0.021472652	0.0059602526	0.01665871
ì	0.007900922	0.003343451	0.8616323	0.03508865	0.035840165	0.046303473	0.0052048652	0.002162632	0.0025235696
s	0.0006029965	0.004361651	0.750041	0.20354697	0.02839752	0.008516636	0.004222485	0.00019451724	0.00011613538
o	0.0022411454	0.010000527	0.50608265	0.3486099	0.052942254	0.0064206426	0.016728655	0.023348927	0.033625323
n	0.0024840836	0.0172879	0.49538863	0.29467916	0.05765393	0.052600667	0.06902839	0.0077008195	0.0031764489
t	0.014276097	0.0008968279	0.41307232	0.34468573	0.15683125	0.05421947	0.009724874	0.0047469595	0.001546531
a	0.005410435	0.0051343944	0.0742639	0.7950899	0.050785348	0.0034768742	0.034340642	0.025637481	0.0058610262
e	0.004213535	0.013222294	0.100727215	0.57622695	0.21979582	0.04230515	0.039111074	0.0033799314	0.001018165
m	0.06424115	0.027273992	0.024956886	0.3141313	0.39664042	0.0356296	0.059863966	0.007912565	0.06935013
a	0.0334511	0.001920443	0.014358587	0.8147656	0.104688875	0.021591555	0.0046790815	0.0034104632	0.0011343394
n	0.0021951739	0.031178758	0.02450419	0.38406032	0.31855345	0.03263381	0.18260393	0.01553583	0.008734464
t	0.020029401	0.00045525163	0.010536449	0.102440946	0.5266138	0.32001993	0.008023945	0.007177307	0.0047029746
e	0.0006520092	0.0023532785	0.0036813398	0.4333304	0.5097524	0.02773325	0.015465503	0.006311041	0.0007207765
ì	0.0022842742	0.01091354	0.0092772115	0.049562216	0.52054167	0.3051722	0.085211955	0.013942132	0.003094882
t	0.0013009056	0.004475061	0.0039277803	0.0017719145	0.17939542	0.7907933	0.012748365	0.0019498433	0.003637418
s	0.00021520714	0.00031703163	0.0025541994	0.018195841	0.64775103	0.27483472	0.039891906	0.015208714	0.0010313076
e	0.00017563974	0.00486534	0.0010219653	0.046026327	0.3730553	0.07785702	0.1585795	0.29358506	0.044833817
r	0.0013205715	0.0041639768	0.0045277975	0.003304412	0.08486883	0.6688783	0.17828873	0.050731707	0.0039155087
e	0.011264322	0.00038139062	0.00039067995	0.025360199	0.21979092	0.54845226	0.09324126	0.0921839	0.008935013
k	0.0029380901	0.026039446	0.003861006	0.020192763	0.07127096	0.093910985	0.7079271	0.06857857	0.005281012
a	0.07066023	0.0017455403	0.0005053471	0.01606331	0.13094757	0.35021335	0.27922142	0.13958761	0.011055642
v	0.0019165545	0.018849349	0.0036245491	0.010766775	0.046549123	0.07352642	0.775155	0.067919746	0.0016925242
r	0.04737452	0.00255374	0.0010327401	0.0051421295	0.033985265	0.2613062	0.36511335	0.270294	0.013197954
è	0.00019995704	0.00378286	0.0011652228	0.0017494328	0.06413905	0.065974064	0.35266843	0.50070375	0.00961723
c	0.00013311634	0.0008221409	0.00070554396	0.00022867398	0.0042214394	0.04570197	0.330027	0.61080104	0.0073590605
h	3.2350497e-05	0.0001871797	0.00012014636	0.00014646199	0.011399985	0.016001942	0.22698016	0.7229144	0.02221729
i	2.6957054e-05	0.00062536687	5.3888536e-05	0.00027623549	0.0020623473	0.0041367416	0.26896736	0.60161746	0.12223358
</S>	0.0057672765	0.016641304	0.02421265	0.00373786	0.015333361	0.2114133	0.21414101	0.4599061	0.04884722
