 	mi	si	gonfiò	il	dito	</S>
m	0.95557034	0.023122592	0.011009482	0.0007799721	0.0074022515	0.0021154187
u	0.090070486	0.01768906	0.09855652	0.004125218	0.44063258	0.3489262
p	0.20909405	0.20335904	0.34452975	0.0071419165	0.1385435	0.097331785
r	0.0055582314	0.48276964	0.40467685	0.004494321	0.10031674	0.00218416
ì	0.010991092	0.84655046	0.09499777	0.0204488	0.0049221367	0.022089606
s	0.014552423	0.42365995	0.5236693	0.024110794	0.010715246	0.0032922844
t	0.0021549165	0.41090277	0.47157297	0.04579951	0.027527496	0.042042296
i	0.008959185	0.18077879	0.35929877	0.017991949	0.008290973	0.4246803
t	0.100382335	0.11756943	0.18591103	0.34322572	0.1526705	0.10024098
o	0.00041124586	0.0035756999	0.030688245	0.7147722	0.18035749	0.07019513
d	0.1819278	0.10902861	0.15314394	0.053632505	0.32706013	0.17520697
à	0.00023747445	0.00043273013	0.0016018722	0.34291193	0.625389	0.02942701
t	0.055521585	0.025897356	0.078347355	0.07822536	0.7290401	0.032968283
t	0.00047986303	0.00033263874	0.0020331035	0.06983611	0.91147196	0.015846433
i	0.0039741574	0.00235326	0.0063735438	0.008857444	0.033446632	0.944995
l	0.051673084	0.019894304	0.03260543	0.04539577	0.610229	0.24020238
o	7.8546174e-05	0.000101646685	0.00016090045	0.060043357	0.82936144	0.110254034
</S>	0.15740888	0.09159623	0.10530201	0.016912505	0.4439458	0.18483458
