 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.9198833	0.07302715	0.0031246124	0.0010182961	0.00019190852	0.00043959523	0.0005711012	0.00028647674	0.0004405912	0.000668301	0.000348648
p	0.059262805	0.82935834	0.017524794	0.0060447045	0.0031914047	0.0009559151	0.0011013182	0.0018423303	0.01053794	0.04813187	0.022048566
e	0.0011284831	0.9824631	0.0075045438	0.0009942952	0.00015889353	0.00010261227	0.00023022284	8.2139384e-05	0.00043948102	0.0024923335	0.0044038794
t	0.0044861925	0.9484779	0.023519568	0.0013567582	0.0031586967	0.0009390271	0.0038758279	0.00029217682	0.0026475466	0.000810541	0.0104357395
à	0.00021571212	0.95534635	0.035590213	0.002991525	8.515984e-05	0.00013441317	0.00027972276	8.107322e-05	0.0004366946	0.0030775026	0.0017615383
c	0.0012659727	0.9619874	0.035550416	0.000566205	0.00016192476	3.0382662e-05	0.00014541125	7.519548e-06	6.896223e-05	9.940435e-05	0.000116425996
i	0.0030442495	0.66721773	0.31348068	0.012615157	0.00019416076	0.00021097387	0.0014537718	2.6539728e-05	0.00011938101	0.0013302601	0.00030717105
a	0.010015319	0.24158573	0.66013265	0.07877422	0.00043038375	0.0027315274	0.0032612898	0.0007882547	0.0011534243	0.0006080861	0.0005191087
k	0.02198876	0.10337606	0.5654208	0.11058357	0.10502353	0.011018369	0.0060104183	0.0016744565	0.012940543	0.010765993	0.051197488
è	0.002785169	0.058810186	0.62948674	0.24492408	0.016786238	0.0034742327	0.010157187	0.0006868588	0.0017505971	0.027899545	0.0032391304
c	0.018545743	0.032046843	0.5960504	0.30602893	0.011102782	0.01465386	0.010423168	0.0012946166	0.0045017563	0.0024276958	0.002924242
c	0.0012530205	0.009132342	0.51804036	0.42513308	0.0118207615	0.022046823	0.0035876485	0.0004174254	0.0008868069	0.007422266	0.0002595331
i	0.001735118	0.000930136	0.15488473	0.27000308	0.3751812	0.10479465	0.040401917	0.0087710135	0.032315236	0.010326726	0.0006561538
a	0.011076494	0.010325481	0.044641722	0.20314357	0.007996758	0.6319394	0.037515763	0.015042082	0.023651706	0.014424996	0.00024202946
f	0.04128694	0.035822157	0.06913457	0.03453231	0.04984052	0.44383034	0.019349998	0.023967167	0.092686914	0.025871376	0.16367774
o	0.014235081	0.012396572	0.042101342	0.022840515	0.19440381	0.2987638	0.22879262	0.010260226	0.012215065	0.15402175	0.009969241
r	0.012124243	0.02707244	0.11548471	0.04542578	0.0026859026	0.67004246	0.016317777	0.035472788	0.015358948	0.013508561	0.046506427
à	0.0015862641	0.0025777041	0.0038909332	0.0036199186	0.018883418	0.21034405	0.6225158	0.05130419	0.006218568	0.06826201	0.010797186
e	0.0016013669	0.004573913	0.012791457	0.016066222	0.001144792	0.7665446	0.105627805	0.0449941	0.010279915	0.031343244	0.005032612
n	0.0017378656	0.0027767413	0.010828105	0.010386308	0.00068271067	0.36048302	0.030061344	0.5063653	0.01566704	0.04917236	0.01183913
d	0.0013382722	0.0014536342	0.0037834921	0.0028831025	0.0020217919	0.16310388	0.62905765	0.115940675	0.005914247	0.07350405	0.0009992911
ì	0.0010611261	0.00093114184	0.007040606	0.006880834	0.0017321936	0.5823379	0.08535322	0.24346378	0.027117686	0.041937184	0.0021443525
n	8.1897015e-05	0.00023308539	0.00047877402	0.0009551448	0.00027142392	0.08288718	0.08463212	0.7691254	0.04436447	0.016778773	0.00019176464
n	6.13341e-05	0.00021165767	0.0006635236	0.0010085823	0.0041512013	0.32578447	0.33911863	0.2703941	0.025992548	0.02817047	0.0044435067
o	8.773726e-05	6.327003e-05	0.00072289567	0.0008465849	0.00897046	0.075074114	0.057271056	0.56809527	0.043557975	0.013722238	0.23158841
t	0.0007627928	0.002649924	0.0053243446	0.010899739	0.0013864114	0.051456366	0.013991445	0.6912536	0.1352102	0.07900024	0.008064989
t	0.00028881922	0.00021782826	0.0005431073	0.00034168144	0.009660497	0.012052173	0.33222497	0.37972286	0.08640589	0.1695716	0.0089705875
e	0.00046852924	0.0005690877	0.003437133	0.003257446	0.0053158347	0.016663201	0.056993775	0.5900684	0.13299698	0.060704656	0.12952493
p	0.00065979466	0.0015691537	0.0041547813	0.00727643	0.0011429802	0.035416473	0.013066259	0.6021851	0.22028337	0.10512424	0.009121375
ù	0.00031810155	0.00015615758	0.00046801573	0.00022583273	0.012598417	0.0023181543	0.16264476	0.25203013	0.27259615	0.27203175	0.024612539
r	9.1772185e-05	0.0003129467	0.0015140455	0.0027749178	0.00015940309	0.0051016067	0.004796883	0.15878747	0.6426528	0.1828445	0.0009635742
u	3.534885e-05	0.000116738964	0.00043833323	0.00059237686	0.0007142929	0.004813848	0.030043803	0.34373802	0.49392885	0.11617628	0.009402103
m	0.0033401076	0.008516113	0.011965185	0.024747793	0.004223512	0.026333401	0.027219249	0.068616346	0.46759853	0.34153974	0.015899993
a	0.0009117143	0.00026439305	0.0023875013	0.0011103913	0.03676449	0.0056940014	0.014990337	0.2715823	0.5125535	0.054507326	0.09923392
n	0.0019293672	0.0019742055	0.008653444	0.019464737	0.0013570735	0.018087069	0.0035135685	0.030819958	0.24157101	0.6707094	0.0019202231
e	0.000326146	0.00014624957	0.00045943062	0.00014182445	0.01575623	0.00029199955	0.0072797723	0.014101007	0.40873268	0.4594782	0.09328645
c	0.0006190511	0.0005558323	0.003258385	0.0045486162	0.00070288946	0.006710342	0.005239706	0.010852321	0.1258338	0.8411443	0.00053477444
h	0.00060138205	0.00015045538	0.00059714407	0.00016687272	0.011539939	0.00031541972	0.0062934686	0.0035532387	0.274163	0.44743356	0.2551855
à	0.0007168381	0.00083466555	0.0024518445	0.0012930988	0.0059759305	0.0043501863	0.004744325	0.02906465	0.19926865	0.4297265	0.32157326
t	2.6758262e-05	8.721066e-05	0.00027360403	0.0006655623	0.0010307978	0.0020376074	0.0011675025	0.009785788	0.035062056	0.946997	0.0028661059
u	8.763302e-06	1.0160229e-05	3.1185533e-05	5.177945e-05	0.0008640721	8.7778346e-05	0.0007263904	0.002682916	0.14506702	0.67639816	0.17407179
