 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.9552602	0.0041620377	0.020988986	0.011102462	0.0019480161	0.005012222	0.0015260603
a	0.96226126	0.0027080367	0.005781554	0.0041103764	0.001957933	0.004704442	0.018476447
n	0.97657645	0.008074258	0.002567699	0.0032824334	0.0077039083	0.0008309223	0.00096446875
o	0.6686995	0.13141869	0.1269537	0.049883276	0.008445426	0.0069444478	0.007654915
n	0.93034816	0.016661605	0.005680686	0.0075046504	0.0045794803	0.0019399155	0.033285324
ò	0.059146836	0.44201726	0.40193045	0.054459166	0.015651517	0.012723609	0.014071373
n	0.7783587	0.17108421	0.021850629	0.021886239	0.003143153	0.0004096947	0.0032674507
t	0.15780593	0.80120426	0.024277445	0.0072019864	0.006636008	0.00075484015	0.0021195186
a	0.01371034	0.76172984	0.021525795	0.0031802384	0.09400622	0.08855451	0.017293077
t	0.016938679	0.8422376	0.10012168	0.008527801	0.030711945	0.0011226129	0.00033971123
e	0.00592743	0.3837211	0.5390076	0.05029235	0.013855308	0.0055205217	0.0016756204
s	0.07780564	0.25571737	0.48034954	0.04344611	0.08562773	0.01016122	0.04689244
m	0.0015283596	0.02544247	0.9120571	0.048814453	0.0082360245	0.0021550036	0.0017665392
à	0.12666623	0.4689006	0.2875285	0.060069293	0.036498453	0.018418271	0.0019187281
n	0.0040357965	0.051582687	0.9018551	0.015924087	0.022525964	0.0032735812	0.00080283475
t	0.0021521223	0.12421805	0.803267	0.015092032	0.014424161	0.032894745	0.00795188
e	0.0017169359	0.046284694	0.3187315	0.0056602503	0.11674663	0.34329617	0.16756389
a	0.013297135	0.047357358	0.35895446	0.07926241	0.4409112	0.055135116	0.005082332
n	0.04655224	0.018423127	0.31693923	0.18190542	0.2981586	0.021779817	0.11624159
o	0.00448642	0.0018366021	0.16195376	0.68042415	0.10793061	0.03782545	0.005543012
ò	0.0042278515	0.007612397	0.079114445	0.32142994	0.53390414	0.032419432	0.021291861
k	0.0026053987	0.0028112156	0.040350534	0.3758613	0.48525113	0.041601103	0.051519357
a	4.9684615e-05	0.00013962635	0.008390219	0.22244507	0.5996036	0.16594796	0.0034238275
v	0.0023701459	0.009575055	0.03766298	0.1872957	0.6238592	0.103398114	0.035838712
r	0.006568863	0.0021002907	0.0057764445	0.25386184	0.43812183	0.27867693	0.014893828
è	0.0015166797	0.0014513751	0.00609837	0.033491958	0.31915307	0.60840195	0.029886534
c	0.00012448222	0.00030998208	0.0022312973	0.016883416	0.19135281	0.7804994	0.008598628
h	3.753039e-05	4.4419292e-05	0.0010459082	0.016325058	0.14987718	0.80866975	0.02400018
i	2.1128077e-05	0.000100857374	0.0003683676	0.002872736	0.12076996	0.72253513	0.15333186
</S>	0.0009505836	0.0053474074	0.025835691	0.020882936	0.21589242	0.6197358	0.111355215
