 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.8776984	0.0059433114	0.09731507	0.008356603	0.0044382173	0.0028390212	0.002867054	0.00054235465
à	0.33153203	0.005673356	0.53238493	0.03355797	0.015419861	0.03394101	0.034513004	0.012977837
b	0.0010860707	0.0046174135	0.98943806	0.0025597678	0.0007256515	0.0008235045	0.00053084025	0.00021862096
b	0.0047244756	0.02057183	0.95732015	0.013038016	0.0011443484	0.0012595808	0.0016741264	0.00026744747
e	0.07816073	0.7428717	0.13698664	0.011350608	0.006256095	0.0090417	0.011542055	0.0037904195
t	0.028511383	0.684143	0.25924513	0.019743485	0.0054244227	0.002248602	0.00056994	0.000114032795
o	0.00046499478	0.1600254	0.6013513	0.16647066	0.00910226	0.014791328	0.047250688	0.00054337585
u	0.15086134	0.4752053	0.24437231	0.08041087	0.02398609	0.0071065896	0.002341181	0.015716344
k	0.015756562	0.0072637987	0.09417803	0.7841586	0.031469833	0.008237622	0.006809016	0.052126467
o	0.00030227602	0.0050461707	0.03951317	0.89672494	0.032580107	0.006396169	0.019201433	0.00023568663
r	0.03822931	0.029846083	0.024673423	0.75294757	0.07701199	0.017281663	0.0074438127	0.052566167
a	0.000247068	0.0015009639	0.011825982	0.887618	0.07922958	0.0056091878	0.012975597	0.0009935438
s	0.01168602	0.005403671	0.004324875	0.8609494	0.07805278	0.010708538	0.004985371	0.02388936
ì	0.00015881231	0.000459197	0.0024039538	0.739896	0.21193857	0.016667733	0.027816907	0.0006589145
u	0.0015481723	0.0016138287	0.0005069892	0.5835825	0.3591542	0.03665221	0.0150634805	0.0018785609
è	0.00055776176	0.00066345476	0.0011592421	0.15428522	0.7888513	0.044569995	0.0072056525	0.0027073766
n	0.0005195748	0.00018452869	0.0021051932	0.04272944	0.80455333	0.12015376	0.011250791	0.01850341
a	3.963363e-05	5.0774823e-05	0.00015436178	0.06079864	0.62367207	0.21447565	0.09992647	0.0008824364
n	0.0056780027	0.013993902	0.0006153578	0.07342176	0.620784	0.19822176	0.06356068	0.023724558
e	0.0002611569	9.284175e-05	0.00031115476	0.013632292	0.17337824	0.33288634	0.4767558	0.002682158
à	0.001475214	0.00811603	0.0004845954	0.018713588	0.1874407	0.56636447	0.21148099	0.0059244405
s	0.0006129212	0.0004550263	0.0014530581	0.0117797395	0.10257502	0.6287633	0.23961808	0.014742832
p	4.312525e-06	8.1261915e-06	3.1152955e-05	0.0011798809	0.017581752	0.34876218	0.6306553	0.0017773712
r	0.0003038722	0.0013051936	0.00016604757	0.02223623	0.30389136	0.2483534	0.3848178	0.03892611
o	6.218654e-05	0.00013440328	5.1967323e-05	0.00044671903	0.0063611064	0.23493735	0.39987218	0.35813403
</S>	0.00039551192	0.0052252677	0.00025319518	0.013111295	0.0726012	0.22605783	0.6497632	0.03259254
