 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.73324	0.23947838	0.010185801	0.00349761	0.00035363674	0.00043798104	0.01013889	0.00053821184	0.0006279924	0.00072499365	0.00077647285
m	0.0046897978	0.9685786	0.0047236653	0.004217428	2.3521152e-05	7.506539e-05	0.0011474468	0.0009869674	0.0014641915	0.0064158635	0.007677465
à	0.0069499915	0.7842848	0.12773176	0.0055721435	0.00067105243	0.00042291882	0.009454755	0.0012393143	0.0018174055	0.016740192	0.04511575
n	0.0032294337	0.9462984	0.03940431	0.0037852563	0.0002898687	0.00024921086	0.0043134596	0.00058771827	0.0007872028	0.00045523143	0.0005999098
a	0.0029780788	0.90831774	0.08409075	0.0029808008	3.5246936e-05	4.1928204e-05	0.000801351	6.856067e-05	2.5486876e-05	0.0004899635	0.0001700366
m	0.0058231736	0.6550718	0.300147	0.023298355	0.0004044241	0.0006032911	0.01123261	0.0015821534	0.0009839116	0.00032721166	0.00052593317
u	0.021776404	0.12859975	0.81486696	0.024485696	0.00206391	0.0012863774	0.0024828452	0.0019465825	0.00055665494	0.0010298574	0.0009049471
c	0.013237638	0.17288879	0.6008533	0.15561895	0.0050607636	0.0053722346	0.019919086	0.0043648104	0.0060185287	0.0025698028	0.014096027
e	0.0007474719	0.019187942	0.65961623	0.27181134	0.0020616997	0.0020397254	0.024328807	0.0021604283	0.0006424258	0.015766773	0.0016371784
o	0.019391371	0.022288233	0.654122	0.25348604	0.01314405	0.0068266783	0.008115371	0.0008419024	0.0010896493	0.00070347614	0.019991161
c	0.015068783	0.022384742	0.18694453	0.6772076	0.024249539	0.0027418172	0.046592895	0.0020163788	0.0024188284	0.0042360183	0.016138839
i	0.0027204426	0.0068125157	0.14638557	0.7717052	0.011864757	0.0056941165	0.041685674	0.0018142044	0.0005699076	0.010305213	0.00044230855
ù	0.028605413	0.014574458	0.082862586	0.7531802	0.061790343	0.02420466	0.012389075	0.0034839485	0.0051059383	0.0015565336	0.012246721
r	0.0033140348	0.00418817	0.012693887	0.70249975	0.104271896	0.06010104	0.058637783	0.02414668	0.013455114	0.0050240667	0.011667466
i	0.0003503618	0.00040915943	0.0074489713	0.6629408	0.18352248	0.12294132	0.009489489	0.006002997	0.0018040733	0.0046102908	0.00048003465
m	0.01436077	0.02298887	0.025899034	0.19799292	0.23930886	0.24689145	0.11090634	0.094291225	0.015562967	0.01727383	0.01452366
u	0.013969624	0.0009095194	0.0038785515	0.13575795	0.5562459	0.2469515	0.007522935	0.022748793	0.0066068056	0.004081444	0.001326944
e	0.022322724	0.04243005	0.044930264	0.17486598	0.072480276	0.1429002	0.24187908	0.16740035	0.041506026	0.027405886	0.021879222
p	0.030805822	0.008081338	0.015171529	0.044318035	0.047267195	0.07495597	0.59341764	0.099679105	0.03344898	0.008126683	0.04472768
ì	0.030795265	0.003920384	0.0073489184	0.06837956	0.026726717	0.10183365	0.69997096	0.04458684	0.0019798416	0.013769798	0.00068809144
t	0.0020371196	0.0018896373	0.006517254	0.022210568	0.009522367	0.042705562	0.7642642	0.13242346	0.01295966	0.0035267656	0.0019432678
t	0.000693546	0.00023650369	0.0009834699	0.017953781	0.14562194	0.15261595	0.38617894	0.24323863	0.028997373	0.019939374	0.003540581
a	0.0025190427	0.00034783862	0.0010467008	0.0014198665	0.120333925	0.35193685	0.036515057	0.25207838	0.11484852	0.051920287	0.067033485
n	0.0011156701	0.0029734592	0.0036278528	0.0041927355	0.010815053	0.036164448	0.3573956	0.5033918	0.048261028	0.029868014	0.0021943322
e	0.005035414	0.0006304661	0.0004755961	0.0016482767	0.017449247	0.0731729	0.35060287	0.29629126	0.04761416	0.19879434	0.008285454
m	0.015992545	0.008103286	0.010667701	0.0068312655	0.012967539	0.019250331	0.300326	0.367865	0.08644943	0.15062375	0.020923128
à	0.09167376	0.0021993162	0.004679769	0.0022279613	0.030974142	0.041647065	0.10570766	0.5570294	0.11693321	0.035742	0.011185663
i	0.0002618583	0.00036997843	0.0006373491	0.0012024799	0.0012629722	0.0018959024	0.14027826	0.54679143	0.26479813	0.041557074	0.0009445482
s	0.054274138	0.0127636315	0.029877769	0.045037355	0.04237977	0.106007844	0.23782298	0.27664733	0.057371937	0.12387741	0.013939778
i	0.08904302	0.0033331083	0.007898085	0.0047474736	0.0050760186	0.01283472	0.12673548	0.3802317	0.17300865	0.19280055	0.0042912066
n	0.015772296	0.012884855	0.021373114	0.015143231	0.0044795265	0.011025069	0.1484787	0.3796582	0.1690139	0.21787594	0.004295128
G	0.033616856	0.0044384073	0.0019504173	0.00065360084	0.001342729	0.0048911725	0.01722955	0.088654295	0.20356454	0.6181707	0.025487768
r	0.0053394875	0.0029148192	0.006940401	0.006018616	0.003649427	0.03349234	0.07687839	0.61789465	0.11660172	0.12789021	0.0023799683
è	0.0011386002	0.002016699	0.0017525303	0.0009983369	0.0016091865	0.0028700326	0.011307836	0.06167985	0.22637294	0.42695293	0.2633011
c	0.00018571576	0.00025596897	0.00055801804	0.00087250967	0.0038551453	0.004826433	0.018770441	0.07102551	0.50667876	0.38377488	0.009196614
i	0.00021263829	5.071039e-05	0.00016459903	0.0005516572	0.0011490869	0.001725902	0.020838585	0.17799819	0.57656235	0.15414555	0.06660072
a	0.0062172012	0.011870684	0.011750021	0.009729509	0.036899585	0.033612408	0.04346584	0.07254625	0.14075178	0.6231404	0.010016315
</S>	0.20394003	0.016736595	0.04495603	0.026302764	0.05186008	0.21836162	0.071001634	0.17534997	0.07653483	0.09538075	0.01957575
