 	credo	che	stanno	ancora	svegli	</S>
p	0.9947702	0.003011109	0.000732508	0.00036720338	0.00054221496	0.0005767259
i	0.9901544	0.0035691683	0.00048031428	0.00047435393	0.0012433651	0.0040783132
s	0.9690625	0.025986906	0.0021652863	0.0016953949	0.00086018327	0.00022982845
t	0.2986723	0.6535158	0.028111432	0.0033474974	0.0033683125	0.012984625
è	0.38723296	0.558909	0.037893515	0.0077955085	0.0065226844	0.001646306
o	0.029511917	0.9330779	0.031787183	0.005530312	7.07812e-05	2.1946867e-05
k	0.11523108	0.7293828	0.07017164	0.039885502	0.013155179	0.032173753
a	0.010489619	0.683103	0.2352635	0.0019627227	0.06237261	0.006808562
s	0.06491521	0.23672149	0.6075998	0.08562622	0.0021460636	0.0029911757
t	0.006253528	0.07547518	0.80940944	0.012315941	0.07473844	0.021807425
è	0.012515506	0.15021625	0.80927646	0.018243501	0.0072234822	0.0025247717
o	0.0044290773	0.016210381	0.82779646	0.14932343	0.0016727664	0.00056794024
n	0.04741109	0.039587837	0.22478469	0.5423792	0.0226067	0.12323044
e	0.0020282161	0.0037319087	0.047878325	0.029146396	0.9093741	0.007840958
a	0.022812447	0.014406289	0.15041082	0.8002467	0.004243503	0.007880151
n	0.020249719	0.0061583626	0.0074106213	0.08084191	0.8078819	0.07745739
k	0.00160017	0.0007911967	0.0014445024	0.009943626	0.98041797	0.0058025825
ò	0.17839736	0.15282838	0.26174212	0.3470323	0.050035704	0.009964075
r	0.0028673469	0.0025761283	0.0168804	0.9248251	0.0386022	0.014248905
a	0.0005696055	0.00025286747	0.0036610921	0.16062693	0.8184001	0.016489424
a	0.05495441	0.029937737	0.21973243	0.6634909	0.005758453	0.026126076
t	0.1096276	0.08312815	0.16505261	0.26387718	0.275839	0.10247543
s	0.06280367	0.044449184	0.052444864	0.062323872	0.6770947	0.100883774
ù	0.0506602	0.053344358	0.12675315	0.7135926	0.016540436	0.039109312
n	0.0268308	0.017152807	0.13826074	0.5263313	0.07397909	0.21744527
n	0.0028704451	0.0013079371	0.004677649	0.021754935	0.74830717	0.22108191
i	0.0038768896	0.0042249826	0.022022994	0.098948546	0.07435675	0.7965699
t	0.06943107	0.034613892	0.27069494	0.42907494	0.13720062	0.058984485
i	0.00061002566	0.0004936274	0.0010920742	0.0016690665	0.21043396	0.7857013
</S>	0.20157868	0.1519564	0.25270998	0.3313413	0.018129911	0.04428368
