 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.8786696	0.005867716	0.09313559	0.007872349	0.0074968254	0.0062080547	0.0007498029
o	0.794219	0.0083383	0.16363138	0.0042080865	0.007176416	0.0038721818	0.018554663
n	0.30086493	0.0028644318	0.4364806	0.057513095	0.1431434	0.04305723	0.016076364
à	0.00036514254	0.012497513	0.9772356	0.0044709835	0.0016049534	0.0036607403	0.0001651097
b	0.042843003	0.0054335976	0.9291283	0.0074068476	0.011846503	0.0019897071	0.0013519013
b	0.007267071	0.07132047	0.87280405	0.024702152	0.013428271	0.009532255	0.0009457326
e	0.030779475	0.85782605	0.07220231	0.0067490744	0.0077697965	0.011741758	0.012931526
t	0.028527668	0.7922979	0.14866924	0.023337819	0.0055805277	0.0013160347	0.0002707787
o	0.0002204788	0.08797266	0.44962472	0.33386102	0.035033982	0.09237119	0.00091597595
a	0.17552274	0.3756134	0.1132813	0.21031734	0.048467312	0.01358362	0.063214324
t	0.012362201	0.0045996173	0.0454163	0.81376797	0.05729975	0.018503176	0.04805106
s	0.00023581131	0.001159236	0.014006071	0.884333	0.045814842	0.054154295	0.0002967051
è	0.006212224	0.023155726	0.014255837	0.787373	0.082885936	0.08454921	0.0015681487
k	0.0030499096	0.019415593	0.0018415872	0.8924034	0.064238444	0.018615166	0.00043583382
o	0.00025152392	0.005846573	0.0021289615	0.7554359	0.0761753	0.14104076	0.019120894
r	0.027651804	0.052649997	0.0013376513	0.4290047	0.23692635	0.12208736	0.13034207
à	3.6041532e-05	7.363173e-05	0.0005934952	0.24970242	0.2713092	0.47747505	0.00081016496
s	0.00055966206	0.001386648	0.00017944857	0.11921175	0.6874747	0.1886998	0.002487967
i	7.739674e-05	0.0002815643	8.049906e-05	0.1253419	0.4309962	0.43223786	0.010984539
t	0.009051638	0.03795498	0.0009663476	0.068611376	0.47261804	0.35843974	0.05235792
è	2.0366138e-05	1.3050449e-05	4.6548143e-05	0.0027530985	0.15423517	0.84160095	0.0013308144
l	5.497623e-05	0.00037751923	0.00012675785	0.0077972175	0.3619237	0.62766033	0.0020594865
i	3.4560321e-06	2.048652e-05	1.2605235e-05	0.0015283948	0.10556243	0.88752586	0.0053468025
à	0.0089856135	0.06767681	0.00260406	0.06410932	0.2187818	0.6171254	0.020717008
s	0.00035044493	0.0007998152	0.0009438986	0.032969814	0.1519907	0.8100197	0.0029257003
p	2.776468e-06	5.6533413e-06	2.2107737e-05	0.00048531799	0.009379029	0.98542976	0.004675323
r	0.0002362112	0.0013870404	0.00019246187	0.0140113635	0.19199413	0.7675526	0.02462617
o	1.4904201e-05	3.3952725e-05	3.3076412e-05	0.00015582042	0.0044940184	0.4755068	0.51976144
</S>	0.001265397	0.01870074	0.0019100548	0.058663506	0.09665482	0.67861557	0.14418992
