 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.9823449	0.0122527685	0.0012931627	0.0005457885	0.00031394497	0.00032711617	0.00030223627	0.00032700482	0.0006533467	0.0006297475	0.0010099415
r	0.9510925	0.04652358	0.0003112706	0.00013317824	5.2757347e-05	6.40414e-05	0.0008848866	0.00015234109	0.00073249434	4.6825946e-05	6.1845185e-06
t	0.8655838	0.112734556	0.008547353	0.0034691852	0.00014018251	0.00018378871	0.005021132	0.00030521926	0.003758761	2.645476e-05	0.00022952807
e	0.048043665	0.11059038	0.12803055	0.07145623	0.06735763	0.04411443	0.054771226	0.035151422	0.39825004	0.03940221	0.002832255
n	0.012350834	0.86537826	0.061945446	0.017582042	0.0011821173	0.0011954416	0.022445539	0.0024883335	0.014283072	0.0010385672	0.000110287365
a	0.21995297	0.64549917	0.10512503	0.012064287	0.00034760794	0.0002446193	0.007092346	0.00041192817	0.008492426	0.00019602763	0.00057358545
i	0.00089827576	0.838381	0.09552558	0.025852324	0.0011323331	0.0012662718	0.025760183	0.0018594112	0.008602227	0.00046402722	0.00025829714
v	0.0127047105	0.5291944	0.3451585	0.03896397	0.010916909	0.008384113	0.014630126	0.006116792	0.020053558	0.005667697	0.00820925
ò	0.006190234	0.45556134	0.5066841	0.020403136	0.0018884657	0.0010199583	0.00513671	0.00062241737	0.0012884041	0.00062499475	0.0005801413
s	0.0012033716	0.3441803	0.541836	0.08332596	0.0024292099	0.0019185302	0.016099367	0.0018921441	0.0041995887	0.0026791317	0.00023637741
t	0.00015036049	0.11513533	0.5595461	0.2859515	0.0062846993	0.0038632194	0.009179002	0.001996499	0.014787864	0.00094410754	0.002161267
e	6.469909e-05	0.0073497226	0.41634628	0.14948666	0.17923377	0.08466981	0.017401988	0.030379647	0.034886368	0.06216965	0.018011395
s	0.000117372314	0.003908981	0.10962559	0.8279458	0.0033990622	0.0029427123	0.023554852	0.002332931	0.024772715	0.0012243395	0.0001756032
t	0.001382739	0.0050924723	0.26816392	0.574743	0.09646017	0.032482117	0.0115851695	0.0022136942	0.0056738053	0.0011323444	0.0010705449
u	0.00011250096	0.0045440285	0.12896474	0.39709392	0.25157085	0.109824486	0.042551473	0.014573568	0.039242018	0.009379736	0.0021426296
d	6.2348154e-05	0.0013889403	0.011566636	0.94388247	0.0051063476	0.0052334643	0.013708245	0.0022148811	0.015504794	0.0011490926	0.00018270662
i	0.00094063784	0.0008869947	0.023244362	0.58148104	0.24494116	0.1145164	0.020618457	0.0060217017	0.0037692639	0.0013189339	0.002261017
è	0.0018422251	0.022710089	0.03637582	0.568773	0.097882405	0.14205818	0.04716879	0.0163072	0.019099224	0.014449841	0.033333264
o	0.0010348401	0.00082960684	0.0027084101	0.8487599	0.02759937	0.05654179	0.03333668	0.022390438	0.004482561	0.0015938822	0.00072243926
n	0.003993352	0.0042001065	0.010682745	0.6648387	0.033823382	0.10409384	0.05881672	0.056790058	0.010200241	0.0063095973	0.0462513
a	0.00019901876	0.00029475795	0.0019750078	0.54804486	0.11543795	0.23629332	0.032412946	0.049722843	0.013604177	0.0016513048	0.00036375888
n	0.0019115664	0.012441629	0.041974384	0.2760037	0.01408859	0.036828365	0.38032138	0.06403989	0.12475759	0.01994755	0.027685411
a	0.0002867276	0.00038554505	0.0023661053	0.12919466	0.20496714	0.32432592	0.17391685	0.1323382	0.028791368	0.0014234938	0.002003986
m	0.002987005	0.020206643	0.029566953	0.045351755	0.005987239	0.015844313	0.71181375	0.09807317	0.042273145	0.015301524	0.012594507
à	5.9697348e-05	0.00095173594	0.002061157	0.019757418	0.14944433	0.2044859	0.2790031	0.30837923	0.01900596	0.013661094	0.0031903402
s	0.00074192317	0.0021001648	0.0046562366	0.008286265	0.0036694515	0.0065927603	0.7615603	0.16730425	0.036468677	0.007292476	0.001327566
o	9.3044706e-05	0.00017290568	0.00046376814	0.02002701	0.082551494	0.22425082	0.12276745	0.30440924	0.04924481	0.19251195	0.0035075499
n	0.0013892025	0.009963036	0.016972974	0.025554916	0.007328525	0.007097244	0.57843465	0.12689441	0.15614334	0.04667375	0.02354794
a	8.342399e-05	0.00014894729	0.0006449787	0.014216308	0.050445803	0.12616707	0.21169156	0.50983524	0.07540431	0.009203862	0.0021584774
d	0.0017907633	0.013883385	0.01795609	0.016044233	0.0027691587	0.0023802328	0.7615747	0.03232642	0.12036067	0.022254234	0.00866009
i	0.0001302283	0.00037897044	0.0019609858	0.005108359	0.029601365	0.041958246	0.33333328	0.3508104	0.22207764	0.010802846	0.0038377033
v	0.0025099847	0.012312209	0.022914547	0.0121382335	0.0050981515	0.004283282	0.69973993	0.047549244	0.14211172	0.04645516	0.004887511
e	0.00013685119	0.00048752822	0.0030648569	0.006665087	0.016950786	0.019173779	0.20192713	0.17938417	0.54895306	0.018945018	0.004311698
n	0.005036633	0.016229335	0.04680224	0.019169383	0.0088799205	0.007460857	0.45081404	0.05117501	0.28792092	0.10302077	0.0034909006
t	4.3147887e-05	8.319853e-05	0.0013467517	0.0028734552	0.010926821	0.0067201583	0.034980536	0.061256822	0.8618669	0.011269435	0.00863287
è	0.00022787767	0.0011297493	0.0031524904	0.004697896	0.0136260465	0.01545547	0.11337175	0.14255224	0.5149469	0.16888057	0.02195906
s	0.00039037655	0.0004248056	0.0021614623	0.0070651257	0.0017080167	0.0013614452	0.028301798	0.006335105	0.7423052	0.20515405	0.004792625
s	3.569945e-05	3.034055e-05	7.604349e-05	0.00017214224	0.0020612467	0.002877403	0.013607044	0.03716794	0.092597194	0.84344524	0.007929751
o	9.983388e-05	0.00047866412	0.0012218332	0.00087401044	0.0103736	0.010319302	0.039579812	0.067944944	0.087936014	0.38133168	0.3998403
m	0.0020670965	0.0053174053	0.02991072	0.066691265	0.011638714	0.008159944	0.03885564	0.017236141	0.52263623	0.28376323	0.013723653
a	1.1913937e-05	5.0509054e-05	0.00020844275	0.000699752	0.013790608	0.010623912	0.0047418037	0.030810732	0.100454524	0.7979269	0.040680826
è	0.012062745	0.025927018	0.079967044	0.047877334	0.07735522	0.041066207	0.21816827	0.07895441	0.1283111	0.2867087	0.0036018868
s	0.010120936	0.010393195	0.056884713	0.06568476	0.031369276	0.020800052	0.043263122	0.018397104	0.5929988	0.13550738	0.0145806745
t	5.7268328e-05	4.0121406e-05	0.000120841585	9.8145094e-05	0.002414878	0.0024575242	0.002290327	0.0053788056	0.043356996	0.9412913	0.0024939354
r	0.00020582374	0.0005430004	0.0019781883	0.0012153647	0.016728278	0.015102684	0.046878543	0.096833445	0.087066986	0.65094	0.08250769
a	3.504669e-05	3.057993e-05	0.00015968918	0.00046355635	0.0011354127	0.00088971923	0.0014511981	0.0036783037	0.14058782	0.66806734	0.1835014
</S>	0.00636127	0.012755378	0.04197163	0.10125829	0.014810912	0.012988914	0.0692425	0.019552736	0.37691814	0.32084072	0.023299469
