 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
e	0.8635857	0.12392868	0.0068470873	0.0006396287	0.0013345266	0.00012824166	9.6972646e-05	0.00011120831	9.33318e-05	2.7787659e-05	9.5994e-05	8.447947e-05	5.228618e-05	8.822044e-05	4.5783574e-05	8.9106674e-05	3.9459177e-05	6.589754e-05	6.8646485e-05	4.797798e-05	9.6519994e-05	0.00021403159	4.081418e-05	0.0004310845	0.00082555687	0.00092096557
v	0.9319673	0.038928088	0.0014683641	0.00015284355	5.3480875e-05	5.861962e-05	6.440292e-05	0.00021306083	0.00013224379	0.00013077592	0.00020825792	0.000114428476	0.000106575484	0.00017503239	0.0002384603	0.000106512685	0.000106574465	5.4863183e-05	0.000105349514	5.7111392e-05	0.00080137467	0.005718688	0.006312781	0.0034993063	0.0036884618	0.0055369944
ò	0.5062161	0.44843313	0.027906183	0.0006052985	0.00030877584	8.760119e-05	0.00018244516	0.00074309274	0.0001573347	3.015533e-05	0.00012644622	0.00027052866	0.0001596687	0.00029268872	0.00014199143	0.00031155453	5.6247114e-05	0.00015247222	0.0003553859	0.000108136934	0.006451427	0.00046213745	0.00031418918	0.0011746581	0.0008101504	0.004142228
o	0.35146186	0.61506176	0.024175523	0.0012691364	0.00024203134	0.00014298744	6.443597e-05	7.817578e-05	0.00014683057	0.00023258607	0.00013229903	7.314801e-05	2.9032515e-05	0.00021182737	9.1528105e-05	1.4080439e-05	0.00013500493	1.0106431e-05	1.2606141e-05	1.0965574e-05	0.000107389336	0.0015824361	0.0030177988	0.00042164285	0.0002682659	0.0010066258
s	0.048460916	0.35909522	0.17723984	0.009053694	0.0021567615	0.0006995149	0.00065779174	0.001700263	0.0015621325	0.0029938	0.0045352257	0.0019998203	0.0011866308	0.0039336085	0.0059248027	0.00058884104	0.0073951096	0.00031412492	0.00026224778	0.0004908984	0.0008479166	0.093177214	0.1992858	0.020266881	0.010970806	0.04520014
p	0.007027492	0.3255777	0.61789817	0.032442294	0.0067932415	0.0002462478	0.00014570607	0.00027987082	0.00014857519	3.8896902e-05	0.00011479402	0.00018213103	7.401679e-05	0.00020850482	7.4882126e-05	0.00015896269	7.679643e-05	7.68039e-05	0.00019919458	5.253113e-05	0.0041208356	0.0004253119	0.00043329134	0.0012725106	0.00044888444	0.0014823715
ì	0.0020263488	0.1542772	0.694533	0.12968563	0.0062890328	0.0037351653	0.00029969375	9.60583e-05	0.0005452463	0.0007611881	0.00018218391	0.00015203856	6.315248e-05	0.00030267364	7.876486e-05	3.319249e-05	0.00073491817	2.703074e-05	0.000105055224	4.49324e-05	0.0003541064	0.0019899632	0.0012703085	0.0016085494	0.00049536914	0.00030919514
t	0.002125887	0.028379595	0.5723219	0.3614047	0.030520337	0.0018205139	0.00042884098	0.00034177018	0.00014977175	5.5902507e-05	9.8571596e-05	7.2297626e-05	2.6504667e-05	0.00013295616	1.9225101e-05	2.0582904e-05	9.429046e-05	4.351618e-06	7.892171e-06	4.78894e-06	0.00014723139	0.0004978957	0.0010780558	0.00016974227	3.7570415e-05	3.8916525e-05
i	0.0007869328	0.05718913	0.44918355	0.4191867	0.04597093	0.013429455	0.0025316407	0.000843395	0.0016263897	0.0004983537	0.0005496824	0.0006502225	0.00018316245	0.0005547816	5.9653743e-05	0.00013019054	0.00017706555	8.182865e-05	0.00025610687	7.6244614e-05	0.0048023774	0.00014464147	0.00023542695	0.0002308672	0.00013211797	0.0004891833
o	0.0040673446	0.010985544	0.14740303	0.6518513	0.16250779	0.0075235623	0.0024245568	0.004147008	0.0015154096	0.00024465157	0.0009815275	0.0005659292	0.0005865263	0.0007198699	0.00016504887	0.00043911277	0.00033791564	4.5963032e-05	3.0533156e-05	2.8833405e-05	0.00014015788	0.00053280743	0.0011017986	0.00038514944	6.395067e-05	0.0012047047
