 	avete	fatto	già	le	verdure	</S>
i	0.98919696	0.0069941734	0.00084060966	0.0005911625	0.0008950275	0.0014819859
k	0.028559936	0.943438	0.0010614927	0.0017539854	0.005022016	0.020164533
à	0.08259292	0.7188451	0.07394986	0.017473936	0.076176554	0.030961609
m	0.055542696	0.90845567	0.013386623	0.012029573	0.005993815	0.0045916787
a	0.022103012	0.4968948	0.2047401	0.10158049	0.12618458	0.048497025
t	0.06508046	0.13728695	0.37202582	0.1920577	0.21602093	0.017528197
o	0.004110327	0.02413684	0.7717978	0.05777381	0.14144957	0.00073171564
g	0.078983486	0.016422378	0.39889735	0.15560627	0.20713279	0.14295761
i	0.0072278897	0.0027842915	0.5109812	0.2549158	0.22052577	0.0035650416
à	0.042497475	0.008849567	0.47628626	0.26170102	0.153727	0.05693861
t	0.022556739	0.0022943467	0.039150737	0.5177481	0.41222683	0.0060232077
a	0.0018280413	0.0003226206	0.046129342	0.74488723	0.1946169	0.012215881
l	0.031170476	0.006969807	0.04327871	0.20601259	0.6565539	0.056014407
à	0.0016599145	0.001471716	0.0036765437	0.637406	0.3514081	0.0043778154
c	0.0047917846	0.00074017706	0.007835731	0.069307975	0.91487974	0.0024446503
h	0.001057657	6.400512e-05	0.0018382012	0.06541997	0.9149724	0.016647693
a	0.003662417	0.00075012015	0.0066339783	0.17249984	0.76662093	0.049832672
n	0.008504391	0.01157089	0.009432644	0.071832985	0.8941548	0.004504309
a	0.00074379036	0.0011412308	0.0006321434	0.016355326	0.80282265	0.17830479
</S>	0.041829307	0.016984774	0.053499606	0.32550937	0.55367345	0.008503502
