 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.9920333	0.005519209	0.00041956548	0.00023522878	0.000106956184	0.0010243113	0.0006614365
s	0.99455017	0.0018571846	0.000896609	0.0005566444	0.00011797122	0.00050118286	0.0015201936
ì	0.9462628	0.032378707	0.002790473	0.0025117765	0.00011445324	0.0054933657	0.010448284
ì	0.97325325	0.025238803	0.0005929077	0.0003494098	0.00021589476	0.0002591582	9.050338e-05
s	0.4829304	0.44810784	0.027409881	0.012233569	0.012819253	0.004869674	0.011629363
e	0.040862877	0.91553086	0.03593645	0.0028603952	0.0002016421	0.0035318944	0.0010758288
s	0.04026341	0.694436	0.21305408	0.03208553	0.0035568618	0.015540104	0.001064012
t	0.008373838	0.3573181	0.5201356	0.0329584	0.0015366838	0.07391683	0.0057605864
a	0.006374662	0.26912183	0.5481989	0.03466404	0.10623442	0.02231418	0.013092037
f	0.023943026	0.06691322	0.8374733	0.05036942	0.0064688413	0.014523024	0.00030912235
a	0.0028110908	0.017706737	0.5590623	0.2246601	0.007347351	0.16213578	0.026276631
m	0.038072612	0.077569805	0.45694077	0.25930202	0.012638482	0.037394393	0.11808184
è	0.0037929171	0.022145454	0.5393939	0.2763549	0.07595783	0.04476475	0.03759021
n	0.0029788506	0.005954591	0.17454946	0.7904627	0.017024409	0.0077139754	0.0013160589
a	0.0006573388	0.0041397396	0.17966028	0.7309298	0.063949086	0.009257621	0.011406166
m	0.0076240813	0.014557406	0.08278447	0.6023161	0.1489082	0.13646272	0.0073470175
a	0.0005957114	0.0072891787	0.042958666	0.6610529	0.24832535	0.024193067	0.015585247
i	0.023231782	0.087111756	0.10198995	0.49385288	0.03585114	0.22251947	0.035443008
i	0.016503317	0.036588397	0.016458476	0.3214047	0.100313924	0.4623886	0.04634253
l	0.008324699	0.014296662	0.007904675	0.0666126	0.0045898817	0.8623631	0.03590834
p	0.0011018858	0.0049253562	0.0014916392	0.018173654	0.23121771	0.6828835	0.060206324
a	0.003989034	0.014432933	0.009327712	0.7042125	0.04402176	0.21406546	0.009950725
s	0.008899045	0.018049065	0.027681224	0.08559548	0.029439077	0.80093735	0.029398689
t	0.0002438696	0.001250343	0.00076028745	0.013215262	0.15895289	0.7331692	0.092408195
i	0.0008515823	0.0071574566	0.004469692	0.060978223	0.1567792	0.2873544	0.48240945
c	0.005526935	0.017538244	0.03259381	0.08904018	0.07760009	0.72359025	0.054110523
c	4.4351265e-05	0.00030266878	0.00016657892	0.0020353086	0.04143416	0.5076821	0.44833484
i	0.00013952347	0.0019140593	0.0011687239	0.006603838	0.021142207	0.4637414	0.5052902
ò	0.0031655408	0.004860168	0.010538643	0.04606432	0.010040046	0.9204649	0.004866427
t	0.0005814022	0.004434291	0.0016758682	0.004256724	0.00069455977	0.9816414	0.0067156656
t	2.2948809e-05	4.5035235e-05	7.5635326e-05	0.0006698478	0.00045115856	0.98148984	0.017245539
o	0.00052182464	0.0021905042	0.0022049272	0.013575959	0.026136445	0.74620193	0.20916846
</S>	0.0056897104	0.013218757	0.045998838	0.13048406	0.1274344	0.62700206	0.050172124
