 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.9880234	0.0026343907	0.00012635769	4.499728e-05	0.0012001833	0.0036710587	0.004299625
c	0.9999651	1.9395542e-05	8.839349e-07	2.5849847e-06	4.077906e-06	1.3139953e-06	6.717933e-06
h	0.998946	0.00019997112	1.5274749e-05	0.00012895993	0.00010046486	9.27396e-05	0.000516611
a	0.98717505	0.0076114777	0.00073180336	0.0020528582	0.001645786	0.0007134645	6.953331e-05
n	0.9933055	0.0015960643	8.947139e-05	0.0036937199	0.0011428624	0.00015096548	2.1291768e-05
a	0.9316604	0.058845166	0.00097629806	0.0019727708	0.001392829	0.0024750603	0.0026773768
v	0.9363479	0.014007356	0.0017939163	0.037612036	0.00724179	0.0013864916	0.0016106277
o	0.28194326	0.65225804	0.008777224	0.004967188	0.008878233	0.025291277	0.017884806
r	0.042131864	0.008955071	0.048821233	0.095916055	0.015208694	0.15882102	0.630146
à	0.123745374	0.5307942	0.023279013	0.039115872	0.07253798	0.14779969	0.06272791
s	0.056841828	0.083589	0.25647944	0.55758274	0.012672685	0.008527782	0.024306506
o	0.0013751984	0.015898436	0.8740522	0.032643244	0.016547618	0.020001246	0.039482053
o	0.0817251	0.0030980853	0.5040986	0.26349628	0.06524861	0.067790225	0.014543121
t	0.17932424	0.0060084	0.19127545	0.39898452	0.09827101	0.026733942	0.09940245
s	0.014010605	0.0036332307	0.060752276	0.855262	0.03434963	0.021864241	0.01012805
o	0.004616334	0.0017950292	0.075674914	0.870993	0.01934399	0.024613287	0.0029633166
m	0.10534439	0.004517045	0.045340706	0.1633538	0.25471243	0.3469352	0.0797964
ì	0.00048567698	0.0018280708	0.010289344	0.92427206	0.019832928	0.039691474	0.003600473
k	0.0039739134	0.0014167026	0.007281941	0.007841029	0.89483947	0.08232691	0.0023200265
u	0.00019772927	0.0007653117	0.0147471	0.03973167	0.5540261	0.3885901	0.0019419704
à	0.15442775	0.009114218	0.043912604	0.018051531	0.3018937	0.4634271	0.009173093
i	0.2221795	0.0030858985	0.006935747	0.012319506	0.18377845	0.5570878	0.0146130975
m	0.00598262	0.00019257115	0.0010374505	0.002168286	0.035453442	0.8662382	0.08892745
è	0.00039044075	0.00079469144	0.0009037985	0.009220507	0.056255303	0.92853796	0.003897243
r	0.012553573	0.0049929116	0.0030092765	0.0020436712	0.1698389	0.7894165	0.018145213
i	0.00043429097	0.00095640647	0.0006320795	0.0008890873	0.06341977	0.93015486	0.0035136011
</S>	0.31264886	0.022226563	0.067867465	0.01659067	0.14985222	0.38367212	0.047142174
