 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.9864477	0.009574583	0.0010622275	0.0011908474	0.00044457184	0.00034416647	0.00093579845
i	0.966077	0.025835408	0.0021108377	0.0029187594	0.0006127938	0.002197151	0.0002481182
ù	0.94676214	0.03375054	0.0011299262	0.0051486418	0.0024364686	0.010686991	8.5309286e-05
m	0.11748707	0.82621413	0.009412505	0.002197055	0.007143195	0.030323941	0.0072221844
è	0.028916253	0.904618	0.02361118	0.0035751236	0.021469545	0.015576053	0.0022339323
s	0.003351399	0.92954785	0.036322664	0.003079267	0.02327755	0.0043570665	6.4204796e-05
a	0.0072575035	0.79012257	0.14012952	0.013031453	0.0059970724	0.039800353	0.0036615154
è	0.018131297	0.2569463	0.49887744	0.03894215	0.16411495	0.020918077	0.0020697967
n	0.0028473246	0.016192058	0.70570695	0.22554244	0.030060245	0.0141728595	0.005478066
a	0.0025511838	0.04540638	0.70828927	0.1870313	0.030201841	0.025040999	0.0014790564
v	0.017719114	0.10503996	0.24503548	0.23393795	0.3568978	0.033485696	0.007883941
à	0.00201343	0.003324838	0.12627503	0.8230937	0.026422078	0.017606772	0.0012642
l	0.0016697888	0.0057606343	0.033885352	0.8287655	0.1216081	0.007946946	0.00036373414
i	0.0012759023	0.0025189947	0.08695668	0.74598205	0.1256718	0.028982362	0.008612267
è	0.013524538	0.056198616	0.037630536	0.23584615	0.60853577	0.026455766	0.021808624
n	0.004262191	0.0053515243	0.016693963	0.25008655	0.69952506	0.0116981035	0.012382526
a	0.0010024394	0.0016925863	0.0039670905	0.17754994	0.7316923	0.07567755	0.008418061
t	0.0097172875	0.0543613	0.02135573	0.12687767	0.7379657	0.019635713	0.030086607
a	0.0034625079	0.0022560488	0.0028766445	0.06444935	0.46850812	0.44675583	0.011691499
p	0.016928552	0.052466024	0.032303687	0.062068462	0.7810462	0.043008044	0.012178948
p	0.002180995	0.0017726688	0.0010208776	0.005691457	0.16055943	0.81248957	0.016284937
è	0.0025636817	0.0032579089	0.002509805	0.006660848	0.22074263	0.7376594	0.026605712
t	0.0017161731	0.0081209205	0.003098373	0.01238247	0.30670854	0.6501512	0.017822336
o	0.00052390783	0.00039773574	0.00045692807	0.0046404796	0.20931776	0.52351356	0.26114964
</S>	0.10675064	0.14322722	0.13893667	0.08280803	0.2859675	0.20521842	0.037091445
