 	è	facile	che	stanno	ancora	svegli	</S>
è	0.96674937	0.030493291	0.0010121146	0.0004769169	0.0003288087	0.00047814837	0.00046143838
f	0.44659436	0.5509998	0.0014342496	9.278815e-05	0.00010450834	0.0006537749	0.00012046378
à	0.75934863	0.22063833	0.016639957	0.0020442717	0.00089885824	9.621455e-05	0.00033376212
c	0.03423433	0.93387324	0.027630933	0.00324507	0.00086819305	0.0001431314	4.9932096e-06
i	0.014415668	0.8863658	0.09249748	0.0032642405	0.00090047024	0.00046953603	0.0020867414
l	0.014120314	0.47452143	0.4353595	0.041576438	0.034019835	0.00018736871	0.00021519083
e	0.0024341561	0.5947306	0.359614	0.028902274	0.002031739	0.0029255033	0.009361825
k	0.023329346	0.12473178	0.6603566	0.12932709	0.059841156	0.0006715656	0.001742565
a	0.0031909395	0.05307752	0.5663108	0.33596924	0.006767954	0.016942436	0.017741041
s	0.014403564	0.047177028	0.3505335	0.43972453	0.11942318	0.001849727	0.026888479
t	0.00343987	0.013403251	0.25576678	0.68854344	0.0132311825	0.011356888	0.014258623
è	0.0048324233	0.011485348	0.42614552	0.52389324	0.012377981	0.011820034	0.009445415
o	0.002523001	0.0046056286	0.04906911	0.862034	0.08004591	0.0013479079	0.00037449758
n	0.0635226	0.021367133	0.045020077	0.31660116	0.4890555	0.010875702	0.053557828
e	0.0022830344	0.0015840064	0.01496474	0.15776849	0.036143728	0.7782457	0.009010334
a	0.017852226	0.011666526	0.019064562	0.26053843	0.67439014	0.0057197777	0.010768339
n	0.024796406	0.0063589523	0.0050816485	0.009171596	0.09015267	0.79906684	0.06537186
k	0.0007666495	0.00026808467	0.0010915783	0.0035357843	0.013758744	0.975037	0.00554216
ò	0.14680721	0.08324279	0.123291165	0.38944897	0.20813783	0.042649165	0.0064228657
r	0.0022698995	0.0019644594	0.0019607975	0.01600812	0.93852437	0.033209145	0.0060631754
a	0.00035002557	0.00037875943	0.00039465382	0.007970698	0.20619158	0.77264464	0.012069739
a	0.027914533	0.028723067	0.03375614	0.19805717	0.6655615	0.006582235	0.039405357
t	0.1163599	0.024080435	0.06552653	0.12810448	0.22241625	0.30551684	0.13799551
s	0.02137637	0.003939475	0.025142202	0.04065465	0.055043213	0.80360305	0.050241128
ù	0.07808507	0.04199917	0.045083866	0.12828739	0.65244883	0.021842854	0.03225285
n	0.019440068	0.019412134	0.016309809	0.10965336	0.5646492	0.06685606	0.20367932
n	0.0011085987	0.00095156115	0.0007699013	0.0027880296	0.020351328	0.8632529	0.11077776
i	0.0017629684	0.0006444929	0.00334713	0.019157741	0.0956464	0.09814124	0.78130007
t	0.03533382	0.023675445	0.048179887	0.2635581	0.4846006	0.09457938	0.050072856
i	0.00035375557	0.00015764583	0.00033466116	0.0008386712	0.001677828	0.29489848	0.7017389
</S>	0.17323026	0.16632333	0.13688733	0.2095327	0.27390537	0.013845918	0.026275085
