 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.99575645	0.0017278694	0.00020400637	0.00041558576	0.00010628579	0.00031445647	0.001475393
t	0.95122975	0.014425958	0.0005938165	0.002495235	0.0003908594	0.006534658	0.02432971
e	0.96431303	0.021934226	0.0019543043	0.0025923643	0.00089927955	0.00772073	0.000586016
k	0.40560552	0.57287914	0.007159937	0.010609975	0.0021653215	0.0012848959	0.00029519436
a	0.021686105	0.8485291	0.0057275877	0.06435628	0.000106056825	0.056481317	0.0031135306
m	0.04341731	0.9338949	0.005914252	0.008551108	0.0015901069	0.0006244384	0.0060079577
m	0.01603909	0.77873933	0.14644365	0.022644058	0.0009837791	0.024804022	0.010346063
è	0.09629135	0.7072653	0.13061762	0.029974477	0.0047006044	0.030887408	0.00026325198
n	0.0022713344	0.28185382	0.64621943	0.028982833	0.025273316	0.006083573	0.009315682
i	0.00043538972	0.121230826	0.8614653	0.0028832627	0.010584205	0.0022566817	0.001144325
s	0.040690556	0.053108636	0.65202284	0.18189354	0.026064273	0.040811207	0.005408963
t	0.005660617	0.05814566	0.6006756	0.19497998	0.0019490826	0.13687392	0.001715092
o	0.009023881	0.020583449	0.9209569	0.018789409	0.012675935	0.01676497	0.0012053327
g	0.20254909	0.08337885	0.13287123	0.42314723	0.0725764	0.03730483	0.048172362
i	0.0019223482	0.0028769893	0.06859023	0.7053957	0.0077052233	0.20936081	0.004148706
a	0.025408626	0.028617805	0.025567338	0.8254895	0.04333782	0.025140911	0.026438046
r	0.049704853	0.01173166	0.0131301675	0.54043394	0.26301184	0.01676892	0.10521866
d	0.008017136	0.0029019364	0.0035340942	0.8686102	0.01815385	0.09535946	0.003423193
ì	0.010337357	0.010322137	0.043776877	0.70715576	0.15750748	0.06907441	0.0018260168
n	0.00037163057	0.0005122304	0.0032627746	0.59044266	0.36671752	0.038041763	0.00065137446
o	8.441291e-05	0.000111800895	0.008130838	0.29642433	0.66026795	0.031114474	0.0038661351
s	0.015287304	0.012025841	0.033235107	0.22011639	0.38067558	0.31666803	0.021991706
t	0.0011391188	0.00073009357	0.0030971356	0.13328433	0.5489051	0.30440986	0.008434378
o	0.00144941	0.0014738806	0.0061202324	0.073388495	0.79798794	0.09436323	0.02521681
c	0.014989504	0.008011161	0.04263459	0.11923592	0.1761738	0.6275153	0.011439658
ì	0.0002672455	9.529195e-05	0.00031940412	0.008518085	0.10604199	0.7993919	0.08536611
p	0.0014958745	0.0014238677	0.0011368846	0.03231995	0.010042639	0.9527083	0.00087242934
o	7.921173e-05	9.171885e-05	0.000444142	0.005894875	0.0641082	0.9245321	0.004849739
</S>	0.037851878	0.042672314	0.051546097	0.08122373	0.12218398	0.6553995	0.009122394
