 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.9695636	0.021402603	0.000150373	0.0021567163	0.0009873433	0.00047876433	0.00031596085	0.0005459366	0.0006721362	0.0037265748
d	0.851358	0.008601798	0.0056832344	0.0035328649	0.0020227376	0.004864602	0.030792063	0.005732115	0.05174997	0.03566271
r	0.9685865	0.02224743	8.714306e-05	0.00015011261	0.0005648984	0.000759005	0.00013614492	0.0013701011	0.0009248669	0.005173816
e	0.8581014	0.09687146	0.0048480555	0.0062836283	0.007254752	0.0018772001	0.009414743	0.004309442	0.0066946563	0.0043447036
f	0.67623997	0.24848254	0.006558009	0.03768752	0.0061282543	0.005310463	0.010976023	0.0024523116	0.0054914826	0.0006734352
f	0.3193994	0.61464715	0.005656328	0.004402442	0.021891562	0.0054850522	0.0005986461	0.0072982204	0.0057071703	0.014914013
ò	0.27331212	0.45796955	0.109109975	0.029995961	0.060345475	0.016188398	0.008242417	0.02246884	0.014214049	0.008153183
m	0.05334491	0.6786538	0.12558667	0.0552887	0.05319569	0.024667045	0.003494458	0.0036753842	0.0019239472	0.00016938319
m	0.016914701	0.60872793	0.18011719	0.06372433	0.028220814	0.034382503	0.012687251	0.011455729	0.02516744	0.018602028
u	0.0030400173	0.23803756	0.23638815	0.35452813	0.033290353	0.04685253	0.026374925	0.052093603	0.008416438	0.000978324
e	0.025356708	0.07129538	0.019119868	0.23294672	0.2536917	0.27270338	0.010671406	0.10567459	0.006949802	0.0015904803
m	0.239658	0.10993306	0.009032569	0.18621816	0.09972281	0.05452414	0.0614829	0.020888625	0.07182791	0.14671184
o	0.013025365	0.013965365	0.029478204	0.28479204	0.52579606	0.09502795	0.018166026	0.006553514	0.009709961	0.0034855292
m	0.12293286	0.09000692	0.022531787	0.12248249	0.4097119	0.120763965	0.006827213	0.05321333	0.012589914	0.038939707
a	0.008874333	0.00871454	0.015939238	0.17120801	0.61113167	0.13127282	0.032302547	0.0058252607	0.011545311	0.0031862527
i	0.08941154	0.0520963	0.015012637	0.07491462	0.45714426	0.22882219	0.0073447595	0.04865739	0.012991889	0.0136044845
g	0.042470247	0.047184225	0.003925342	0.08848527	0.18558782	0.36143777	0.16720703	0.015531367	0.044315353	0.043855533
r	0.031529464	0.0045335856	0.0011970288	0.014462772	0.5065217	0.4198738	0.013822906	0.0051123444	0.0016922995	0.0012540746
a	0.0071760453	0.010739864	0.0024440878	0.04427172	0.37862754	0.53755224	0.0064178193	0.010904865	0.0013890174	0.00047679676
m	0.019019665	0.07105145	0.011573709	0.057479214	0.13144186	0.5915183	0.010082256	0.08885434	0.008190541	0.010788618
m	0.002849539	0.0030122977	0.008104961	0.013672082	0.053044003	0.28186035	0.5521846	0.011596567	0.06759035	0.0060852813
è	0.013273809	0.049211442	0.022837868	0.14530057	0.07675075	0.5769395	0.036604542	0.045234926	0.03155723	0.0022893609
n	0.0067873155	0.0062546283	0.00061603147	0.0036494045	0.065731734	0.6491268	0.041970354	0.21716031	0.005671682	0.0030317544
a	0.0006191075	0.00073996774	0.0016753753	0.0101102395	0.11799204	0.46280152	0.32049987	0.023761705	0.059302464	0.0024978153
a	0.015665825	0.07586379	0.02997631	0.05536524	0.06593937	0.2611378	0.018831396	0.4281339	0.033962395	0.015123984
n	0.06879852	0.26368222	0.009623078	0.14858206	0.029956	0.069860235	0.007249058	0.21212922	0.06463111	0.12548852
g	0.02344151	0.009749637	0.0090692025	0.013828244	0.022457004	0.09180137	0.22112651	0.29490778	0.2962129	0.017405812
r	0.03365444	0.04944534	0.013078818	0.07442031	0.12902433	0.48868304	0.018265607	0.16166076	0.02849869	0.003268614
à	0.003811943	0.0016913114	0.0065863817	0.004069981	0.0046949475	0.023057114	0.06345122	0.22492209	0.6073165	0.060398564
m	0.0010324229	0.0033918605	0.00203871	0.0046876715	0.0033669593	0.014981849	0.005063939	0.91111267	0.05094863	0.0033753247
m	0.000214581	0.0002668083	0.0007589173	0.0006594764	0.00022319895	0.0037401454	0.03558114	0.13012633	0.8242698	0.004159686
a	0.0010526307	0.0050023133	0.00524187	0.007893557	0.0026674094	0.016884886	0.019961149	0.51904535	0.37342322	0.048827574
</S>	0.008398137	0.049080897	0.0405425	0.05712351	0.027884573	0.08526346	0.04790534	0.5215537	0.14829518	0.013952728
