 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.98898214	0.0054851407	0.003888446	0.00018463458	0.00017031476	0.00021241038	7.122093e-05	0.00021763073	0.00078797824
ù	0.9866628	0.0034950685	0.0017362382	0.00043168582	0.00019722538	0.00028303493	0.00026710512	0.0017553939	0.0051714466
o	0.9929206	0.006056935	0.00029481444	0.0004438382	5.116232e-05	8.621173e-05	3.7498576e-05	9.76578e-05	1.1266537e-05
o	0.6218897	0.11342645	0.011716249	0.021686012	0.008147209	0.0052337777	0.15470621	0.008764983	0.0544294
f	0.065366834	0.5172439	0.067371346	0.026243096	0.004377793	0.006712978	0.059088826	0.016693255	0.23690198
r	0.020238327	0.26055464	0.6895552	0.0028151816	0.0009519192	0.0054079792	0.0005825978	0.011170453	0.008723668
a	0.005230233	0.95781183	0.015211138	0.008081571	0.001977116	0.0010754701	0.005533182	0.0043330705	0.0007463512
b	0.02862882	0.89499164	0.04098752	0.023453498	0.0036338724	0.0020457471	0.0054924837	0.00048694803	0.00027954899
b	0.0009217588	0.085886605	0.89110863	0.0047027566	0.0015715986	0.005411508	0.00022691564	0.008823717	0.0013464632
i	0.0020126216	0.8215581	0.061883435	0.06650909	0.013829262	0.0038423152	0.0070943194	0.01895669	0.0043141027
k	0.057732023	0.5587231	0.1806036	0.13833919	0.020185808	0.007177965	0.024284827	0.0018224035	0.0111311665
è	0.0004576094	0.009651617	0.91693425	0.039036583	0.008115456	0.01121087	0.00026498106	0.012928243	0.0014004783
s	0.0047381846	0.091151625	0.29241905	0.47689322	0.093304306	0.029728072	0.0047068903	0.00440056	0.0026581201
s	0.00092050614	0.059678044	0.13149457	0.6335099	0.119662166	0.012683981	0.012887298	0.013389319	0.015774379
a	0.00043468538	0.015323174	0.052574094	0.51672703	0.12009371	0.015562542	0.21000397	0.022167085	0.047113746
n	0.0036073343	0.012162006	0.030946258	0.6715176	0.19409467	0.051779356	0.029784627	0.00533277	0.0007752613
o	0.00035289026	0.0016562884	0.274095	0.40629897	0.13873476	0.04322527	0.0013016379	0.13161734	0.002717865
m	0.005274399	0.028533915	0.013575296	0.40174028	0.40568623	0.07858847	0.021741109	0.009124315	0.035735935
a	0.000725117	0.0031052765	0.009612972	0.79013765	0.17084186	0.013645169	0.0017478894	0.008362167	0.0018219219
s	0.017061707	0.03623072	0.007956946	0.37761542	0.42649975	0.106622756	0.007206414	0.0095682135	0.011238068
t	0.0005093517	0.0014856175	0.026497431	0.28436768	0.38354266	0.2256532	0.001953301	0.071499005	0.004491763
ò	0.00063978956	0.0015598176	0.0010426012	0.65071356	0.3007535	0.028687082	0.001610337	0.013259221	0.0017341037
r	0.00024441717	0.00089164736	0.000704452	0.06337031	0.62959963	0.2708738	0.026566364	0.0076064565	0.00014286085
i	0.0001088251	0.0002612981	0.0019326096	0.23008634	0.6316342	0.08090147	0.01882915	0.03305186	0.0031942527
k	0.002155642	0.006371507	0.0028414072	0.03779705	0.37468058	0.28936508	0.23023775	0.03994933	0.016601602
a	0.00047005783	0.0008432995	0.0014776969	0.1618847	0.37460575	0.32076833	0.018086314	0.118714154	0.0031497455
ì	0.0064745224	0.023263535	0.0030658983	0.054802056	0.2943539	0.49911714	0.04112807	0.06857091	0.009223995
a	0.0008554939	0.0011209855	0.0065228343	0.0023241907	0.033300236	0.90875125	0.0106541375	0.033084802	0.003386039
n	0.00093991414	0.0022822353	0.0087643135	0.0031474337	0.030889202	0.7781083	0.048754282	0.07110264	0.056011777
e	0.00060169416	0.0008459288	0.0019253608	0.004181025	0.061574206	0.75680435	0.0066487724	0.16510361	0.0023150637
e	0.006978901	0.026179181	0.004623598	0.034683816	0.12759586	0.50933796	0.027443789	0.25379506	0.009361813
f	0.0064617456	0.02410609	0.018792266	0.013054512	0.02545492	0.14823471	0.19461517	0.35132447	0.21795613
r	0.0028941033	0.0065872907	0.0032413935	0.00832671	0.016039023	0.12670997	0.0064576236	0.8254525	0.00429135
a	0.001722279	0.0039089005	0.0030411847	0.014960916	0.26811346	0.5755792	0.0074189645	0.1220955	0.0031595358
b	0.0012122628	0.0041217385	0.003958354	0.008757374	0.03973303	0.112543255	0.077203356	0.73588705	0.016583612
b	6.4409534e-05	0.00015987767	8.8203626e-05	0.000633128	0.0006722861	0.0046866983	0.007771753	0.9688448	0.017078822
i	0.00057082606	0.00083727547	0.00052406755	0.0032885117	0.010171914	0.028128868	0.009718385	0.9064256	0.040334534
k	0.0011081279	0.0037379172	0.0023546899	0.011354374	0.028865525	0.044415694	0.16957769	0.71850026	0.02008577
a	3.9428563e-05	0.000110139255	3.579076e-05	0.00043966493	0.00029917093	0.00088629493	0.0055941576	0.93853617	0.05405915
t	0.0005576611	0.0018668642	0.00049313303	0.005172208	0.0067629106	0.0076982635	0.011675014	0.9650939	0.0006800172
ò	0.00017518671	0.00029656128	0.00031170063	0.0011350319	0.0008502488	0.0017186041	0.00075933547	0.98151153	0.0132417325
r	0.00041670795	0.00092022587	0.0019648245	0.0023313663	0.004740247	0.017950835	0.01182454	0.9240223	0.03582888
i	6.182546e-05	0.000118659555	7.4912256e-05	0.00023916639	0.000491757	0.0011051605	0.0025857256	0.9870057	0.0083170505
</S>	0.008232806	0.010902114	0.011968059	0.03274367	0.05178383	0.099613965	0.3496379	0.35115883	0.083958834
