 	vuole	vuole	mangiato	caldo	</S>
t	0.9676885	0.022760684	0.0040262653	0.0010921711	0.0044322344
è	0.9728625	0.016492307	0.0024082076	0.00029315767	0.007943801
l	0.98112315	0.015283089	0.0033338496	0.00024094492	1.9051235e-05
i	0.9577554	0.015288316	0.016698167	0.0050696237	0.0051884754
t	0.18511577	0.27055377	0.50209975	0.04035158	0.0018791123
è	0.15382758	0.738549	0.0934899	0.0094884215	0.004644999
l	0.03464909	0.80750304	0.14201044	0.014833037	0.0010044995
i	0.02066883	0.6495706	0.10532148	0.15105975	0.07337939
f	0.015108061	0.18618889	0.5996227	0.18404596	0.015034341
a	0.0025201323	0.531947	0.44426298	0.017405065	0.003864752
m	0.012165584	0.06733504	0.6864702	0.15652779	0.077501364
è	0.0023047843	0.031160872	0.42581916	0.4960572	0.04465804
n	0.0035511144	0.02515669	0.86365116	0.1042602	0.0033808597
o	0.00042198272	0.008562943	0.41759667	0.55693334	0.016485061
t	0.012408455	0.043613326	0.25194788	0.672252	0.019778276
r	0.0005965383	0.0016925379	0.07607788	0.8977372	0.023895906
e	0.000259237	0.0004783971	0.013408684	0.9708788	0.014974939
m	0.0040537766	0.008175822	0.09889689	0.8833969	0.005476595
m	0.00015609767	0.00024029789	0.0025061953	0.96390194	0.03319539
ò	0.00107859	0.0016497456	0.013806888	0.98134345	0.0021212527
</S>	0.015764704	0.029300122	0.0628765	0.8724594	0.019599292
