 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.9901523	0.002965663	0.0040885797	0.00012076801	0.00042744642	0.00011852367	0.000109357214	0.000100334975	0.00015059995	0.00046529813	0.00051747984	0.0007836238
ù	0.9835707	0.0017983956	0.003697799	0.0002635703	5.398313e-05	3.8447815e-05	8.164132e-05	0.000104132945	0.000121843164	0.0010014774	0.0028614367	0.0064065796
s	0.9959848	0.002735181	0.0003060146	7.8756115e-05	1.2352905e-05	1.1523577e-05	8.385364e-06	1.3663043e-05	3.6097226e-05	0.00045967993	0.0003482621	5.397789e-06
o	0.9843688	0.011958023	0.00085621246	0.0005501369	0.00010686475	0.00011074502	0.00011347056	6.193504e-05	0.0002474136	0.00085545337	0.0005209168	0.00025004183
t	0.26579985	0.6380189	0.036758315	0.0064342683	0.012912148	0.0072587654	0.0026513443	0.0026085207	0.0036752722	0.013630793	0.0073282793	0.0029235547
r	0.10882373	0.78118473	0.088570096	0.0006020496	0.0014311514	0.00063331804	0.00063808647	0.00041403208	0.001445628	0.004031364	0.00999413	0.0022316396
a	0.021143932	0.85519207	0.005507514	0.04818672	0.0052045104	0.008455379	0.011133455	0.003064151	0.0055782115	0.019594666	0.015770053	0.0011692166
v	0.0078009726	0.9784733	0.0084514	0.0015153349	0.0008007163	0.00027306832	0.00018083552	7.964244e-05	0.0001395274	0.0013450615	0.0008713297	6.8885034e-05
ù	0.0031344073	0.5737072	0.3984915	0.001771762	0.0039941957	0.0014491286	0.0018630982	0.00075556367	0.003080403	0.0029739775	0.007895666	0.00088299636
d	0.001234972	0.95566547	0.0385447	0.0026959097	0.0006502036	0.0003446053	0.0004408908	4.7926183e-05	4.5783676e-05	0.00015748566	0.00014238435	2.965795e-05
i	0.0006977013	0.8675671	0.06476826	0.054284927	0.0017268077	0.0015245157	0.0022734245	0.0009604603	0.0007282431	0.001947515	0.002321361	0.0011996541
ì	0.004439669	0.07276892	0.834445	0.01659673	0.03398867	0.018164083	0.007005664	0.0019383458	0.0045856475	0.0037294528	0.0015507964	0.0007870432
r	0.0032081702	0.09083665	0.85218245	0.01980998	0.0125240125	0.005497115	0.001451397	0.0009745022	0.0007658645	0.0027685605	0.008717326	0.0012639206
t	0.0014614292	0.16801043	0.6222211	0.15098381	0.02553468	0.010110829	0.0068467534	0.0020780023	0.0022993053	0.0059078312	0.004011963	0.0005338174
e	0.00016799146	0.026675567	0.053748246	0.74559844	0.0147925075	0.041900612	0.03370222	0.036853433	0.013217074	0.014241168	0.016204009	0.0028986917
g	0.002936409	0.016903363	0.5024246	0.123624995	0.24097396	0.05885028	0.02412052	0.005509547	0.008397874	0.009543447	0.0062046065	0.0005103656
r	0.00081822486	0.0055943257	0.25018466	0.61828184	0.06809927	0.023215134	0.010590914	0.0044435933	0.0059403214	0.0031914439	0.0093372725	0.00030297964
a	0.00033127572	0.0033619027	0.0063415333	0.937104	0.014597703	0.012326177	0.010429782	0.0040459847	0.0020338444	0.0048883194	0.0038536831	0.000685865
m	0.0034024422	0.014662335	0.05361756	0.06560311	0.6703382	0.11987178	0.040265717	0.0063260407	0.0068245926	0.011294338	0.0070302915	0.00076351274
m	0.00012160588	0.0008927308	0.010421262	0.9304874	0.035507698	0.01146283	0.0061996407	0.002083676	0.0007406385	0.00044304956	0.0011918474	0.00044771878
è	0.0057194093	0.0140529545	0.012346419	0.2643568	0.38515258	0.2045922	0.04947633	0.019004595	0.015347167	0.017478587	0.011945161	0.0005278251
n	0.0011753497	0.0070524714	0.034569312	0.034139466	0.56998336	0.20156996	0.080806956	0.027899265	0.013931286	0.012759968	0.015505238	0.0006073934
o	0.00014342966	0.0033119344	0.01406237	0.3095944	0.25573772	0.3161206	0.06826124	0.017474186	0.0040365937	0.0042302026	0.0052443705	0.0017829668
p	0.0012579995	0.002597917	0.0051368414	0.008636856	0.5284932	0.22276033	0.14789075	0.044122472	0.028619543	0.0070508546	0.0014091142	0.0020240482
o	0.0005798879	0.0007544376	0.009282906	0.2670751	0.28093642	0.303376	0.07565072	0.030703465	0.015668476	0.0050065108	0.010705844	0.00026017823
d	0.009087172	0.060882214	0.0054499176	0.0024658013	0.4982992	0.27102977	0.06368826	0.019386644	0.021797104	0.015568713	0.013377272	0.018967971
d	0.00042366507	0.00047657348	0.017813504	0.014290552	0.48307538	0.29702243	0.1282691	0.027199838	0.015750572	0.004701627	0.009481437	0.0014953521
h	0.00054832856	0.004204079	0.00039946535	0.034240223	0.2669807	0.3876083	0.22626702	0.049569495	0.014215192	0.011451928	0.0028394845	0.0016757434
ù	0.0006109594	0.00057950715	0.002274779	0.014865776	0.36226073	0.30787572	0.16176815	0.062191565	0.028615916	0.029730614	0.0213426	0.0078837015
c	0.00012348877	0.0004632647	0.0006401264	0.0010251165	0.27361688	0.34387717	0.2885052	0.06513279	0.015061607	0.008642318	0.0027157925	0.00019617658
h	8.287413e-05	0.00041397216	0.0002275743	0.0075663566	0.16413642	0.62007034	0.14584264	0.048708763	0.0070538404	0.0027650727	0.0026929553	0.0004391932
