 	le	melanzane	vogliono	girate	</S>
i	0.98267084	0.005119693	0.007164784	0.0030980466	0.0019466645
m	0.98027545	0.00024281698	0.006413494	0.0059395074	0.0071287346
a	0.40341577	0.104919665	0.26674086	0.035492867	0.18943083
r	0.14511196	0.04507694	0.027387394	0.41365084	0.3687729
a	0.040318478	0.6499435	0.29769987	0.00087789906	0.011160244
n	0.16756026	0.496627	0.07832953	0.14528844	0.11219473
g	0.0052439957	0.86526763	0.12661953	0.00025213536	0.0026166309
i	0.006917841	0.9454783	0.030422576	0.01149531	0.0056860284
à	0.08253165	0.769401	0.118085444	0.023838388	0.00614352
n	0.017908258	0.5736318	0.3564397	0.022101376	0.029918786
e	0.0025877778	0.7542564	0.09607034	0.1093909	0.037694536
i	0.05122198	0.25373942	0.53785676	0.029187875	0.12799397
t	0.023006521	0.046871763	0.3937238	0.23624428	0.3001537
è	0.011521095	0.011456015	0.9620903	0.0076856026	0.007246928
l	0.0034382553	0.04035201	0.92358303	0.020074528	0.012552267
u	0.0003237113	0.008329443	0.5991868	0.3148838	0.077276245
n	0.025998805	0.08030121	0.81291336	0.01926878	0.06151792
e	0.0026460206	0.003165972	0.81093574	0.11024377	0.07300848
v	0.02991489	0.14760281	0.7481673	0.04701797	0.027297055
o	0.009347604	0.008512842	0.32888183	0.39127126	0.26198646
t	0.030717263	0.3932239	0.24275802	0.32272077	0.010580062
i	0.035486292	0.084762625	0.3119399	0.15561894	0.41219226
m	0.013350109	0.16424455	0.20016687	0.60164046	0.020598002
m	0.0031185546	0.008633209	0.0031573814	0.90074795	0.08434286
è	0.073382415	0.03267495	0.104438946	0.7610168	0.028486967
n	0.019634021	0.1650008	0.14637554	0.5780341	0.09095546
e	0.0018046121	0.00447234	0.023473747	0.8445293	0.12572
</S>	0.050140314	0.078213036	0.3407274	0.30785897	0.22306027
