 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.988191	0.0071643046	0.0020639328	0.00023114453	0.00019186015	3.5738365e-05	0.000108823806	0.00013256272	0.00013035614	0.00021664998	0.00010931205	0.0014242467
M	0.98938507	0.0077856225	0.00027424688	0.00031848557	0.0001777223	0.0005463368	6.7763336e-05	8.394767e-05	0.000111128735	0.00038289995	0.00029384875	0.0005729603
à	0.29997283	0.6486804	0.035936758	0.002978482	0.0017221009	0.00012360478	0.00039016272	0.0019558414	0.0010037628	0.0009061655	0.0021617543	0.004168204
r	0.12654714	0.85760635	0.011570676	0.0011972435	0.0015464799	0.00043065965	0.00035617134	7.639006e-05	9.825099e-05	0.000111382025	5.445478e-05	0.00040484848
i	0.22688346	0.7468666	0.008966211	0.007508122	0.004577975	0.0006920956	0.0009718006	0.0009485635	0.00033811043	0.00027193222	0.0004294605	0.0015458271
k	0.002920241	0.82488954	0.13215697	0.018732244	0.016400294	0.0009675391	0.0011005996	0.0005846227	0.00074769434	0.00058427773	0.00016385873	0.000752146
a	0.018707693	0.8151942	0.14896253	0.0102198245	0.0024932725	0.00013217604	0.0007563092	0.0010570604	0.0003576349	0.00050238846	0.0010151211	0.0006018651
j	0.003039259	0.59598494	0.3668986	0.014035369	0.010093326	0.0015540613	0.00082817127	0.00035225472	0.00051976054	0.00053690403	0.00033370225	0.0058235633
u	0.0034345395	0.11784622	0.65762323	0.19655274	0.015439121	0.00085111	0.002110493	0.001644646	0.00060732017	0.0005485184	0.0031393666	0.00020273864
r	0.0048471442	0.21210168	0.6202751	0.019096043	0.01844888	0.0065232487	0.0045013805	0.0010121521	0.001884426	0.0023684239	0.00065572327	0.10828578
è	0.0035657191	0.022033293	0.8633934	0.08465732	0.01085571	0.00040061673	0.0022614684	0.0027278645	0.0017519142	0.0027039982	0.0038887656	0.001759859
i	0.00044969335	0.06537842	0.8093644	0.096025184	0.025741048	0.001179611	0.0007787846	0.00023593941	0.00012980634	0.00014250036	0.00014626539	0.0004284061
