 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.7581905	0.22174512	0.002002165	0.01072889	0.0011529176	0.0030739633	0.00024938444	0.00095800345	0.0012510614	0.0006479938
i	0.3623017	0.5135026	0.012396521	0.012612456	0.0017895775	0.0070841154	0.00048236712	0.005704537	0.007451043	0.076675065
i	0.02043603	0.8893066	0.029909998	0.0076030088	0.0010197607	0.0012922593	0.0078494055	0.01275874	0.025549801	0.004274332
p	0.013182163	0.57960963	0.34622186	0.008563935	0.0009274098	0.004423868	0.0010011437	0.0053083072	0.03642768	0.004333989
à	0.0055414913	0.80394197	0.056106534	0.034492444	0.0020837507	0.012281621	0.00017499556	0.0138964355	0.06926278	0.002217957
s	0.01111499	0.7247491	0.2449526	0.015367323	0.0005601518	0.000388502	0.000738671	0.0006544793	0.0013222308	0.00015193222
t	0.0054395976	0.25854045	0.6832975	0.020640282	0.0015145881	0.0009898056	0.0019426566	0.005482533	0.019282006	0.0028706263
a	0.009809999	0.018430347	0.8813533	0.0094150305	0.0036293487	0.00015408323	0.065420285	0.005738585	0.0029295683	0.0031194657
ì	0.014181933	0.04364833	0.060780194	0.78409314	0.038562275	0.01119042	0.0089292545	0.02301661	0.014883049	0.0007148651
c	0.0022388105	0.00322564	0.0010551949	0.959901	0.01041224	0.0060500707	0.0027775916	0.008258701	0.0047775498	0.0013032638
h	0.0028059736	0.0032048938	0.013540855	0.8540041	0.062197346	0.008999227	0.00045769708	0.0077757356	0.046696525	0.0003176528
e	0.00082683255	0.0012323618	0.008389295	0.7419134	0.1275135	0.00140394	0.099245556	0.00988485	0.0069083166	0.0026819871
t	0.0016431777	0.0009252611	0.0021197938	0.54759955	0.38963598	0.036196414	0.006183424	0.0073767756	0.008147375	0.00017222202
e	0.012828956	0.00043793238	0.012820315	0.3239513	0.33398324	0.015886122	0.015287463	0.021214057	0.26040894	0.0031816065
l	0.0019854198	0.0037252475	0.0014994197	0.4963675	0.4265333	0.042794082	0.0044773454	0.01376565	0.006034144	0.0028179225
ì	0.01014993	0.0003026104	0.0031103808	0.12056275	0.48956922	0.19383845	0.0051928624	0.024007207	0.13903002	0.014236651
s	0.00019315141	0.00012956336	0.00014026879	0.18734702	0.68379426	0.07074952	0.025285807	0.008811779	0.023182543	0.00036609854
o	0.00012557188	0.00018379108	0.00014660343	0.16030683	0.6821153	0.009827637	0.12799919	0.0060826256	0.0060370313	0.007175473
n	0.00041619787	0.0007101227	0.00049652386	0.023136124	0.5808469	0.20894241	0.110236146	0.05023253	0.022725958	0.0022570977
t	0.008568653	0.00015945276	0.002991512	0.01706494	0.383047	0.3024856	0.08578159	0.02642422	0.16831598	0.005161008
a	0.0013704806	0.0008076415	0.0013887363	0.01965145	0.3407639	0.026830547	0.51816094	0.017811524	0.03781487	0.035399888
à	0.0019578112	0.0018720117	0.0016256269	0.03789556	0.28126287	0.3855362	0.1867364	0.061368994	0.039898206	0.0018463137
l	0.0015093542	0.00034053499	0.0002946798	0.007375178	0.030824438	0.86058134	0.009259284	0.04013242	0.04825005	0.0014328639
a	0.00017344566	8.749892e-05	6.12622e-05	0.007453224	0.28980044	0.47368667	0.16067514	0.038752	0.02633331	0.0029770236
t	0.00064890686	0.0017373003	0.0008792844	0.00715599	0.046696283	0.20256084	0.4101521	0.19559138	0.09662236	0.03795543
o	0.010480914	0.00036997919	0.0037768425	0.00195751	0.03904468	0.27280745	0.3740931	0.08765957	0.20501895	0.004790988
ì	0.001216853	0.0025888686	0.001404714	0.008986145	0.02158678	0.0357969	0.053652663	0.54063594	0.3252137	0.008917422
c	0.0023460493	0.0002712563	0.00083403435	0.004855338	0.0097143445	0.12124088	0.008082312	0.5384325	0.31117475	0.0030485285
h	0.00018105938	7.5633536e-05	6.567565e-05	0.0011982889	0.012149505	0.08247746	0.13849822	0.4927317	0.26541215	0.0072103674
a	3.7320962e-05	7.0036294e-05	3.608093e-05	0.0013857199	0.03937617	0.06660968	0.69264066	0.092654936	0.07760755	0.029581808
v	0.00039631897	0.00036968777	0.00041206958	0.008916862	0.017528238	0.05561757	0.04174225	0.62894833	0.23220843	0.013860173
à	0.008207756	0.00015209256	0.0030964036	0.0010330715	0.0019039739	0.012296532	0.14036798	0.25129044	0.4539236	0.12772806
l	8.069586e-05	0.0001938923	9.133354e-05	0.0011220251	0.0025399749	0.0022335106	0.005214128	0.42492563	0.5615318	0.0020669955
o	5.8614005e-05	2.778172e-05	2.939471e-05	0.0002245587	0.0011719223	0.0035230892	0.029855223	0.48875296	0.27300712	0.20334926
n	0.0017902532	0.0036240842	0.0020523309	0.005576939	0.01325578	0.010666678	0.09134703	0.22290732	0.63873214	0.01004746
t	0.0023467534	8.32494e-05	0.0007635407	0.00093348115	0.00086461264	0.0011693536	0.020562554	0.14981	0.62060237	0.20286405
a	0.00012663244	0.00025727504	0.00010012426	0.005000392	0.0054203863	0.0012660726	0.029344713	0.34023556	0.4547266	0.16352221
</S>	0.0019782446	0.0008737898	0.0018883834	0.010762758	0.03341454	0.01677208	0.13144909	0.17829715	0.5851092	0.039454818
