 	Valeria	legge	il	giornale	</S>
e	0.9948232	0.0011473245	0.00021074932	0.0011398918	0.002678802
V	0.9988733	0.0002923837	3.133454e-05	0.00031721184	0.00048578955
a	0.9775884	0.0045114635	0.00036987138	0.00831915	0.009211034
l	0.9610832	0.0017454119	0.0058165914	0.0015755991	0.029779308
è	0.85650605	0.095180765	0.00028999092	0.038160063	0.009863157
r	0.9009809	0.090276316	0.0005796743	0.008067372	9.575811e-05
i	0.671422	0.18969396	0.06444099	0.02384332	0.050599743
a	0.06039582	0.79239774	0.029891135	0.112134255	0.005181014
m	0.1788706	0.7321196	0.039353464	0.013611995	0.036044315
e	0.017217603	0.8418976	0.060311187	0.051116634	0.02945697
l	0.04265371	0.44312897	0.033766802	0.27970406	0.20074646
e	0.003058899	0.6481825	0.031304907	0.2915391	0.025914598
t	0.028564313	0.5618991	0.12146316	0.14512362	0.14294983
à	0.009220246	0.15724076	0.144778	0.64451176	0.044249263
o	0.0068942886	0.15919495	0.4550615	0.34755906	0.03129025
g	0.0048669656	0.05330683	0.022244258	0.90452504	0.015056896
i	0.0018654623	0.00799133	0.038673826	0.93735486	0.014114478
o	0.010598011	0.050132908	0.011795681	0.9137534	0.013719986
r	0.00925638	0.012515212	0.049633913	0.77915025	0.14944422
n	0.0003166772	0.00095587113	0.0008751521	0.98718727	0.010665013
à	0.0017828408	0.008879722	0.026740713	0.94312644	0.019470338
l	0.00070911925	0.0024749488	0.003891681	0.9872285	0.0056956653
e	0.00017889832	0.00055086275	0.0050032726	0.95580745	0.038459502
</S>	0.07274603	0.10150668	0.29292014	0.51832926	0.014497898
