 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.8038937	0.17082793	0.004998177	0.00041193652	0.0025962098	0.0009919024	0.0034472046	0.0043918528	0.008441276
n	0.0010041046	0.046614625	0.005295169	0.00019450055	0.00011730247	0.0013651225	0.012862324	0.5943002	0.33824667
e	0.0043906374	0.6146484	0.31285235	0.0013925241	0.014550198	0.015552985	0.022993747	0.0065474208	0.007071706
s	0.008035602	0.14978006	0.057097405	0.012569973	0.004965154	0.018794173	0.17238253	0.4613574	0.115017705
p	0.00435707	0.116742164	0.8183508	0.0011238585	0.03495711	0.007627413	0.0014395303	0.0030105456	0.012391564
ì	0.04811794	0.061406657	0.7851204	0.044196393	0.0071207187	0.010206055	0.028763255	0.011961704	0.0031067724
c	0.005090537	0.016041245	0.8523249	0.09735844	0.01178655	0.010334555	0.0057184002	0.0011871823	0.00015812041
c	0.002777727	0.0085923895	0.7524544	0.20825139	0.012526611	0.008010813	0.005072346	0.0011690129	0.0011453253
e	0.005154509	0.0016483382	0.09875563	0.7596883	0.0075187916	0.013907849	0.109938174	0.0028209358	0.00056753104
t	0.0061042686	0.01885792	0.059221268	0.47176388	0.3063407	0.12737627	0.008828036	0.0008719633	0.00063565455
s	0.0030442374	0.0012818704	0.050967384	0.83056736	0.09193491	0.01240294	0.0051809093	0.0029910088	0.001629344
a	0.0069683213	0.002077111	0.014164241	0.876456	0.017703589	0.031991128	0.037304055	0.0120189665	0.0013165886
o	0.010237521	0.019577872	0.030548008	0.069969684	0.7028969	0.14673726	0.01609265	0.002399967	0.001540196
s	0.041864377	0.039090667	0.017939398	0.00953716	0.41944164	0.04408202	0.048434693	0.14073567	0.23887445
ò	0.01966069	0.00610596	0.010624602	0.015465039	0.7812693	0.05795376	0.06605332	0.037491303	0.0053760204
z	0.0036969895	0.005175266	0.008737623	0.001124898	0.6404469	0.33288682	0.0028147795	0.0019245186	0.0031922057
o	0.0012334097	0.0005598711	0.00075886596	0.028511673	0.5940867	0.24105608	0.11285708	0.012736138	0.008200186
s	0.043084864	0.05570825	0.06048207	0.11359921	0.2742544	0.4164375	0.012809922	0.004056622	0.01956716
p	0.0064960546	0.001862511	0.0034813946	0.011127469	0.4806483	0.36744407	0.10384016	0.022518056	0.002581995
i	0.00289486	0.002044182	0.0048407754	0.0034110958	0.19070308	0.7226044	0.03790264	0.031765375	0.0038336276
c	0.02654909	0.016989592	0.027612267	0.034211706	0.16216585	0.6869715	0.012123124	0.014130289	0.019246614
c	0.0037328366	0.00069244375	0.00095898675	0.0020496836	0.06506051	0.39898783	0.39672464	0.11110235	0.020690808
è	0.0015244365	0.0012920845	0.002014866	0.0010890273	0.06617372	0.45023194	0.38650894	0.0645392	0.026625745
t	0.0064706546	0.005011076	0.0066693323	0.0058219316	0.050379336	0.90249366	0.019375851	0.001304697	0.0024735269
s	9.348732e-05	1.612737e-05	1.981233e-05	7.898931e-05	0.00095045374	0.04743813	0.41411033	0.5291589	0.0081338305
i	0.0051824236	0.0019510672	0.0034597693	0.0037124245	0.006102647	0.19253993	0.11103904	0.5225663	0.15344636
t	0.038991727	0.048173457	0.0663069	0.10385614	0.16413908	0.52452946	0.020394512	0.009453108	0.024155596
s	0.0013236923	0.00018129658	0.00038152435	0.00047055754	0.0014054999	0.024865337	0.44170195	0.4589858	0.07068439
e	0.0045368997	0.0046302816	0.012015873	0.0039465297	0.01116751	0.4081082	0.1339177	0.21461424	0.2070627
g	0.0649895	0.04521637	0.05764434	0.09415567	0.10861503	0.5777095	0.018070992	0.022129538	0.011469026
r	0.0035443609	0.00056922337	0.00084722356	0.0006404337	0.0016345604	0.022575209	0.46362925	0.22689518	0.27966458
à	0.006516317	0.0037671204	0.0075532845	0.0036988724	0.010275713	0.14487743	0.35871872	0.23026827	0.23432426
t	0.025236348	0.015577963	0.021751078	0.032371055	0.07366264	0.6646632	0.09156994	0.012938472	0.062229317
s	6.3005944e-05	1.705923e-05	2.3007975e-05	2.8222079e-05	5.107411e-05	0.00406329	0.12953027	0.81963927	0.04658485
i	0.016560804	0.0068087205	0.010598949	0.010317103	0.0076297405	0.07706797	0.09229381	0.58535725	0.19336565
</S>	0.0501	0.05862867	0.07641619	0.12967716	0.12700415	0.37694216	0.04102243	0.052394032	0.08781524
