 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.9758424	0.0150075685	0.0027257511	0.0018521457	2.931785e-05	3.4868604e-05	2.499294e-05	0.0024248397	0.00019189992	0.00020839402	5.0563838e-05	0.00013986656	0.00025991854	0.00050087925	0.00070656626
v	0.97372603	0.0050652516	0.00019968433	0.00023471931	0.000700959	0.0008988817	0.00015102951	0.00067932863	0.0005952219	0.00086960074	0.0013179394	0.0009518597	0.0034060632	0.002582394	0.008621018
ò	0.8824364	0.0910546	0.0019108154	0.00025600096	0.000105869534	5.609748e-05	2.8686896e-05	0.004614299	0.0005706292	0.0026676499	0.00027133813	0.0004213716	0.005152559	0.0009917775	0.009461915
s	0.7409603	0.2304141	0.006940841	0.0039747185	0.0027833325	0.0027429694	0.0018688914	0.00040529025	0.00039565636	0.00017278701	0.004477727	0.0007812762	0.00072342984	0.0010598063	0.002298882
t	0.15499195	0.82573897	0.011715736	0.0009544899	0.00054575043	0.0001049034	0.00022961594	0.0011878891	0.0001544712	0.00020689721	0.00017912925	6.149129e-05	0.0005518059	0.0011883827	0.002188492
o	0.006204849	0.708904	0.075360045	0.022867654	0.041960295	0.006672378	0.037051573	0.0006194396	0.013351054	0.0022736983	0.02129857	0.01017982	0.0130974455	0.037727773	0.002431299
d	0.04182446	0.5429309	0.16817304	0.15659502	0.012266625	0.0149236	0.01144261	0.005222087	0.005434779	0.0023102965	0.017522246	0.0032581177	0.0023276084	0.0078030904	0.007965488
e	0.012507335	0.2668735	0.6358722	0.003976258	0.0013352269	0.0001693272	0.00022419037	0.027109027	0.0016312049	0.004297888	0.00048053224	0.00054013834	0.015017235	0.022593096	0.007372825
r	0.043851465	0.11186872	0.44145247	0.27500954	0.017835148	0.032066002	0.02778499	0.010555264	0.0033888805	0.0016766514	0.014533926	0.0018613966	0.0012205347	0.003115621	0.013779335
f	0.0020552373	0.005179328	0.9227486	0.010224952	0.0012529939	0.00017322288	0.0001626574	0.033553626	0.001362831	0.0030923698	0.00025261726	0.00031650573	0.004862019	0.00796894	0.006794007
ò	0.0038598215	0.012137108	0.9202266	0.01855842	0.009630804	0.0014679459	0.004227739	0.006284341	0.0013515797	0.0013657248	0.0016356119	0.00052496896	0.0053322613	0.00959451	0.0038025943
m	0.001990541	0.0059855944	0.793939	0.13701712	0.022004092	0.011845443	0.01654388	0.003347645	0.0037306363	0.00090110954	0.00035438014	0.00033029437	0.00078275683	0.0011749557	5.2513806e-05
u	9.428859e-05	0.0023784637	0.7357651	0.053834237	0.06879151	0.094246075	0.03456133	0.00068885484	0.0037076522	0.001156073	0.0008979983	0.0012629066	0.00084115996	0.0012961096	0.00047825827
e	0.00914097	0.06695229	0.2725768	0.2589314	0.026792685	0.04345753	0.13659601	0.048392333	0.047984798	0.04303381	0.00777697	0.0070425323	0.009501583	0.016859395	0.0049609444
