 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.985938	0.012083565	9.67894e-05	0.00053966517	2.7830456e-05	0.00017460366	0.00021232784	0.00014431746	0.00014746282	0.00017537549	0.00046009044
d	0.8372423	0.07197467	0.00086950307	0.0010293906	0.0008970647	0.0010405508	0.0011806468	0.0032189065	0.0038768295	0.04766443	0.031005632
e	0.21031989	0.7671112	0.00016545267	0.001480825	3.6212445e-05	0.0007386764	0.0005857997	0.0024483858	0.0029264158	0.008775933	0.0054111597
r	0.4501804	0.2945657	0.076243736	0.012959963	0.05474698	0.0074388376	0.0036157144	0.010002232	0.0048817755	0.0068853726	0.078479186
f	0.008984812	0.9800561	0.00024558845	0.0018118308	1.38230935e-05	0.00031171698	0.0007211406	0.0007533641	0.0010566108	0.004049623	0.0019953893
ì	0.035336874	0.91171336	0.0060744085	0.016581917	0.0009245374	0.0043472555	0.0016872562	0.0013029714	0.0022499848	0.01711433	0.0026670785
m	0.013208223	0.95669514	0.015154353	0.011809529	0.00055739144	0.0010751351	0.00021418644	0.000635328	0.00019899476	0.0004378409	1.3889642e-05
u	0.0025402294	0.6476078	0.29833913	0.01937127	0.013885356	0.004508837	0.0007996054	0.0047626127	0.002924132	0.0016551799	0.0036057248
s	0.052295845	0.33645257	0.058639113	0.2642381	0.08852135	0.058123987	0.07008734	0.04096579	0.01717067	0.005130436	0.008374855
i	0.0050211437	0.3001383	0.15887035	0.36886272	0.0075996034	0.023705306	0.0025541103	0.005370876	0.012232507	0.11214761	0.003497578
e	0.04172098	0.15533952	0.097765535	0.5436685	0.08036127	0.022753935	0.02176889	0.012957935	0.0050194897	0.0018471088	0.016796751
n	0.041276965	0.08758604	0.23543155	0.5049154	0.046695895	0.015842315	0.0144855855	0.0071874517	0.0080227405	0.019065373	0.019490618
è	0.00451648	0.014995167	0.014852034	0.7460501	0.0049818205	0.0905112	0.02814341	0.009576943	0.0138352765	0.07056415	0.0019733515
e	0.0034976732	0.009083259	0.016038533	0.84902567	0.064236574	0.04391058	0.007085646	0.0040082918	0.0016425031	0.00092537404	0.0005458705
r	0.008697525	0.041892055	0.0032062167	0.20576906	0.020647125	0.12606792	0.46700525	0.056311682	0.04485549	0.015950145	0.00959747
t	0.008257145	0.015568202	0.00701527	0.4656535	0.011618007	0.30421385	0.11272858	0.008643382	0.005721772	0.05766794	0.0029123458
o	0.0029479612	0.0046088416	0.021815414	0.18143757	0.14859748	0.3987692	0.13147298	0.052948542	0.02618313	0.029574636	0.0016442972
m	0.013680058	0.06629302	0.0067381347	0.13271193	0.018381663	0.35492882	0.2618956	0.085817836	0.037838362	0.013628901	0.008085718
è	0.0017331805	0.0025415982	0.042695783	0.041183315	0.021050483	0.5208249	0.27120954	0.03387531	0.016327657	0.042513516	0.006044752
n	0.0016777961	0.0021986626	0.002093209	0.022638481	0.0021963269	0.7077869	0.052367993	0.15011504	0.044535533	0.01399631	0.00039385352
a	0.0004916972	0.00079183775	0.0037011495	0.044192422	0.015385716	0.77710754	0.087151185	0.053112447	0.007887638	0.008186397	0.0019919304
a	0.003724945	0.029535389	0.009917421	0.026464636	0.02271501	0.17988813	0.22133878	0.3556524	0.11712199	0.030594645	0.0030467028
n	0.008952711	0.019347077	0.0030041526	0.015593195	0.004742463	0.02803732	0.57691914	0.24406047	0.048359636	0.017212473	0.03377133
c	0.0026847566	0.0048283464	0.0010690239	0.008280902	0.0006386965	0.118953295	0.5999836	0.11171427	0.024326012	0.12432962	0.0031915186
o	0.004437534	0.0077186725	0.00096802297	0.01398714	0.007182456	0.16803263	0.7106893	0.057735033	0.005568808	0.023434281	0.00024616584
r	0.0025307613	0.010158922	0.0021676125	0.036009375	0.008111995	0.076158926	0.05907117	0.5921085	0.15590745	0.052894324	0.0048809745
a	0.00031930584	0.00055066496	0.00043291305	0.001098933	0.0008886697	0.038273916	0.4879231	0.17510019	0.06554285	0.20990118	0.019968208
a	0.002670395	0.0024638856	0.0013573662	0.010503313	0.0018813334	0.037224162	0.011774798	0.70574075	0.14590621	0.07605698	0.004420873
n	0.0023570645	0.012342355	0.0018180193	0.020016728	0.009489165	0.016858805	0.13214645	0.5609232	0.15173785	0.053781983	0.03852845
k	0.0023157848	0.0064054634	0.001613904	0.0067718443	0.0029812714	0.014465419	0.19569547	0.38968676	0.096940644	0.2789687	0.004154722
ò	0.0049770656	0.009847286	0.0025153505	0.014854116	0.016145263	0.045571078	0.6017784	0.20863253	0.026250241	0.068271026	0.001157709
r	0.00010932513	0.0003785506	0.00032588444	0.00096737756	0.0007567616	0.0041113608	0.011756228	0.63124335	0.31275362	0.03705094	0.0005465368
a	0.00039723772	0.00031659438	0.0008103421	0.0012106952	0.0021385464	0.015592844	0.024261683	0.697292	0.14947125	0.08530589	0.023202969
e	0.0028771812	0.012241911	0.00932897	0.009467568	0.024333447	0.025758747	0.017189702	0.42003632	0.3712227	0.09374288	0.013800537
t	0.006631337	0.031557042	0.00497901	0.05396229	0.029373262	0.030303214	0.10860295	0.2226666	0.3215117	0.15625206	0.034160536
t	0.0023364252	0.003936817	0.0013776466	0.005584132	0.0033903874	0.0050958665	0.02038189	0.22618729	0.1631403	0.5664024	0.0021669094
ù	0.0019694145	0.0042540347	0.0009474249	0.009032089	0.008954727	0.016079964	0.03539536	0.58169335	0.1298924	0.20975018	0.0020311002
</S>	4.750996e-05	0.00017530179	0.00022619813	0.00038157796	0.0011729702	0.001249985	0.0012950929	0.055010412	0.5445574	0.39433333	0.0015502458
