 	la	pasta	vuole	sale	</S>
i	0.986863	0.002136969	0.0037651188	0.004269809	0.0029649597
p	0.9064914	0.07530046	0.0031683545	0.0050573987	0.009982375
à	0.6807941	0.13011284	0.059579313	0.11794353	0.011570287
s	0.5764355	0.36072162	0.051282987	0.007854608	0.0037053179
t	0.07245178	0.8275042	0.06835346	0.009735097	0.021955522
a	0.0016542141	0.9349525	0.024167411	0.0010512904	0.038174555
t	0.052293114	0.131662	0.735554	0.07603076	0.004460071
è	0.0007993205	0.027231095	0.8659539	0.09178195	0.014233682
l	0.0034471557	0.009934694	0.9370283	0.045971587	0.0036182513
i	0.00040393538	0.0017943201	0.88970053	0.07543191	0.03266936
à	0.024600845	0.014265168	0.18860154	0.72766376	0.04486877
l	0.00094092486	0.00047026886	0.014213865	0.98167324	0.002701797
a	0.00013854174	0.00029813527	0.029963631	0.86630195	0.1032978
</S>	0.011220925	0.0045667076	0.07258495	0.86156774	0.050059617
