 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.98731935	0.009668844	0.00078466185	0.0006100006	0.0002784194	0.00010731588	0.00012018179	2.1789947e-05	0.00014239692	0.0001380952	0.00017324011	0.00063559733
ì	0.9920183	0.0064274445	0.00025223207	9.453644e-05	9.860759e-05	1.8777977e-05	0.00013067284	1.0082261e-05	7.915736e-05	9.352857e-05	0.00034038845	0.0004362346
o	0.9899412	0.009957054	4.6014236e-05	1.2744675e-05	3.9685196e-06	2.670624e-06	1.20677505e-05	4.3062387e-06	5.4189254e-06	4.1476997e-06	8.499473e-06	1.86024e-06
ì	0.95030326	0.0048896493	0.0007723497	0.0013391502	0.000585717	0.0012560312	0.0019933481	0.0155575955	0.004758969	0.0033861636	0.004376344	0.010781458
s	0.40879434	0.11880826	0.012935598	0.0068395105	0.0030305488	0.006208031	0.013368649	0.11410923	0.036435433	0.031581502	0.069694035	0.17819488
s	0.12613954	0.8566575	0.014479372	0.0012191958	0.00044003874	4.43582e-05	0.00014747072	8.595175e-05	6.872154e-05	4.6694626e-05	0.00026953028	0.00040172116
e	0.002377457	0.90419954	0.04074899	0.015347227	0.010763563	0.0051158792	0.005220041	0.0025577848	0.006063157	0.0023373214	0.0043907776	0.00087823794
r	0.026768332	0.2542203	0.63940215	0.05444587	0.014391139	0.0030951079	0.00186367	0.0021809132	0.001617493	0.0006581151	0.0006782251	0.0006786858
e	0.0038996437	0.83520716	0.10611318	0.037134357	0.0047454387	0.0014018035	0.0026993605	1.4863901e-05	0.0014293602	0.00088648556	0.0057624155	0.00070605177
k	0.02072773	0.030121595	0.83189493	0.096050225	0.009754409	0.0023967735	0.0011192762	0.002730243	0.0008632809	0.00036815176	0.0004020278	0.0035713287
a	0.0037746266	0.12900786	0.45762452	0.341964	0.03620013	0.005685504	0.005010239	2.7693002e-05	0.0027055587	0.001796547	0.012290308	0.0039130007
s	0.008022938	0.006333618	0.78786933	0.17457272	0.011397909	0.0030547187	0.00057857693	0.0024328285	0.0002820181	0.00012713777	0.0001859744	0.0051422217
ì	0.0023484612	0.027798412	0.28123873	0.5863105	0.067636974	0.0119147105	0.0049248775	1.487221e-05	0.0028686342	0.002024453	0.01082797	0.0020914408
m	0.001958573	0.0077031804	0.3963441	0.5592392	0.02912673	0.0035735676	0.00096473907	0.00037515853	0.00025861224	9.179812e-05	0.00019946811	0.00016482899
b	7.2687304e-05	0.000371543	0.26167044	0.655986	0.039945953	0.013503891	0.006466531	0.0052291034	0.0056249504	0.0038058138	0.005803007	0.0015200225
e	5.7774512e-05	0.00079428067	0.14770873	0.639152	0.04079413	0.050380994	0.01674796	0.050864056	0.024032025	0.014740034	0.013148297	0.0015797762
r	0.0024504687	0.002005514	0.033008497	0.70629454	0.18976015	0.04506068	0.009462245	0.0017547575	0.005792117	0.0019996797	0.0022199568	0.00019139532
