 	la	casa	la	costruiscono	i	muratori	</S>
t	0.96770936	0.026443046	0.0011914072	0.003360443	0.00016791002	0.00028390985	0.0008438003
o	0.93654037	0.038042158	0.0019839164	0.0018317439	0.0014489568	0.006799364	0.013353604
s	0.68151486	0.21236737	0.0081964405	0.0023548433	0.051401094	0.019898688	0.02426673
p	0.015705233	0.9362823	0.008852018	0.028624993	0.00013766644	0.009015002	0.0013827546
ì	0.077761434	0.8118546	0.048416	0.014596486	0.009750686	0.03037221	0.0072485683
t	0.014671867	0.9359784	0.04703419	0.00026374924	0.0015423574	0.00044897659	6.0504306e-05
i	0.010450285	0.70465505	0.18701372	0.0021261626	0.03483688	0.03881892	0.022098986
t	0.071544886	0.27881014	0.428888	0.0074003427	0.18480445	0.011833943	0.0167183
o	0.0014116341	0.04421541	0.6889657	0.14437234	0.0015796357	0.11689954	0.002555782
f	0.05472058	0.06515226	0.6921639	0.011550347	0.087012105	0.0046721506	0.08472875
a	0.00076923316	0.0033210358	0.32103065	0.6348905	0.0010655196	0.035389986	0.0035331314
b	0.025574353	0.028947499	0.796537	0.035130966	0.01108599	0.0043648705	0.09835941
b	0.0017289952	0.004178891	0.18910007	0.6761396	0.0068426826	0.117153436	0.0048562507
r	0.0040674587	0.005706202	0.6723851	0.14449775	0.071795546	0.078981146	0.022566758
i	0.0026978427	0.0039560944	0.27723575	0.26308447	0.15738289	0.13040598	0.16523698
k	0.025270171	0.033249896	0.15606172	0.044948664	0.5816326	0.045268875	0.11356805
è	0.0006505257	0.0010846693	0.022009604	0.4110098	0.010773032	0.5512841	0.003188312
o	0.009020571	0.013451645	0.13981277	0.08082738	0.635322	0.10936371	0.012201851
n	0.04739512	0.12292117	0.1621285	0.21445654	0.04157401	0.39530736	0.016217232
e	0.004034278	0.004877505	0.008525117	0.07885387	0.021673283	0.87470746	0.0073285685
i	0.087807804	0.130077	0.2023137	0.016277168	0.077185966	0.38456264	0.10177571
f	0.02040024	0.017074917	0.021417929	0.019406155	0.38810563	0.2853667	0.2482285
a	0.0025663076	0.0028105427	0.005185911	0.005139671	0.0054201526	0.9724701	0.0064072576
b	0.05381628	0.09109531	0.08799742	0.011988273	0.021283459	0.69967204	0.034147207
b	0.00019093641	0.00021045953	0.000546916	0.0006736054	0.0044414164	0.98261845	0.011318187
r	0.0022173652	0.0035191595	0.011501548	0.0029350405	0.05385051	0.87361634	0.052360043
i	0.00075344753	0.00091675745	0.0025655671	0.00040019644	0.05044718	0.7696188	0.17529812
k	0.0023264373	0.0074401773	0.021169579	0.0033746448	0.19180694	0.72634196	0.04754036
a	4.1738193e-05	4.6769528e-05	0.000117657095	0.00021363565	0.0010586726	0.955765	0.04275651
t	0.0026638506	0.003969436	0.009853536	0.00052583194	0.096862905	0.88333106	0.0027933905
ò	0.00017604606	0.00029335317	0.0004531904	0.0009257863	0.0003341293	0.99059075	0.007226722
r	0.0023133343	0.004973243	0.0091559	0.0059482204	0.033711467	0.9073336	0.03656415
i	0.0002710118	0.00038172223	0.00089804706	0.00021268899	0.0041878233	0.9728284	0.021220377
</S>	0.014111231	0.03255056	0.04077774	0.01117659	0.5027682	0.2893285	0.10928722
