 	lo	sentii	ee	che	arrivava	</S>
t	0.981429	0.0017651363	0.01031566	0.0018427353	0.0028479612	0.0017997206
o	0.8699441	0.015437069	0.021575417	0.010098459	0.023460511	0.05948452
n	0.013077692	0.72936124	0.036982387	0.1429367	0.07170809	0.005933845
ì	0.011541596	0.058957815	0.6785246	0.01745526	0.2242633	0.009257396
k	0.018237108	0.87617946	0.07070791	0.018733649	0.015547449	0.00059454783
u	0.0036507365	0.9442526	0.02290114	0.00933752	0.011054923	0.008803068
s	0.027384944	0.28478485	0.4356801	0.17735496	0.06951359	0.00528164
a	0.00069401896	0.4642097	0.3938793	0.054649	0.08580794	0.00075997954
e	0.020756602	0.09883047	0.6350397	0.150856	0.07576004	0.01875724
e	0.025808875	0.11068082	0.19776513	0.5276602	0.052396122	0.08568892
k	0.008398663	0.035209294	0.117452644	0.5375168	0.168818	0.13260466
a	0.0130176535	0.11705078	0.088184774	0.51612324	0.24824849	0.017375015
è	0.028220974	0.014347403	0.24225108	0.36817718	0.3211706	0.025832757
s	0.0038090292	0.0057501844	0.046545662	0.1470593	0.736229	0.060606826
t	9.465704e-05	0.0007949822	0.0044689933	0.20692371	0.77907705	0.0086405305
a	0.0045016557	0.011802321	0.024874473	0.44040546	0.2835775	0.23483856
z	0.0037305616	0.0060737836	0.02105894	0.057496026	0.895741	0.015899707
z	0.0006923222	0.0069466704	0.00061164435	0.030067133	0.80334646	0.15833579
e	0.0067955395	0.01684593	0.01075152	0.090171315	0.50832164	0.36711404
</S>	0.029107306	0.034298472	0.09751526	0.09731566	0.6855596	0.056203697
