 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a	0.71510345	0.13868007	0.094278514	0.00692369	0.0018578926	0.0068207895	0.009707943	0.0019654236	0.0061589973	0.005702663	0.0026642312	0.006999151	0.0031372758
n	0.11478543	0.20091999	0.027164424	0.0011065304	0.0002457633	0.0007128467	0.0005094583	0.00037072046	0.0021429653	0.0034787145	0.00818127	0.09146066	0.5489212
ì	0.0018893806	0.08370917	0.87758726	0.0042680623	0.00044637185	0.0020111739	0.0006545879	0.0007151133	0.0052632513	0.0054252623	0.004781457	0.008604177	0.004644785
c	0.003571475	0.5434933	0.42191544	0.005162619	0.0026693607	0.0009782696	0.004725204	0.002032064	0.00093219837	0.00090436934	0.0009983323	0.008417117	0.004200251
h	0.0033725568	0.3695917	0.6110139	0.010672737	0.00073455303	0.00046341642	0.00020549119	0.0001481743	0.0014661745	0.001416177	0.00026475426	0.00012186904	0.0005285109
e	0.008385406	0.44348025	0.26786944	0.12075342	0.048599325	0.0069075823	0.0155410245	0.034732167	0.0022105905	0.002214433	0.0054642297	0.04298172	0.0008605082
n	0.012552591	0.048216544	0.49113894	0.33039832	0.04042471	0.016960613	0.02674429	0.009422501	0.009393484	0.006101688	0.0052416385	0.0032684084	0.00013623544
d	0.016654743	0.0074870065	0.7202066	0.12674075	0.025086058	0.0099611785	0.0034284503	0.010873135	0.021246124	0.030907035	0.018715901	0.0066427556	0.0020502117
i	0.08733881	0.0054940484	0.047872715	0.26448438	0.41526863	0.015326187	0.018737143	0.10525006	0.006811466	0.0057868836	0.006215123	0.016878199	0.004536454
s	0.064644665	0.052079767	0.027680386	0.43715551	0.23370093	0.045064233	0.07443585	0.022998083	0.020491157	0.0138477525	0.002875996	0.0038671994	0.0011585247
ò	0.020517148	0.0043784836	0.1836252	0.3063921	0.054086197	0.08064517	0.0068506002	0.0045174244	0.122364365	0.14557742	0.05660259	0.011830185	0.002613151
n	0.0032085015	0.003291194	0.0064512393	0.13339122	0.7706667	0.039944313	0.01742987	0.015585194	0.0045359307	0.003692364	0.0010083913	0.0006803364	0.000114658935
t	0.0018281238	0.0012020854	0.01102829	0.094968155	0.73462814	0.06822027	0.023586359	0.027729573	0.009089896	0.009874798	0.0035138328	0.008566456	0.0057640458
a	0.007947235	0.0016821113	0.0008764097	0.026843365	0.60267085	0.056275986	0.118163094	0.10079976	0.002324498	0.0010200653	0.0037855539	0.059046958	0.018564135
o	0.004991197	0.0052886824	0.0018510472	0.017502718	0.6193173	0.1179466	0.14939095	0.06589353	0.0054368894	0.0040001078	0.0050967555	0.0030418085	0.00024244463
a	0.13617627	0.036514238	0.016732741	0.0044763	0.15896025	0.20630473	0.2122621	0.14739136	0.0144376345	0.005769257	0.005333676	0.023810662	0.031830817
t	0.023439175	0.009920589	0.010567325	0.0009363321	0.024899444	0.2557591	0.43208608	0.09713461	0.02022933	0.00906166	0.011898548	0.033375733	0.07069204
r	0.041003976	0.0042852075	0.009858332	0.00063238194	0.013472815	0.61452264	0.058622167	0.017225962	0.14996348	0.073387854	0.006954968	0.0077992035	0.0022710206
e	0.0016334339	0.0029819685	0.0022258395	0.0007431723	0.04574277	0.48340544	0.3768327	0.018283634	0.032975566	0.023656469	0.0055370876	0.0057384684	0.00024345417
f	0.0030030094	0.003852711	0.0029324908	0.0031144123	0.017104315	0.50642765	0.30728287	0.09312032	0.039157785	0.013047693	0.006182347	0.004390252	0.00038418834
f	0.019832192	0.0004324757	0.0011064442	0.0003769671	0.01021108	0.4562362	0.052516747	0.092454314	0.22532879	0.1007799	0.030889377	0.006155504	0.0036800036
ò	0.0013669209	0.000703483	0.0006918536	0.00013021792	0.011966729	0.5788612	0.21901125	0.054822512	0.079600275	0.028953126	0.008997474	0.009407652	0.0054873144
m	0.00028680358	0.00029544512	0.0002852565	0.0004516729	0.007117468	0.18737684	0.42789707	0.32044098	0.03272509	0.0112892045	0.006186875	0.0055095074	0.00013784906
m	0.00010962542	4.988577e-05	0.00016511117	3.0198182e-05	0.005738872	0.54972464	0.27223283	0.0654446	0.040136352	0.009730417	0.008057527	0.046272404	0.0023075296
u	0.00011979439	0.00023043885	0.00020899398	7.3394825e-05	0.0054386063	0.3482378	0.373256	0.13001582	0.054262996	0.014708583	0.028187782	0.023502007	0.02175789
o	0.0025835778	0.0043204855	0.008389851	0.0041931667	0.009822132	0.12095563	0.14944519	0.12669842	0.28419384	0.10774835	0.124101594	0.05483353	0.0027142442
n	0.06728207	0.01829306	0.007302319	0.0033771717	0.0022268733	0.110029496	0.20870283	0.009412487	0.2873124	0.20383465	0.04307548	0.015524785	0.02362636
ì	0.02412863	0.0005362251	0.0007617706	9.499017e-05	0.00016802113	0.07931446	0.04293962	0.008278604	0.49258503	0.29634207	0.047339927	0.0065414743	0.00096915197
c	0.0004835753	0.0016258861	0.003103496	0.00019774958	0.00019833044	0.051103167	0.036116123	0.0035331568	0.49984938	0.27851522	0.113754556	0.010280342	0.0012390476
h	0.00013558284	8.253985e-05	0.00038896556	1.2932255e-05	0.0001496253	0.09743592	0.080131136	0.013667693	0.3302432	0.33830708	0.12203517	0.016123641	0.0012865319
a	8.504706e-05	0.00027432278	0.00047081383	6.57347e-05	0.00073460554	0.059478205	0.12729856	0.038187202	0.28727227	0.13150164	0.20433852	0.10112365	0.04916937
p	0.0019727545	0.0010808266	0.0020982644	0.0017304064	0.0033214013	0.015686598	0.0527313	0.013605676	0.08616045	0.26983586	0.4910914	0.056512628	0.0041724276
à	0.0072948877	0.0001401172	0.00028468453	3.5669338e-05	0.0003309489	0.0066560246	0.0165309	0.009164611	0.21219468	0.43178266	0.2380533	0.06040703	0.017124504
r	0.0001305904	0.0004233846	0.0011032235	0.000105825355	0.00043374902	0.004052059	0.0023798323	0.0020408928	0.09866073	0.22573827	0.57850975	0.085473455	0.0009482338
o	0.0001085674	9.761347e-05	0.00047957536	2.3104558e-05	0.00013809807	0.0095803095	0.010160142	0.005873981	0.15572542	0.18309677	0.29707667	0.32516873	0.012471007
n	0.0073363185	0.020340286	0.011095325	0.027576957	0.05600008	0.021313723	0.016163493	0.1148271	0.039021984	0.08990609	0.36380607	0.21202616	0.02058653
t	0.0042121764	0.00023932764	0.0003271502	4.3550815e-05	0.00034760535	0.003786201	0.011685453	0.0020919917	0.049998306	0.308853	0.37469256	0.21729979	0.026422925
a	0.00019173056	0.000716037	0.0015899456	8.9227724e-05	0.00053564616	0.013650833	0.012408759	0.0023204356	0.025800254	0.087611176	0.30823138	0.3743697	0.17248487
m	0.0063967654	0.0031697226	0.007087188	0.0035558604	0.0126179475	0.03420528	0.046849146	0.033298686	0.031859867	0.05685195	0.46596083	0.27760738	0.020539332
e	0.031161264	0.00060486095	0.00026906692	0.000269774	0.0036368752	0.0060421387	0.027142687	0.008477886	0.0070752045	0.033531155	0.10108952	0.6539237	0.12677588
m	0.0034162647	0.0068613025	0.004080078	0.0022064224	0.0050286907	0.01451095	0.0077285897	0.011682098	0.017127208	0.022706846	0.19325748	0.7104635	0.0009305257
e	0.020188663	0.0005214929	0.00027951595	0.000202238	0.0025028293	0.008457492	0.035836987	0.00475721	0.0023402725	0.01067575	0.047503024	0.7995409	0.067193575
a	0.002671449	0.0026246097	0.0017675597	0.00088047417	0.0022576128	0.007996806	0.004958161	0.00628308	0.008749755	0.012054274	0.12957162	0.8193655	0.0008191099
</S>	0.08705961	0.0074018827	0.007976023	0.0023747883	0.010282567	0.08195438	0.06728493	0.020363027	0.046087198	0.04840031	0.29239035	0.32123378	0.0071911276
