 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.9805228	0.012990609	0.0014466676	0.0018047193	0.00019010539	0.00015648144	8.964498e-05	8.136357e-05	0.00010546453	9.729516e-05	7.7395554e-05	8.3615225e-05	0.00012166559	0.00017825433	0.00036278943	0.00052868074	0.0011625316
ò	0.8842551	0.0196204	0.004579344	0.001177957	0.0010184188	0.00040922314	0.0010505635	0.0006303694	0.00013717661	0.0006732375	0.00036686705	0.00020499321	0.0013074251	0.001744208	0.004523812	0.019179352	0.05912163
t	0.9502318	0.044391815	0.0035453965	0.0010121875	8.545135e-05	5.550777e-05	6.170904e-05	4.8030735e-05	9.125691e-06	3.62101e-05	1.0141161e-05	2.2097329e-05	8.503958e-05	5.4294327e-05	7.7138146e-05	0.00011465502	0.00015936258
t	0.8867293	0.091292866	0.017402451	0.0019921518	0.0007695075	0.00024022836	9.508173e-05	3.9518163e-05	5.9041806e-05	6.104999e-05	3.0771815e-05	2.166999e-05	8.21208e-05	7.355149e-05	4.8179147e-05	0.0002913952	0.00077117514
e	0.15771836	0.2867517	0.33898973	0.015998362	0.06854756	0.03616778	0.03293989	0.01612085	0.0015937798	0.008475296	0.0029404226	0.0025967953	0.009371136	0.0038476693	0.0037805894	0.010083965	0.0040761535
j	0.03321854	0.82691395	0.11187809	0.019947754	0.00393261	0.0010800924	0.0007986855	0.00039115702	7.4473974e-05	0.00030222352	5.421058e-05	6.3163294e-05	0.00020573632	0.00015134267	0.00028168625	0.00023747318	0.00046883192
è	0.0060384483	0.816121	0.13450235	0.015734946	0.008061941	0.004263451	0.0016573514	0.0008604933	0.005194642	0.0011675919	0.0013623065	0.0013094404	0.00064364396	0.000621183	0.00023560689	0.00081335823	0.0014123599
n	0.0046703704	0.7591337	0.20697396	0.018752756	0.007179277	0.0018091048	0.0006807887	0.00019938897	0.00014891519	0.00012343995	3.3052e-05	5.0861763e-05	5.39297e-05	3.1662483e-05	4.6232235e-05	4.1045558e-05	7.151021e-05
n	0.001871571	0.6153655	0.35613748	0.007997551	0.008887414	0.0018046331	0.0030842996	0.0010712914	0.00034164122	0.0007544028	0.00031619723	0.00014370456	0.00038144283	0.00021754508	0.000108495406	0.0003103098	0.0012065191
o	0.0009141418	0.3249137	0.4887345	0.009745623	0.02333581	0.011398306	0.03098862	0.027984105	0.0012070113	0.016127609	0.007108336	0.0062725996	0.022195442	0.0063107978	0.009201884	0.0115228705	0.0020386516
m	0.0065159937	0.082290426	0.78845865	0.08598605	0.02357542	0.006528029	0.0019555346	0.000955285	0.00032130216	0.0008760977	0.00017285063	0.0002044829	0.00050909264	0.0002533312	0.00020006883	0.00021914205	0.0009781427
e	0.000646914	0.039994515	0.8184876	0.08138983	0.046218634	0.0053943214	0.002688391	0.0010332329	0.0011505398	0.0006716668	0.00069234474	0.00047865295	0.0002935052	0.00020472366	0.00015993603	0.0003799658	0.00011520672
v	0.006997965	0.023320254	0.5393296	0.3919222	0.02770667	0.003942163	0.00085832196	0.0005283043	0.00023307856	0.00040743605	0.00015178237	0.00013789214	0.00037430497	0.00019046127	0.00024704754	0.00039359665	0.0032588574
è	0.0008985714	0.01927021	0.6770594	0.2537352	0.03440504	0.0075808936	0.000265916	0.00017659798	0.0014800912	0.0003420119	0.000418436	0.00047335713	0.00069584366	0.0008317769	0.00022171738	0.0015545952	0.00059034035
k	0.0010273454	0.009462364	0.6190022	0.31724223	0.0499961	0.002418359	0.0003060082	0.00010189885	2.7153608e-05	5.9912953e-05	1.4015829e-05	8.577041e-06	4.3180687e-05	2.404431e-05	3.5098856e-05	7.574429e-05	0.00015569238
k	0.00037552312	0.01206289	0.37621135	0.33188048	0.23484682	0.029463934	0.008071697	0.0026148844	0.0006276494	0.0010306471	0.00036975121	0.0001542915	0.0004322797	0.000246203	0.00029098277	0.0006442456	0.00067630236
i	0.00034444424	0.0056194486	0.53061306	0.13347532	0.12839392	0.027826846	0.03345582	0.029367035	0.0030643658	0.017885141	0.013451589	0.009007785	0.025831042	0.010830536	0.012480788	0.0142173935	0.0041354937
a	0.002029695	0.004327341	0.0535717	0.5140835	0.33850798	0.072759986	0.0073473575	0.0023583977	0.0010097015	0.0011442875	0.000383285	0.00056255574	0.00078577694	0.00036981862	0.0002756598	0.0003173721	0.00016560731
p	0.0044813813	0.010506394	0.04667329	0.61375725	0.23714198	0.034745637	0.0150201805	0.006662939	0.0011626851	0.004570248	0.0015328384	0.0012292305	0.004413343	0.0031881444	0.0038500214	0.004872191	0.0061922553
u	0.0017758197	0.0045165657	0.15084375	0.43409032	0.30909458	0.08161924	0.0080431495	0.0017026941	0.0025605334	0.00066797633	0.00063791865	0.00047586707	0.0006894852	0.00079518737	0.00040697752	0.0017579743	0.0003220071
