 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.9516312	0.041456938	0.0049509723	0.00069206825	9.675024e-05	0.00013102796	0.00014392941	0.00011036966	4.3610915e-05	0.00023803726	0.00050522
n	0.7881456	0.19928287	0.011299675	0.00030015793	2.641785e-05	1.710793e-05	4.5300585e-05	0.00010908516	1.4678138e-05	0.0006729643	8.613035e-05
a	0.42746726	0.5383526	0.03132136	0.002560198	4.2041993e-06	3.3846525e-05	5.729979e-05	3.4627436e-05	1.8518043e-06	7.926042e-05	8.7462286e-05
s	0.06992643	0.7228748	0.19590263	0.008795753	0.00037979413	0.0003894408	0.00036246152	0.00022569885	0.00014073466	0.0006272541	0.00037501517
t	0.002848802	0.51027906	0.4711726	0.012093625	0.00010468908	0.00017246309	0.00046761642	0.0004565611	3.0706993e-05	0.0015763118	0.0007975137
a	0.006432981	0.6474502	0.32414755	0.012618172	0.0035275824	0.00090845715	0.0005995783	0.00031167685	0.00064714975	0.0031790433	0.0001775981
s	0.008388209	0.09729013	0.8651608	0.02809499	0.00034230974	0.00030150602	0.00021488132	8.008009e-05	1.9793104e-05	8.598553e-05	2.1358754e-05
ù	0.0017031205	0.09637175	0.7808018	0.08536423	0.0030923302	0.0028054256	0.007300604	0.0068912674	0.00045487005	0.012576607	0.0026379996
n	0.002809375	0.03078171	0.8220603	0.14049834	0.002017633	0.0009856212	0.00056141976	0.00013952544	2.6545704e-05	9.842788e-05	2.1070935e-05
a	0.0011664106	0.06534726	0.6373068	0.22815467	0.052449282	0.0032071446	0.001286988	0.0013055789	0.0014788165	0.0047830087	0.0035140552
n	0.015696287	0.023270072	0.23404054	0.6790331	0.009756178	0.015903467	0.015646711	0.0033548472	0.00093760324	0.0015921883	0.00076896255
k	0.0012593401	0.010795061	0.24184956	0.59035146	0.09765506	0.010945289	0.010521619	0.008242041	0.0004921721	0.025418779	0.002469704
ò	0.0053231036	0.012134893	0.14400238	0.44286326	0.32576975	0.024071038	0.005362582	0.0026301313	0.008145704	0.027640138	0.0020570045
r	0.0011633373	0.001546154	0.017196087	0.8592744	0.07588903	0.033868067	0.0071288	0.0015766281	0.00071846496	0.0015898752	4.908574e-05
a	0.00024049122	0.0007130407	0.040046588	0.6691133	0.258191	0.011797245	0.002688725	0.0014133652	0.003474152	0.009423373	0.0028987983
a	0.0066378587	0.0061846604	0.016127475	0.7801103	0.046537988	0.0786516	0.048029378	0.008706046	0.004724432	0.0032957403	0.0009945143
t	0.029045044	0.016757825	0.015725024	0.2292761	0.47500047	0.11288344	0.030900868	0.019513734	0.0043038353	0.03401059	0.03258299
s	0.0069208588	0.011077725	0.011251821	0.5574612	0.13767813	0.16260278	0.07188612	0.018654514	0.000516814	0.019584328	0.0023656632
ù	0.0089899525	0.010918445	0.011476493	0.610378	0.046376318	0.23522037	0.049135417	0.008200266	0.0031186535	0.01560915	0.0005768398
n	0.00055128324	0.0004957879	0.000974726	0.044386104	0.008043865	0.715124	0.18979204	0.02095767	0.0067605926	0.012809025	0.0001048281
n	0.00012231026	0.000102711005	0.0007399474	0.2046848	0.22938031	0.42058635	0.08380539	0.01697697	0.014966935	0.023963133	0.0046711895
i	0.00020533142	0.00029646515	0.0003766388	0.026470955	0.28328118	0.3187006	0.06964292	0.020213822	0.09431047	0.043110404	0.1433912
t	0.0010857718	0.0010006477	0.0020634474	0.013385353	0.0024895456	0.5798932	0.29580152	0.044098154	0.04222854	0.016809314	0.001144496
i	0.0004974817	0.00103766	0.0004903279	0.016167084	0.122134104	0.31148764	0.22895533	0.18976967	0.017427245	0.10730797	0.0047255284
k	0.003126985	0.0028990782	0.004588535	0.008561013	0.0022579972	0.5247418	0.3482288	0.06703103	0.01244216	0.014748387	0.011374238
a	0.0012851005	0.002428608	0.001019437	0.0045189643	0.020768777	0.3750153	0.3196977	0.19953749	0.012243585	0.05918297	0.0043021534
è	0.005794521	0.005165231	0.0053693154	0.0073831044	0.0006599878	0.3202571	0.48424342	0.13454029	0.006967322	0.022621037	0.006998708
c	0.0008923458	0.0009104518	0.0010173799	0.0037748965	0.0011626724	0.07004211	0.49340284	0.36424673	0.04495186	0.009863446	0.009735289
h	9.231624e-05	5.9993345e-05	0.00011864373	0.0010373715	0.0004406991	0.16252898	0.48821115	0.31319395	0.018493762	0.01474103	0.0010821586
