 	il	morto	vuole	pianto	</S>
t	0.9387025	0.023545844	0.02567408	0.011117604	0.00095999904
o	0.8974892	0.017120544	0.02289025	0.034818288	0.027681837
n	0.118257836	0.58049005	0.10728783	0.18887945	0.0050847926
a	0.018266693	0.82637256	0.14198259	0.009790664	0.0035876222
p	0.020315148	0.8699477	0.082529694	0.022719856	0.004487514
e	0.0007323095	0.9080577	0.08914608	0.0010023268	0.0010616501
s	0.016425787	0.9428948	0.020542404	0.011584212	0.00855263
a	0.00023810213	0.89881307	0.09802138	0.0016549226	0.0012725748
m	0.014086829	0.93412876	0.02263845	0.010985611	0.018160367
m	0.00765122	0.6086212	0.1180991	0.23292837	0.03270009
è	0.021257944	0.649207	0.18890934	0.13897611	0.0016495984
n	0.035039797	0.5788047	0.31813803	0.042911917	0.025105612
o	0.00095105806	0.72469634	0.14050092	0.120756984	0.013094702
t	0.111750655	0.12876695	0.4483047	0.16057804	0.15059969
è	8.566473e-05	0.020972757	0.9064617	0.07136482	0.0011149514
l	0.001796316	0.013349399	0.9205461	0.061492443	0.0028157749
i	0.00012339938	0.010351386	0.6537338	0.32201266	0.013778767
g	0.07315699	0.14717	0.5718637	0.086458	0.12135131
l	0.00017593995	0.0022311732	0.20893124	0.7786164	0.010045155
e	0.0011046645	0.0063876067	0.047217112	0.8737679	0.07152276
m	0.07721564	0.16900861	0.11408038	0.53777957	0.10191583
m	0.0005387306	0.0007545446	0.0025894013	0.96623546	0.02988195
è	0.011284126	0.10585283	0.11634608	0.6924796	0.07403734
n	0.038146235	0.059610277	0.4116953	0.4163433	0.07420485
o	6.698515e-05	0.0019371811	0.020395057	0.371656	0.60594475
</S>	0.26490253	0.15538917	0.24426644	0.29932803	0.036113877
