 	non	aveva	dove	aveva	per	stare	</S>
e	0.90011495	0.08608304	0.0041596885	0.0058208527	0.0009725181	0.0013512892	0.001497727
n	0.009114749	0.026117668	0.0014451365	0.0010287404	0.0050725606	0.01553809	0.94168305
ì	0.0015821292	0.94916034	0.025323737	0.014610941	0.0019579541	0.0035253593	0.003839631
c	0.0042902646	0.9407046	0.01221204	0.00918514	0.005546665	0.008774758	0.01928651
h	0.006995179	0.9259819	0.023745013	0.0123624	0.008903628	0.009573188	0.012438679
e	0.005576689	0.34314317	0.54150987	0.013166758	0.026411602	0.05038772	0.019804126
p	0.00470145	0.04372459	0.87228376	0.05191339	0.016830849	0.009539669	0.0010064538
u	0.029911216	0.04617208	0.5211142	0.123925634	0.1577371	0.099463485	0.021676304
ì	0.016969055	0.061692413	0.20537588	0.5123715	0.08455445	0.07003243	0.049004238
c	0.0028214345	0.011696741	0.041334197	0.8912263	0.020465724	0.024086665	0.008368967
h	0.00066958216	0.002298586	0.05322679	0.91242903	0.013408627	0.015886992	0.0020804082
e	0.00078942475	0.00067403994	0.081272274	0.60520667	0.14707603	0.11628703	0.048694436
n	0.0025929115	0.0028841055	0.028756019	0.52992135	0.305573	0.0957471	0.034525514
a	0.004187201	0.0028931159	0.0052608373	0.5568403	0.24228469	0.14625522	0.04227864
s	0.014526429	0.04241463	0.06533266	0.13826868	0.22461349	0.43128195	0.08356214
t	0.0026687728	0.0020212492	0.0010047241	0.04087976	0.30957296	0.6133184	0.030534115
a	0.0039367666	0.0020477758	0.00074067485	0.050166495	0.22453901	0.6110977	0.10747163
t	0.030911632	0.041453246	0.058597233	0.11787535	0.16090184	0.56700844	0.02325226
ì	0.0020309347	0.0012900756	0.0016349364	0.02080797	0.064100504	0.9025999	0.0075357663
</S>	0.0029599438	0.016755715	0.0060534375	0.022298478	0.07645646	0.8577564	0.017719517
