 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.9938386	0.0031894757	0.0012243154	0.000110342226	0.0001278521	0.0002054244	0.00024532634	0.0004478084	0.0006108843
s	0.9687691	0.00066681614	0.0010803714	0.0030357991	0.00033603504	0.001077772	0.0061584045	0.015596472	0.0032792557
o	0.8768439	0.046053275	0.008397487	0.0017512342	0.0005861091	0.002581188	0.009358787	0.014117069	0.040310986
t	0.39111394	0.07104479	0.00947815	0.22222203	0.022885961	0.016964395	0.07313042	0.033569615	0.1595906
r	0.1512846	0.7661238	0.049563073	0.00042404418	0.00062705897	0.0033266079	0.008409173	0.010468969	0.009772802
a	0.12288096	0.7355327	0.063050576	0.030449806	0.005256462	0.008833323	0.0115013765	0.016027918	0.0064669065
ù	0.07372441	0.84413445	0.043160193	0.012748845	0.0018658974	0.004442366	0.015510694	0.003394212	0.0010189698
d	0.010811607	0.87344533	0.053979527	0.01308151	0.0034166381	0.004058707	0.025461042	0.0064864666	0.009259156
i	0.003837317	0.8103019	0.16079491	0.005494593	0.005088013	0.0046134614	0.0034994523	0.0056547797	0.0007155374
è	0.0076764845	0.28292093	0.57250243	0.004612475	0.021513922	0.079768114	0.020726167	0.0064961337	0.003783389
n	0.0113260485	0.11699818	0.7052707	0.02103999	0.027981132	0.03323065	0.040848657	0.018055603	0.025249055
g	0.003872523	0.09204432	0.79550916	0.018653274	0.049703084	0.022201914	0.0064663053	0.010474026	0.0010755135
r	0.0006216956	0.076218694	0.14124112	0.2830596	0.25242808	0.07991734	0.06500688	0.08562796	0.015878666
a	0.00014057422	0.006236293	0.032786228	0.6697988	0.23778325	0.012460991	0.016553206	0.021996524	0.0022441738
m	0.0015035802	0.0045222137	0.042716004	0.0026739237	0.59402406	0.29494485	0.0329197	0.025806136	0.0008895888
m	0.00064047246	0.0040332116	0.01046166	0.1739076	0.7192464	0.05199804	0.015702097	0.02054045	0.0034701312
è	0.000717481	0.0036240474	0.014150914	0.010582125	0.7242378	0.16102193	0.044409517	0.037903905	0.0033523608
n	0.0004857615	0.0055765486	0.011361739	0.0014168008	0.55584645	0.3390234	0.049237233	0.036007088	0.001044937
o	5.675919e-05	0.0008763011	0.0042381133	0.03353118	0.8319583	0.11272793	0.0064427494	0.007298092	0.002870554
p	0.0029762303	0.008580683	0.03304284	0.0031025205	0.30792105	0.49628234	0.06259478	0.065282226	0.020217368
u	0.0006300681	0.0004923959	0.0015722783	0.017573494	0.4683408	0.3826413	0.05517843	0.071694486	0.0018768118
s	0.0026545203	0.02767232	0.039751522	0.00067700335	0.06439919	0.65937215	0.10183481	0.0925888	0.011049774
s	0.0004224708	0.0007214872	0.0008132426	0.01171115	0.21840578	0.5290168	0.107725024	0.12366801	0.00751598
è	0.00038867167	0.001385016	0.0029881431	0.0014383165	0.1265073	0.70598406	0.09421454	0.06099478	0.0060991286
n	8.918375e-05	0.0010427348	0.0029013944	0.00037183578	0.019113954	0.67893	0.23953518	0.057484876	0.000530871
a	7.040779e-05	0.00028740993	0.0004954135	0.0030175883	0.13033141	0.5435787	0.18663825	0.12876277	0.006818176
p	0.0062093586	0.010776602	0.04981971	0.011714726	0.077842124	0.25961173	0.35586843	0.19575574	0.032401633
o	0.0004600112	0.00041637773	0.0007098471	0.013873028	0.02325887	0.25791574	0.4818994	0.21436873	0.0070978724
è	0.002692632	0.012653622	0.039363716	0.0012696441	0.034544762	0.14661802	0.33276755	0.42831337	0.0017766304
t	0.0014557841	0.0070192358	0.04400684	0.0015947376	0.027138464	0.27757037	0.20802192	0.41765738	0.015535377
a	2.4522733e-05	6.750338e-05	0.00016390615	0.00050742284	0.0007343698	0.013144282	0.3634214	0.6209375	0.0009989796
d	0.0040122624	0.013313296	0.052592054	0.00324557	0.041950878	0.1792122	0.32620287	0.36510316	0.014367799
i	0.00019388452	0.0005839365	0.00075847347	0.016763365	0.012193774	0.021848913	0.33323312	0.5978968	0.016527718
k	0.004399124	0.01278524	0.060208257	0.007660236	0.07080893	0.11442334	0.25967214	0.46865115	0.0013916643
ò	0.000651013	0.0017063838	0.0015209566	0.103068784	0.029043674	0.015040862	0.18079399	0.64736927	0.020804994
m	0.0012460251	0.0023554799	0.019156182	0.0027484093	0.011818975	0.0512801	0.13929243	0.7691531	0.002949223
m	8.455699e-06	2.3779092e-05	7.845031e-05	0.003452122	0.0005196155	0.001379995	0.052503537	0.93775785	0.0042762035
a	0.00012108369	0.00047191107	0.0020057845	0.0014331894	0.0040437053	0.013236103	0.12995236	0.8001526	0.048583273
</S>	0.008597365	0.015003146	0.12684833	0.13233195	0.06949727	0.17253198	0.09815638	0.1835632	0.19347042
