 	tu	le	hai	cucinati	le	verdure	</S>
e	0.9859536	0.007328973	0.0029816169	0.0017549564	0.00041891055	0.0006356607	0.00092633645
s	0.8277803	0.12523055	0.0046932017	0.010587617	0.0022218304	0.007308699	0.02217784
ù	0.2985374	0.504736	0.04881371	0.009594547	0.0077018808	0.04192047	0.08869602
t	0.33431247	0.5989912	0.035071548	0.020492952	0.004834305	0.004022574	0.0022749542
a	0.022066044	0.93785495	0.02792045	0.0067957263	0.0012165464	0.0033373437	0.0008089754
m	0.06359963	0.35354364	0.31776565	0.18896195	0.035657894	0.038277242	0.00219398
à	0.0072766594	0.19317421	0.29863337	0.30038163	0.11117008	0.074836485	0.014527537
r	0.0041146185	0.027194139	0.7064088	0.15313351	0.0696486	0.038694073	0.00080632605
e	0.0010472054	0.027585935	0.75659835	0.15086117	0.042807512	0.015952086	0.0051478106
t	0.02701758	0.037926413	0.38917914	0.10338037	0.22335309	0.20249984	0.016643556
s	0.0006654685	0.0019227379	0.1315354	0.5518283	0.21708222	0.09471817	0.0022476395
e	0.002570806	0.0064996434	0.045084566	0.64267	0.25157863	0.033135127	0.018461222
t	0.013469489	0.019431341	0.038218483	0.15009029	0.62102854	0.15523548	0.0025262802
a	0.00033477537	0.0004703177	0.009208335	0.12698837	0.691085	0.14959925	0.022313984
l	0.015861576	0.02828105	0.046011485	0.06479765	0.2747359	0.5411679	0.02914447
à	0.00038686782	0.00044665442	0.0021547372	0.031410363	0.5016651	0.45117018	0.012766086
c	0.004031718	0.0064935717	0.019142542	0.013627516	0.09358759	0.8606422	0.0024748677
h	0.00048329338	0.0005384958	0.004668985	0.0022678082	0.07175741	0.90571946	0.014564478
a	0.0015308859	0.002559712	0.011614634	0.008002198	0.11757933	0.7827637	0.07594954
n	0.016301468	0.020963462	0.04718986	0.025363456	0.060661238	0.8242421	0.005278407
a	0.00045168772	0.0007323069	0.00093547296	0.009431805	0.021883057	0.8013943	0.16517144
</S>	0.03847495	0.06583968	0.048650652	0.111028574	0.30804864	0.4212558	0.006701718
